Pathway	Family	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
PWY-2941: L-lysine biosynthesis II	f__Eubacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26907e-06	1.93273e-06	3.03021e-07	1.08714e-05	0	6.02766e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72092e-06	0	0	0	0	1.46806e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63105e-06	3.71472e-06	2.57366e-06	5.47545e-06	1.61374e-05	0	2.77608e-06	8.40846e-07	2.15053e-06	1.55377e-06	0	0	1.3637e-06	0	0	0	0	0	0	2.52052e-06	0	0	0	0	0	0	0	0	0	0	4.33597e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31797e-06	3.48373e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68423e-07	0	2.53829e-06	0	0	0	0	0	2.00765e-06	0	0	0	0	0	0	4.13626e-06	0	2.46846e-06	0	7.77863e-07	5.60495e-07	3.38761e-06	0	0	0	5.08777e-06	0	0	0	0	0	0	0	0	0	0	1.74044e-06	1.02365e-06	0	1.6367e-06	0	0	0	0	0	0	0
PWY-2941: L-lysine biosynthesis II	f__Fusobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89961e-07	4.12754e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29393e-06	0	0	0	0	0	0	0	0	0	0	0	0	2.84832e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56399e-05	0	9.72038e-06	0	0	0	6.0754e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2941: L-lysine biosynthesis II	f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31315e-05	2.68044e-05	6.85232e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38026e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09406e-05	0	5.15529e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81979e-05	0	3.48142e-06	0	0	8.98008e-06	0	1.32593e-05	0	2.52183e-05	0	0	0	0	0	0	0	1.36454e-05	0	0	0	0	0	0	3.99468e-06	1.9568e-05	0	0	4.59682e-06	5.90956e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.73488e-06	0
PWY-2941: L-lysine biosynthesis II	f__Lactobacillaceae	2.24609e-06	3.20997e-06	1.01372e-06	4.654487e-06	4.76031e-06	1.240054e-05	2.48191e-06	8.385154e-06	0	0	1.27792e-05	3.39014e-06	0	0	0	1.11058e-05	3.306467e-05	6.287821e-06	1.22322e-06	0	0	8.28152e-06	0	0	0	0	0	0	0	0	3.02946e-06	0	0	0	0	0	0.000165263162	0.000322456131	0	0	2.28098e-06	0	0	0	1.18148e-06	0	0	8.76175e-07	0	1.24198e-06	0	3.92784e-06	0	0	7.21023e-07	1.7087477e-05	4.85285e-05	0	4.57127e-05	2.7344189e-05	3.802091e-05	4.928428e-06	1.7453629e-05	0	2.3874915e-05	0	0	1.21023e-06	7.744203e-06	4.619374e-06	0.0002019514631	7.389889e-06	0.000121821854	9.9097158e-05	5.95074e-06	7.480631e-06	0.00027252113	0.000155345374	0	6.136255e-05	1.41038e-06	0	6.57022e-06	2.62124e-06	2.68966e-06	8.33811e-06	0	0	8.10007e-07	0	2.96439e-05	0	7.2821e-05	0	0	8.7843794e-05	0.000122126	0.00031952694	0.00047046751	0	0.00035806	0.00014371	0	0	7.64355e-07	3.259476e-06	2.53967e-06	0	0	0	0	0	0	0	4.01241e-05	0	3.03927e-05	1.10596e-06	3.6059e-06	0	0	2.98611e-06	2.77216e-06	0	1.13292e-06	1.190638e-06	6.87853e-07	0	0	0	2.16285e-05	6.90776e-07	1.761457e-06	1.1482091e-05	0	2.1473163e-05	0	1.2560342e-05	7.77937e-06	0	9.40683e-06	0	3.852598e-05	6.386967e-05	0	8.61821e-07	2.3248e-07	8.53811e-07	0	0	5.74913e-07	2.55267e-05	0	0	0	5.33939e-05	2.30584e-06	7.88615e-06	1.27588e-06	0	0	0	0	0	0	3.49585e-05	6.96712e-06	0	0	0	0	0	0	0	0	2.967681e-05	8.9548693e-05	0.000182014551	0	3.021357e-05	1.550886e-06	3.701505e-05
PWY-2941: L-lysine biosynthesis II	f__Leuconostocaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04703e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.33683e-06	0	0	0	0	0	0	2.13401e-06	0	0	0	0	0	0	6.30066e-07	0	0	1.72955e-06	6.829493e-06	1.97313e-06	0	3.39257e-07	7.54821e-06	0	0	6.59129e-06	0	8.90211e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3476e-07	0	0	0	0	0	0	1.143359e-06	8.39812e-07	0	2.482413e-05	0	0	0	1.35967e-06	0	0	0	0	0	0	0	0	0	0	0	4.43977e-07	0	0	0	0	0	0	0	0	0	0	0	0	3.612e-07	0	0	0	1.66649e-06	0	0	0	0	0	1.3763383e-05	0	0	7.5527e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2941: L-lysine biosynthesis II	f__Morganellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.11456e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45562e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2941: L-lysine biosynthesis II	f__Peptostreptococcaceae	7.30963e-06	1.57696e-06	3.33446e-06	7.16562e-06	3.99297e-06	1.98024e-06	0	1.28701e-06	0	0	0	0	7.96783e-06	1.75555e-06	3.95375e-06	0	0	0	0	0	0	0	4.73363e-06	0	0	0	0	0	0	0	1.73577e-06	0	9.43357e-07	0	0	0	0	3.00155e-05	1.01113e-05	0	7.39934e-06	0	0	4.38407e-06	1.27516e-06	6.92787e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.25687e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	8.93657e-07	0	0	0	0	0	0	0	0	3.67341e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31152e-06	8.90483e-06	0	0	0	9.55879e-07	1.76704e-06	0	0	0	0	0	1.12335e-05	0	7.26944e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93243e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.20662e-06	0	0	0	4.61107e-06	1.25594e-06	6.6335e-07	0	0	1.77671e-06	2.61857e-06	0	0	0	1.58522e-06	2.87751e-06	5.95359e-06	1.7559e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31922e-07	0	0
PWY-2941: L-lysine biosynthesis II	f__Ruminococcaceae	3.01899e-06	0	3.39027e-06	1.32657e-06	2.4046e-06	0	2.18198e-06	3.39941e-06	0	0	0	0	2.04528e-05	2.25135e-05	7.46644e-06	0	0	0	0	0	0	0	5.23068e-06	0	0	0	0	5.57401e-06	5.98489e-06	4.33488e-06	0	0	1.56646e-06	3.17095e-06	4.0778e-06	0	0	0	0	0	0	3.58531e-06	0	0	0	0	0	0	0	0	1.29575e-06	0	0	2.13757e-06	0	6.71528e-06	0	0	0	0	0	1.13398e-06	0	0	0	3.1056e-06	0	0	0	0	0	0	0	0	0	0	0	1.09795e-06	0	0	0	0	0	0	0	0	5.25704e-07	0	0	0	0	0	0	0	0	0	1.19046e-05	0	6.51643e-06	8.51072e-07	1.12252e-05	8.13736e-06	6.28818e-06	0	0	0	0	0	8.77405e-06	5.6311e-06	2.45933e-06	4.74586e-06	3.61775e-06	3.03421e-06	0	0	1.94994e-06	0	1.57102e-06	0	0	9.62621e-07	0	4.25078e-06	0	0	0	0	0	0	0	2.88048e-06	0	0	0	0	0	9.0232e-06	0	0	0	0	0	0	0	0	0	0	0	3.63647e-06	0	0	0	5.57849e-06	3.58604e-06	0	2.06934e-06	0	0	0	3.01647e-06	0	5.87201e-06	0	0	0	0	0	0	0	2.65594e-06	0	0	0	0	0	0	0	0	0	1.16646e-05	2.19137e-06
PWY-2941: L-lysine biosynthesis II	f__Streptococcaceae	3.593804e-06	7.2195955e-05	2.54304e-06	1.778863e-05	1.080246e-05	1.232661e-06	4.5006627e-05	4.4473233e-05	2.2488888e-06	1.30464918e-05	5.29742e-06	8.008224e-06	1.557332e-06	4.32756e-07	1.2708726e-05	1.775937e-06	3.115409e-06	1.5648832e-05	2.481582e-05	3.26842573e-05	5.78773e-07	0.0003235016	0	0.0002117977086	0.00011044931	2.0846346e-05	4.5951058e-05	5.92123e-07	1.2582668e-05	0	2.0245e-05	1.322475e-05	1.706135e-05	4.10625e-06	1.84268e-06	0	0	2.468891e-06	9.7175e-07	7.87933e-08	8.35527e-07	0	3.40912e-07	2.75740888e-05	1.7186557e-05	3.843642e-06	0	2.6628128e-06	5.548749e-06	4.379927e-06	6.59157e-07	3.978584e-06	2.4452873e-05	9.791415e-06	1.846948e-05	9.314978e-06	2.2261998e-05	9.04869e-06	1.3980286e-05	2.936313e-05	3.476106e-06	4.34957e-07	2.9381913e-05	4.181088e-06	1.3668457e-05	8.66895e-07	2.471386e-06	5.864462e-06	1.97925e-06	3.909956e-06	2.465407e-06	8.359169e-06	3.64779e-07	4.512087e-06	1.211109e-05	4.267871e-05	0	1.27851e-06	6.268414e-06	3.52132e-07	1.425937e-05	1.2951529e-05	3.1426253e-05	3.86499684e-05	2.4640843e-05	1.889215e-05	0	3.752126e-06	1.2039408e-05	1.3435846e-05	0.000155840811	3.602149e-05	0	4.6222246e-05	1.4084203e-05	6.57212e-07	2.532289e-06	2.613903e-06	0	5.51046e-07	0	1.782579e-06	0	2.6338901e-05	0	7.0074e-07	8.31415e-07	4.45075e-07	0	1.206447e-05	0	0	0	0	0	0	2.3332498e-05	1.682034e-06	3.566363e-06	8.168929e-06	3.979079e-06	8.8696694e-06	1.9100371e-05	1.965933e-06	1.06562042e-05	9.921163e-06	1.890109e-05	4.114407e-06	0	4.057225e-06	0	1.347489e-05	1.2620691e-05	0	9.121563e-06	1.11753e-06	1.2391989e-05	4.1052528e-06	0	0	2.921103e-06	0	2.690899e-06	1.00141e-06	6.697058e-06	1.359942e-05	2.248511e-06	7.22113e-07	3.8531727e-05	9.810152e-06	3.497248e-06	8.581896e-06	4.28795499e-05	9.073824e-06	2.32469e-06	1.13841e-06	1.4613684e-05	6.10288e-07	6.78146e-06	2.97273e-06	1.84344e-05	0	0	0	0	6.12672e-06	1.700619e-06	5.456236e-06	2.753574e-06	3.446352e-06	5.76281e-06	0	1.20219e-06	0	0	4.96337e-06	2.68054e-07	4.8758233e-06	0	1.6344005e-05	3.87533e-06	1.351887e-05
PWY-2941: L-lysine biosynthesis II	f__Sutterellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.78416e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44764e-06	0	0	0	0	4.25103e-06	0	6.6324e-06	1.29983e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11763e-06	0	0	0	0	0	0	0	1.72131e-06	1.26077e-06	0	0	7.89766e-07	1.28809e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2941: L-lysine biosynthesis II	f__Synergistaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29202e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59055e-05	0	0	0	0	0	0	0	3.78945e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2941: L-lysine biosynthesis II	f__Tannerellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27809e-06	0	0	0	0	0	0	6.17216e-06	1.78641e-06	0	0	3.22157e-06	0	0	0	0	8.70036e-07	0	2.45246e-06	7.78525e-07	3.70092e-06	4.9004e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87436e-06	0	6.07142e-06	3.48701e-06	0	0	0	7.2255e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88406e-06	0	0	0	0	1.40868e-06	1.08343e-06	1.92479e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26882e-06	0	0	0	0	0	0	0	4.52906e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III	f__Actinomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.048e-06	0	1.627443e-06	0	0	0	1.21455e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29689e-07	3.07312e-07	6.62408e-07	5.97561e-07	0	0	0	0	0	0	0	0	0	0	0	0	1.46827e-06	0	1.002984e-06	0	0	8.27982e-07	2.870541e-06	1.580625e-06	2.233675e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30171e-07	0	0	0	0	0	0	0	0	0	0	3.783213e-06	5.09273e-07	0	9.27766e-07	0	9.57171e-07	1.829601e-07	0	0	0	0	0	0	0	0	1.34909e-07	3.78286e-07	0	0	0	0	0	0	0	0	5.00521e-07	0	2.60416e-07	2.182107e-07	0	0	0	0	0	1.302762e-06	0	0	6.66791e-08	7.85849e-07	0	0	0	0	0	3.70804e-07	0	2.3075e-07	7.91486e-07	1.49624e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.559086e-06	0	0	0	6.66074e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III	f__Aerococcaceae	0	0	0	0	0	0	0	0	0	0	0	6.45982e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III	f__Akkermansiaceae	7.44172e-05	0	6.02683e-05	6.04178e-06	0	1.44503e-05	3.12615e-05	5.45534e-05	0	0	0	0	0	0	0	6.4483e-05	0.000130676	0.000145655	0.000107787	6.28742e-07	0.000137513	0	0	0	0	0	0	0	0	0	1.37101e-05	1.75863e-05	2.32112e-05	0	0	0	0	0	4.36096e-05	4.07527e-05	0.000109486	8.01152e-05	8.62867e-05	1.45764e-05	0	1.96648e-06	0	1.35421e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.60673e-06	2.51474e-05	5.33826e-06	0	0	1.96578e-05	0	0	3.97439e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00187e-06	0	0	4.81687e-05	1.71054e-05	1.93318e-05	0	4.93328e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2114e-05	2.38485e-05	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III	f__Bacteroidaceae	0	0	1.1718785e-05	0	0	0	0	1.4764e-06	0	0	0	0	0	0	0	1.028986e-05	9.02222e-06	6.31374e-07	9.13586e-07	0	1.39448e-06	0	9.04236e-06	0	0	0	0	3.47688e-06	3.97987e-06	1.9747e-05	9.7075e-06	2.260777e-05	7.94597e-06	0.00010040158	3.157719e-05	0	0	0	5.17588e-07	0	3.40617e-06	2.08949e-06	5.36816e-06	7.43907e-06	3.47841e-06	0	0	0	0	0	0	4.06361e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08213e-05	1.1617596e-05	4.141878e-06	3.30955e-06	1.757399e-06	3.71662e-06	3.38606e-06	8.87403e-06	3.56428e-06	2.572596e-06	2.104e-06	0	3.95238e-06	1.0081848e-05	0	1.0059662e-05	1.961814e-05	7.59266e-06	2.93227e-06	1.108883e-05	2.3621933e-05	4.86324e-06	4.384161e-06	0	0	0	0	0	0	0	0	0	0	0	1.56421e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83176e-06	0	0	6.27608e-06	8.51327e-07	6.58251e-06	0	0	0	0	0	0	0	2.61005e-05	0	0	2.80333e-06	0	2.20192e-06	0	0	1.069657e-05	0	0	0	0	0	0	0	0	0	0	3.646816e-06	0	7.3455e-06	0	4.09524e-07	0	1.918315e-05	0	1.02029e-06	0	0	0	1.41261e-07	0	0	0	0	1.1149997e-05	1.283093e-05	9.576245e-06	2.2000972e-05	6.447283e-06	2.9530916e-05	9.868e-07	1.14897e-06	3.66714e-07	0	8.84786e-07	3.67337e-06	0	0	3.28838e-06	2.41813e-06	4.81195e-06
PWY-2942: L-lysine biosynthesis III	f__Barnesiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52827e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26164e-07	0	1.89554e-06	8.80838e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.25692e-07	1.08497e-06	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III	f__Bifidobacteriaceae	0	0	0	0	0	0	0	0	0	1.00679e-05	3.12157e-06	8.592e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26977e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40916e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III	f__Clostridiaceae	1.8881e-06	0	8.3251e-06	1.10044e-06	5.53298e-07	0	3.75214e-07	1.01437e-07	0	0	0	0	2.08743e-05	1.8968e-06	8.71398e-07	1.49629e-06	0	0	0	0	0	0	0	0	0	0	0	3.3091e-06	0	7.40359e-06	8.0248e-07	2.06781e-06	3.3441e-06	1.358664e-05	5.43276e-06	0	0	0	1.18109e-06	6.78728e-07	4.53773e-06	2.291423e-06	7.420771e-06	5.56224e-06	2.37116e-06	0	0	7.11913e-07	0	0	5.152697e-06	0	3.06384e-06	3.48703e-06	2.86487e-06	4.81059e-06	1.719404e-06	0	2.514765e-06	1.968871e-06	1.81496e-07	0	3.52335e-07	3.89767e-07	1.88671e-06	9.49604e-07	4.227441e-06	1.974413e-06	0	0	0	7.70447e-07	1.67345e-06	4.81592e-07	9.66339e-06	3.4419e-06	0	1.51871e-06	0	0	1.817312e-06	2.09879e-06	1.26422e-06	1.31988e-06	1.928679e-06	2.06679e-06	3.45303e-06	7.2533e-07	0	0	0	0	0	0	0	0	1.15485e-05	0	1.41335e-05	3.37032e-06	1.07447e-05	1.66142e-05	3.56704e-05	0	4.15959e-06	0	0	2.40604e-06	1.00523e-05	2.38151e-05	2.89871e-06	5.96501e-06	3.56854e-06	3.5253e-06	3.23091e-06	2.86494e-06	7.196879e-06	0	0	5.11287e-05	8.67436e-06	2.97163e-05	0	2.98849e-05	0	0	2.85959e-06	4.09475e-07	0	1.76438e-06	0	0	0	0	1.4902e-06	0	2.18916e-06	3.385732e-06	0	0	0	0	0	1.3923779e-05	3.988688e-06	0	0	0	1.04558e-06	3.66227e-06	1.15421e-05	7.829189e-06	2.42744e-06	1.32855e-06	7.75464e-06	1.81342e-06	5.45356e-06	0	4.6322816e-05	5.230265e-06	7.024568e-06	1.7270711e-05	8.71338e-06	5.633966e-06	2.8928e-06	1.3864822e-05	9.71098e-06	0	0	1.2807e-06	1.25463e-06	0	0	8.18979e-06	1.84465e-06	2.07668e-07	0	0	0	2.39483e-07	1.0440508e-06	4.01875e-07
PWY-2942: L-lysine biosynthesis III	f__Clostridiales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.93913e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.87887e-08	0	0	0	0	2.62772e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38977e-06	0	0	0	0	0	0	0	0	0	1.56855e-06	0	6.97047e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
