Pathway	Phylum	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
PWY-5100: pyruvate fermentation to acetate and lactate II	p__Fusobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17405e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25185e-07	0	1.12393e-06	0	2.196912e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16151e-06	9.64966e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II	p__Proteobacteria	1.7845e-06	0	0	0	0	0	7.8446256e-05	0	0	6.20136256e-05	2.52430307e-05	4.7217152e-05	4.797877e-06	9.03383e-07	1.5214e-06	0	6.92514e-06	3.9459522e-05	0	1.8672552e-05	8.30852e-06	0	0	0	0	0	0	0	0	0	2.232674e-06	2.24293e-06	8.77343e-06	0	0	0.000258408	4.3805e-05	1.57451e-06	3.08097e-05	7.75986e-05	1.17072e-05	6.38916e-05	2.18188e-05	2.02498e-06	6.959525e-05	0.00014508	1.544595e-06	1.02241e-05	2.1359746e-05	4.253703e-05	0	6.7581396e-05	0	0	8.566e-06	0	7.08185e-06	2.06486e-06	4.4862e-06	2.54146e-06	0	0	9.18832e-06	1.98374e-06	2.21416e-06	0	1.59084e-05	5.59037e-05	8.76189e-07	4.95001e-06	1.20046e-05	1.33418e-05	1.785925e-05	2.788745e-05	9.42213e-06	0	1.46528e-05	8.37131e-06	6.47109e-06	0	0	0	0	0	0	0	7.12719e-05	0	0.0002100762	0.0001481052	0	6.77957e-05	0	7.95627e-05	8.40201e-05	6.85178e-05	2.27369e-06	1.49158156e-05	2.960909e-05	5.79722814e-05	0	8.84563e-06	0	5.5981e-06	0	9.181747269e-05	0.0001106431486	2.01459e-06	0	4.453324e-06	0	0	0	0	0	3.49682e-06	0	0	0	3.03627e-06	1.09713e-05	1.8204304e-05	0.00010408227	0	0.000124729948	8.7522506e-05	1.01887e-05	3.25701e-06	4.84598038e-05	0	0.000127895	7.94365597e-05	5.13308077e-05	0.000195399	2.1499853e-05	9.69534e-05	1.5527235e-05	0	0.00031333719	9.37754917e-05	5.72141e-06	0.00015285429231	6.691158e-05	7.981831e-06	1.94171e-06	5.830103e-05	0.0001488547132	0.0001174221609	7.667113e-06	7.60143e-05	0	5.53771e-06	0	7.90600947e-05	8.22851e-06	1.1347619e-05	1.34092e-06	0.000280551301	7.7747031e-05	4.2815464e-05	5.9353e-06	7.747456e-05	1.298804e-05	2.564666e-05	2.344111e-05	0	0	2.85031e-06	1.5378e-06	1.19477e-06	0	8.09555e-06	2.553265e-06	9.35014e-06	0	8.87995e-06	1.2096219e-05	2.68474389e-05	5.620378e-06	2.1322804e-06	0	5.99771e-07
PWY-5103: L-isoleucine biosynthesis III	p__Actinobacteria	1.98422e-05	3.4324926e-05	2.7444702e-05	2.619966e-05	6.2311588e-05	8.69196e-06	8.223493e-06	5.794002e-05	2.980029e-06	0.00011606765131	0.0001913210862	0.00011555108835	8.7166563e-05	2.6233253e-05	1.0002238e-05	8.26612e-06	0.000167901112	0.0001749452341	2.2645482e-05	0.0004473547549	1.936497e-05	9.0578956e-05	0	2.11366e-06	3.342772e-06	0.00051946409	0.0004965421739	5.42151e-06	5.06197e-06	0	2.0593e-06	2.65039e-06	3.59346e-06	2.20084e-05	1.64776e-05	0	3.74944e-07	3.62056e-06	1.6521234e-05	2.1373906e-06	1.617523e-06	2.234326e-06	6.62204e-07	2.68097e-06	3.1041815e-05	1.543498e-06	3.70403e-05	0.0001215411304	0.000389041104	0.0004184319039	1.0478235e-05	0.0002141134089	3.416502e-05	1.6941997e-05	0.0003096543373	2.845359e-05	1.0189731e-05	0.000161547613	1.4108542e-05	5.930249e-06	9.31329e-06	0.0001310955296	4.2056576e-05	0.0001621168978	7.4704916e-06	0.0001076034221	5.66235934e-05	0.00011633374004	0.0003452685076	0.0001975839958	3.504602e-06	0.000129396925	4.26863e-07	0	8.5594538e-05	6.9788385e-05	1.330935e-05	1.097345e-05	1.18556e-05	5.76108e-07	3.23401268e-05	8.6144662e-06	1.378996e-05	2.5500834e-05	2.47539303e-05	2.22357537e-05	2.12248719e-05	5.36926302e-05	2.906582e-05	4.17517e-06	2.388303e-05	1.525183e-05	0	1.292384e-05	2.2731958e-05	4.89475e-06	1.334837e-05	9.0591e-07	2.91352e-05	8.3329897e-06	2.258813e-05	0.000115208736	3.68887e-05	1.0055676e-05	2.027369e-05	0.000113842527	8.22832422e-05	8.69466e-05	8.10645e-05	8.6378e-06	0.0001486767	1.55686e-05	8.3799e-06	2.364981e-05	0	1.5556053e-05	1.3877649e-05	1.69094e-05	1.3851991e-05	6.183274e-06	6.209118e-06	1.411081e-05	7.6483191e-05	2.3456276e-05	5.4706678e-05	0.0001352731151	0.0002945422189	5.2708e-06	0	0.000167050978	4.21068e-07	5.222163e-05	2.2130783e-05	1.641927e-06	5.28747781e-05	6.324167e-06	6.44857478e-05	1.71339789e-05	0	0	0.0007250722008	0	0.0003089305331	2.20447e-05	4.91029e-06	0.0003396558105	6.6342e-07	0	0.000171330386	8.521954e-06	0.0001354140616	1.9706525e-05	4.187435e-06	1.3493249e-05	1.130476e-05	1.897849e-05	5.896347e-06	0	0	0	0.000173786982	0	0	1.30351e-06	0	1.696027e-05	2.86249354e-05	1.081256e-05	4.543602e-05	0.0001084148627	1.570752e-05	0.000575246009	0.000583063104	1.6985257e-05	2.563887e-05	0.0003007511998	0.0001690825929	0.00015808519	0.0003667523091	0.0001408761524	6.75619737e-05	0.0001605877105
PWY-5103: L-isoleucine biosynthesis III	p__Ascomycota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88808e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III	p__Bacteroidetes	0	0	1.4169867e-05	0	5.6978e-07	1.60217e-06	0	2.575464e-06	0	0	0	0	0	0	0	2.8570583e-05	2.9725061e-05	2.0095199e-06	1.873329e-06	0	1.596046e-06	0	3.4502679e-05	0	0	0	0	2.359255e-05	1.7074013e-05	4.414979e-05	1.9329836e-05	3.8105874e-05	1.5358576e-05	0.000134114188	6.83938059e-05	0	0	0	3.999521e-06	2.87242e-07	1.3310326e-05	4.1782481e-06	2.2551359e-05	2.555996e-05	5.269432e-06	1.594947e-07	0	1.042009e-06	0	0	4.84853093e-05	2.90636e-07	1.049739e-05	2.0223672e-05	0	1.0087279e-05	1.933923e-06	0	1.494547e-05	3.88291e-07	0	3.959106e-06	3.56498e-06	0	2.064227e-06	2.99779e-05	1.4583447e-05	7.661329e-06	4.946447e-06	7.321956e-06	0.0001605396723	1.688206e-05	9.4382864e-05	7.5644672e-05	3.250072e-06	2.57853e-06	0	8.045889e-06	1.411736e-05	0	3.00832514e-05	4.76261134e-05	1.6785734e-05	9.316178e-06	2.98847352e-05	5.3435402e-05	1.01905868e-05	2.1040869e-05	0	0	0	0	0	0	0	0	8.37521e-06	0	1.088219e-05	2.2217253e-05	3.7912e-05	5.70191e-06	6.36261e-05	0	2.820116e-06	0	0	3.8986e-06	7.40349e-05	0	0	6.1981e-06	1.453315e-05	3.255711e-06	2.3760873e-05	1.036225e-05	1.868899e-05	1.80251e-06	1.123e-06	1.803523e-05	6.862099e-06	3.4370794e-05	0	0	0	0	0	1.90779e-05	0	8.828075e-05	0	0	1.3716621e-05	0	1.6901571e-05	0	0	5.50919973e-05	0	0	0	0	0	1.3872961e-05	1.7557889e-05	0	0	0	3.93634502e-05	0	5.9589908e-05	8.4122734e-05	5.275481e-06	0	8.2628177e-05	4.6482959e-05	6.3493494e-06	0	0	0	1.015239e-06	0	0	0	0	3.810104e-05	2.643238e-05	1.43397194e-05	4.0766112e-05	7.473421e-06	2.8219837e-05	2.208898e-06	2.052864e-06	1.3131483e-06	6.49633e-07	2.3634406e-06	8.995157e-06	0	0	1.3207888e-05	7.4869764e-05	5.240421e-05
PWY-5103: L-isoleucine biosynthesis III	p__Candidatus_Melainabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73868e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III	p__Euryarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4803e-06	5.16105e-06	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III	p__Firmicutes	7.60047052e-05	0.000203165838	6.77767837e-05	9.42261367e-05	0.0001170927914	0.0005286013315	0.0001184611896	0.000145319111	2.42011474e-05	9.68004367e-05	0.000121878796	0.0001591636282	0.0002406570392	0.000172788438	0.000168526085	0.000191323122	3.3056529e-05	4.84004409e-05	0.0001793008429	0.0001036952983	0.0001693381073	0.00042025065	0.00017108439	8.44137352e-05	0.000249803968	9.35600339e-05	0.000104726693	0.000271347297	0.000209673145	0.000177196557	0.0002102352877	0.0002008423524	0.000229405337	5.1376694e-05	5.6181736e-05	2.88152e-07	8.0691012e-05	2.0399916e-05	0.0001094898746	3.15516239e-05	0.000145747973	7.54193992e-05	3.9613716e-05	0.0001833802555	0.0003101446238	2.6083272e-05	0.00022417888	0.000144684797	4.93435885e-05	2.15527792e-05	0.000136565878	1.18657629e-05	0.000277143027	9.7450714e-05	6.35444214e-05	0.0001150857027	0.0001041152763	0.0003236797032	9.08359372e-05	0.0001248893338	0.00013259127825	7.93807741e-05	0.000116175751	0.0001377534188	0.00012946777	9.8633324e-05	9.3933252e-05	1.8722787e-05	4.8373116e-05	5.57611039e-05	5.79830451e-05	4.46405707e-05	6.94419112e-05	9.75087591e-05	0.000104429382	0.000195295202	4.3252108e-05	8.7672846e-05	0.0001164050477	5.426482e-06	0.000128373751	0.0001384958771	0.0001814970697	0.000215670383	0.0001306585575	0.0001016940954	3.3051939e-05	0.0001627255854	6.0911832e-05	7.60413599e-05	0.0002005913311	0.000214753223	0	0.000165074701	0.000252332493	5.68407401e-05	0.00021705993	1.3143181e-05	7.9211036e-05	7.50960009e-05	0.0001384742898	0.0001943642648	0.0001946896748	0.0002598999863	0.0001992083552	6.0137143e-06	6.6985158e-06	0.0003868718987	0.000124032711	0.000284929073	0.000165962294	0.000147656837	0.0001603078643	0.000128869595	0	0.0001234505402	0.0001695021759	0.000155472819	0.000159274627	0.000141698723	0.0002110297471	7.4056327e-05	6.25760611e-05	0.0002564678521	3.81642337e-05	4.72646827e-05	7.01771724e-05	0.000191944233	0.000420953586	9.9451882e-05	1.094969e-06	6.54004438e-05	0.000132898475	1.084526e-06	0.0001683546197	4.6592941e-05	0.000173668479	0.0001238573127	2.66246481e-05	0.000201161385	1.310262e-05	8.58663231e-05	1.2497503e-05	5.8913588e-05	0.000194832815	4.06528063e-05	4.44662639e-05	0.000129350361	0.0001179198987	9.05008224e-05	5.715896e-05	8.0009172e-05	0.0002114359403	9.9273169e-05	7.46624469e-05	7.85669657e-05	0.0001524030362	9.352309e-06	6.751541e-05	0.000130979645	0.0001998035599	0.000121538941	0.000249728999	0.000175109113	0.000287371575	9.2487047e-05	0.0001545752253	0.000122198386	0.000110621633	8.5746433e-05	0.000148660438	4.714507e-05	4.307165e-05	0.00012072177	0.000177282965	4.414421e-05	5.5867395e-05	7.9255026e-05	0.0001219877872	8.72068672e-05	0.0001114842	4.64737047e-05
PWY-5103: L-isoleucine biosynthesis III	p__Fusobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89214e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III	p__Proteobacteria	4.150952e-05	3.82685e-06	3.96549e-06	0	0	0	0.000131123859	0	0.000310510882	0.000168517576	0.000106967807	0.00016114322662	2.563247e-05	3.2716e-06	1.248607e-05	7.45907e-07	2.0696574e-05	8.1042806e-05	0	4.32359911e-05	3.451882e-05	5.698054e-05	5.64003e-07	0	0	0	0	0	0	0	9.709437e-06	8.32143e-06	2.7133622e-05	0	0	0.000401559731	7.77023e-05	6.35286e-06	0.0001161698	0.000238267498	4.73954e-05	0.00016515529	4.41612e-05	4.43691e-06	0.00011628941	0.000401572	1.0865892e-05	4.548403e-05	8.597592e-05	7.43245258e-05	1.554974e-06	0.000183212481	7.2065075e-06	3.76077e-06	1.64842e-05	2.04696e-06	2.9184807e-05	6.6589279e-06	1.908481e-05	1.5569993e-05	0	0	3.8987364e-05	8.09427e-06	1.03462e-05	5.95576e-06	7.4917248e-05	0.0002178987508	5.39271e-06	1.98732096e-05	2.63944e-05	5.97168221e-05	5.14482e-05	7.78375e-05	3.8313769e-05	1.76241e-06	4.14827e-05	2.304577e-05	1.0095302e-05	8.32149497e-05	0	0	4.42304e-07	0	7.391744e-07	5.69936e-06	0.0002511030181	0	0.000300061747	0.000323609563	0	0.00014673436	0	0.000170051807	0.0001386522573	0.00010572951	6.69777e-06	3.8550498e-05	3.6135017e-05	0.0002310406063	1.345031e-06	2.73062e-05	0	8.73955e-06	8.66785e-06	0.000373655954	0.0003484754822	1.52118e-05	0	1.131967e-05	0	0	0	0	0	1.5479347e-05	0	0	0	3.08561e-06	1.19066e-05	2.50136737e-05	0.0002236079265	0	0.0003783741398	0.0003049339577	2.25228e-05	2.36845e-05	9.9333661e-05	0	0.000341956	0.000277001968	8.51782447e-05	0.000557337	5.2828995e-05	0.000276503	4.8805822e-05	0	0.0003101814036	0.0001666575377	1.01258e-05	0.0002268134662	0.0001875154193	3.07323e-05	6.7566e-06	0.0001623454429	0.0002302084623	0.0001945194086	2.63449173e-05	0.000293354	5.99772e-07	2.5880017e-05	5.19634e-06	0.0001722284095	2.887738e-05	3.79923e-05	6.45713e-06	0.0002819660781	0.000119063902	8.21459756e-05	1.78467e-05	0.0001442337787	2.0888883e-05	4.214461e-05	5.4720952e-05	7.55503e-06	0	1.04441257e-05	9.703786e-06	1.3150149e-05	4.00908e-06	4.1677632e-05	2.2660632e-05	6.5529425e-05	5.90486e-07	3.2353722e-05	3.8368956e-05	8.89715645e-05	4.09682969e-05	1.4407425e-05	2.51371e-06	2.931853e-06
PWY-5103: L-isoleucine biosynthesis III	p__Verrucomicrobia	0.000108882	7.80936e-07	8.49765e-05	9.41882e-06	0	2.10761e-05	4.30925e-05	7.73664e-05	0	0	0	0	0	0	7.97969e-06	6.21608e-05	0.000124088	0.000138159	0.000107437	7.39345e-07	0.000130722	0	0	0	0	0	0	0	0	0	1.27552e-05	1.80283e-05	2.22814e-05	0	0	0	0	0	4.20793e-05	3.92262e-05	0.00010561	6.58921e-05	8.27656e-05	1.46412e-05	0	1.87285e-06	0	1.32555e-05	0	0	0	0	0	0	7.41607e-07	0	0	0	0	0	0	0	0	0	0	0	7.79905e-06	2.71656e-05	4.73875e-06	0	0	2.09059e-05	0	0	3.58447e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16488e-06	0	0	4.36197e-05	1.40263e-05	1.96329e-05	0	6.7592e-05	0	0	0	0	0	0	0	1.5352e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4651e-05	2.55335e-05	0	0	0	0	0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	p__Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68391e-07	0	8.60904e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09879e-06	0	4.46247e-07	8.89912e-07	0	4.70871e-06	1.30392e-06	0	0	0	1.47843e-06	0	0	0	0	0	8.54823e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.88369e-06	2.089213e-06	1.641104e-06	1.17722e-06	5.23294e-06	8.3255e-06	0	2.23912e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.34186e-06	0	0	0	2.06489e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87463e-06	0	0	6.94965e-07	0	0	0	0	0	0	0	0	0	6.33734e-07	0	0	0	0	0	0	0	0	0	0	0	0	9.2375e-07	1.27959e-06	0	0	0	0	6.75471e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	6.15266e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	p__Bacteroidetes	0	0	4.05637e-05	0	9.34605e-07	1.28264e-06	4.69937e-07	3.09561e-06	0	0	0	0	0	0	0	1.22953e-05	1.29157e-05	7.74776e-07	0	0	1.0281e-06	5.88719e-06	9.83023e-06	0	0	6.80768e-06	5.85079e-06	2.06925e-06	0	8.62513e-06	1.86503e-05	2.78315e-05	1.30974e-05	5.53512e-05	8.98126e-05	0	0	0	0	0	2.60433875e-05	1.24739e-06	3.27822e-05	1.64351e-05	9.90268e-07	0	0	1.02547e-06	0	0	6.5885267e-05	2.58217e-07	1.57882e-05	4.65487e-05	0	1.18567e-05	5.06982e-06	0	1.9505e-05	0	0	2.90719e-06	5.94885e-06	0	6.95514e-06	0	6.06473e-06	1.33077e-05	2.17827e-06	1.52686e-05	2.5478e-06	1.32126e-05	6.48679e-06	5.43361e-06	3.27734e-06	7.88052e-07	0	2.82625e-06	0	0	2.33202e-06	5.457154e-06	9.68345e-07	6.96053e-07	1.824183e-06	4.92999e-06	9.53315e-06	7.32746e-07	0	0	0	0	0	0	0	0	2.88649e-05	0	1.16042e-05	1.09325e-05	4.52288e-05	4.55666e-06	3.99006e-05	0	3.18233e-06	0	0	0	5.37317e-05	0	0	4.14627e-06	5.66253e-06	2.37951e-06	2.80637e-06	6.25749e-06	4.75798e-06	0	1.71873e-06	1.00928e-05	3.53952e-06	1.66021e-05	0	3.8949e-06	0	0	0	1.04666e-05	0	1.43444e-06	2.13273e-06	4.18017e-06	3.13144e-06	0	2.40255e-06	0	0	2.69521e-05	0	0	0	0	0	5.87278e-05	1.03021e-05	0	0	0	3.35577e-05	2.34781e-05	1.70536e-05	2.02668e-05	9.8592e-06	2.79786e-05	3.4441e-05	8.81195e-06	2.28533e-06	0	0	0	0	0	0	0	0	7.39231e-06	2.78409e-06	0	7.67247e-06	0	6.70757e-06	0	0	0	0	1.11186e-06	6.51058e-06	5.47494e-07	1.09602e-06	5.12252e-06	7.65161e-06	3.08877e-05
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	p__Firmicutes	0	3.450584e-06	7.7373e-07	1.189832e-06	3.908962e-06	0	0	0	0	8.6397e-06	4.40181e-06	0	5.74623e-06	0	0	0	8.07832e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.60828e-07	0	0	0	0	0	0	6.92884e-07	0	1.29802e-05	5.36598e-06	0	4.23136e-06	0	0	0	0	0	6.887e-06	0	0	0	0	0	0	0	0	5.4825e-06	0	2.249966e-06	7.77281e-06	0	0	0	1.492911e-06	0	0	0	0	7.09851e-06	5.06996e-06	4.23506e-06	1.85959e-06	0	3.88905e-06	0	0	8.12191e-07	0	0	0	0	3.4947e-05	0	3.64891e-06	0	0	0	0	0	0	5.44728e-07	0	4.03947e-07	0	0	3.99477e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37462e-05	0	0	6.05955e-06	0	1.78089e-06	0	1.74631e-06	0	1.639032e-06	0	0	0	0	0	0	0	0	1.2515964e-05	4.62352e-06	0	3.37044e-06	0	0	0	5.84348e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37564e-05	7.340408e-07	0	0	0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	p__Proteobacteria	0	0	0	0	0	0	1.335546e-05	0	0	1.16010413e-05	1.1422212e-05	2.3727634e-05	3.586632e-06	0	1.09077e-06	0	0	1.047567e-05	0	8.342976e-06	4.16674e-06	3.66257e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015493	3.56296e-05	1.4323e-06	2.07513e-05	2.20054e-05	7.45261e-06	4.77072e-05	1.2115e-05	3.13182e-06	3.626185e-05	0.000107386	0	5.79714e-06	9.50769e-06	1.6505674e-05	0	2.9277018e-05	0	0	7.87948e-06	0	4.4627e-06	1.75915e-06	0	0	0	0	5.38439e-06	2.29611e-06	0	0	1.21711e-05	3.14313e-05	0	2.34413e-06	6.2024e-06	8.0789e-06	5.68534e-06	1.510353e-05	0	0	9.0019e-06	3.79705e-06	0	6.29413e-05	0	0	0	0	0	0	4.03557e-05	0	1.74102e-05	0.000115905	0	5.85283e-05	0	5.35267e-05	3.68975e-05	0	9.29335e-07	2.15745e-06	9.66272e-06	1.7916993e-05	0	6.4064e-06	0	1.11049e-06	0	4.06142e-05	5.2176e-05	2.91876e-06	0	4.81322e-06	0	0	0	0	0	0	0	0	0	0	0	6.28284e-06	5.459381e-05	0	4.48947815e-05	3.66163182e-05	5.66141e-06	2.36057e-06	3.470796e-05	0	0	2.5580592e-05	1.789186e-05	0	1.094368e-05	2.41896e-06	8.03115e-06	0	0	7.41529e-05	0	0.0001026858	4.758808e-05	0	0	3.763294e-05	0.000101669	0.0001090164	4.655549e-06	4.18677e-05	0	0	0	3.36398e-05	0	0	0	0	2.59519e-05	2.63541e-05	5.25247e-06	4.70989e-05	5.0258e-06	1.3273e-05	1.38565e-05	0	0	0	2.198324e-06	5.10897e-06	0	1.250611e-06	1.705602e-06	1.18831e-05	0	3.72661e-06	7.77707e-06	1.02893e-05	6.30112e-06	9.35462e-07	0	0
