Pathway	Phylum	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	p__Actinobacteria	0	0	0	0	0	0	14.5283769269	0	13.3944970394	81.7643553722	8.7261433208	34.1571842185	6.4146954905	0	11.8037710706	0	0	0	0	41.5525314307	0	8.0948103656	0	0	54.9873071324	35.147249193	44.0491699753	0	0	0	7.7203923664	0	6.1849374526	0	0	0	8.5605922322	44.3115694962	14.4147975015	6.6481876124	10.5426377535	0	0	0	10.029468594	25.1251521263	0	26.0831001445	31.5533577172	50.9148602086	22.6759735143	12.5954912675	77.6189247463	42.0221840661	138.1100029893	39.6619239829	51.6629068431	74.3447789572	84.3619217054	33.0433413028	143.2499857207	28.8824452408	212.4263792309	19.8743914283	49.9903500978	0	0	0	0	0	0	0	0	0	0	25.4383993769	0	0	0	34.1373893846	8.9405346007	11.7553079227	51.9711663355	45.8936775196	6.358005513	16.4881897704	0	13.560841521	393.141833167	148.3924284745	80.4927103519	258.1619287765	0	216.9753517382	364.816776695	0	0	0	0	17.1280153253	21.4749474493	15.5284291936	0	72.1404990921	13.70615249	0	11.4185278543	0	0	15.5073541081	0	0	0	52.6862055143	0	32.0246320609	11.2590860344	0	18.5365577138	25.7218245631	6.2411939195	0	86.6027354929	28.9339161283	48.0160996702	22.6491845246	93.6931191953	0	0	0	9.6736782829	0	57.4823938213	30.2726558805	72.4732078707	206.8507881459	59.79144085	9.4192114886	0	7.2149590568	9.1338655896	11.3123205209	5.2107224301	0	24.3138897401	47.2681299548	22.3807348947	12.6186507724	11.8448538067	0	5.1657430975	21.4268570806	46.9317224863	12.0228767697	0	0	17.5140407835	0	0	0	0	0	0	0	0	53.7171818986	7.6833977599	0	0	0	0	0	0	5.5707855443	4.8558938449	10.950524523	0	5.9401071672	0	12.5172501477	0	0
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	p__Ascomycota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.0300874592	0	29.5963884618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1524424309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	p__Firmicutes	0	215.1425195511	60.2684256445	55.3591309164	243.4408319295	0	26.8923844089	2.8150448463	0	276.4575474403	94.2172230539	5.8959152712	111.898070335	0	5.7137213197	15.5033793964	34.1475752282	29.3591813271	0	0	0	0	58.494357864	39.259679473	0	19.6411101426	9.8931467916	72.4598664058	84.2700018585	41.6584089194	142.7747351665	26.1804021865	18.0457122766	0	0	0	1342.2336791889	22.7990713405	51.7817892638	0	29.9082448026	0	0	71.3633533919	0	28.1837492753	0	38.5561431561	0	0	21.134745715	0	194.6690392878	105.6520878525	37.259994397	76.5187802447	0	164.4070771714	7.0713541832	0	0	166.6096651757	0	72.0745639073	12.1478845537	148.5384743107	0	0	0	0	304.4001415079	0	121.3789279517	370.9974760126	0	0	15.4831217316	50.2318145179	0	86.3818659662	7.401285036	13.4131911838	0	0	0	26.5018137945	0	0	10.9516219023	19.1200988388	22.4815134678	32.7929428539	0	6.2988939741	76.0464297573	720.0830206581	68.2701377039	113.3163554822	0	0	0	0	0	9.2195174923	27.9641303494	0	15.8737096104	0	0	138.1123945503	0	0	0	0	0	0	159.2391724048	0	0	0	0	90.503800868	11.2697515062	8.1863897957	9.6880473892	0	34.2788294714	0	412.2546924469	131.1385904979	0	4.7147108716	139.9344458458	0	34.0740927785	0	34.170128697	25.7457258651	406.0916522984	6.6885728963	0	8.9807437304	0	0	0	46.8579767812	39.7388495847	726.5911488005	219.6692621046	0	20.4005244728	6.9725466358	0	0	17.4877358068	2.5683796682	0	106.0258836811	0	0	0	0	0	0	0	5.7777720535	0	0	0	0	0	0	0	0	0	0	0	213.3783421476	14.9716620007	0	0	7.514472265
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	p__Proteobacteria	273.6728163024	49.450690459	43.3953050992	0	0	0	1202.3107106589	0	4631.8584213071	1263.1844519606	549.6670549485	760.3990094298	196.4427620611	19.1992866116	68.0054914015	5.4283008303	112.6938626572	675.5591253074	0	277.5797069549	187.0171416331	826.2812870458	0	0	0	0	0	0	0	0	44.1880340311	25.7978172399	222.3702606246	0	0	5061.5027035767	558.5832740625	7.5284293696	1104.4250346844	1430.3480870221	361.1722121487	1869.8730509165	212.7240605427	66.4412018159	1296.3919439049	6974.4407862704	39.1383326984	292.1378766091	403.124796515	646.7180880017	5.3631055283	1858.7422556712	0	0	191.1897586509	0	165.6935713008	53.276991376	208.2840105678	99.4971295068	0	0	345.2169440125	102.9280123995	67.4899811337	24.1041797842	472.6474598039	1867.2906583195	34.8147419958	129.9060759545	192.0917046202	465.5725046186	254.3856661065	489.0313975911	262.0078799493	0	228.3990617465	275.4378634124	62.113113321	1034.2131565261	0	0	0	0	13.1275594192	39.0207039945	3059.503664894	0	2795.4694867329	2494.5282023431	0	738.1098886677	0	883.7774996784	1025.7371755539	889.3032314817	31.7458890309	263.1711329701	225.172472742	1747.3890308842	0	132.0040002935	0	46.424110234	18.2120636436	3308.9839342853	4785.2944214872	69.6481157162	0	67.1373854185	0	0	0	0	0	76.6697064938	0	7.093069428	0	0	0	152.1155168838	2927.8358351831	0	4039.4902567258	3738.7216875479	131.4611801974	72.4909418915	1082.0535638549	0	4741.0398204171	2196.3386145897	921.690213609	5646.8648732695	390.4287976025	2793.236015399	274.4023264934	0	1627.1990448778	1652.2083664172	77.0414816533	2584.1026502993	1619.2796277837	162.5346518486	29.4734045199	1701.9227363154	2796.825972507	2731.2939754061	176.8282370101	3222.6050521589	0	178.3426825025	12.5905202651	1605.8282123898	125.360667531	242.3279629336	22.1333809445	1948.9470468455	846.8899911211	461.6004786829	140.3533947446	909.4334824122	89.9160592276	275.0769620822	351.6804788102	37.7160703539	0	60.0258109702	38.6705453614	132.3923356938	19.6828252454	313.8706328983	113.6972210661	422.9627533801	0	334.1988808874	251.1155742174	581.7226641796	437.1822137579	84.2577732181	0	27.2472365499
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	p__Firmicutes	0	199.6379857387	56.4674624465	52.7752760352	231.9395056282	0	21.2909354272	0	0	194.7987085293	79.705934159	0	115.4954113056	0	3.1343936946	38.018173764	46.1491423767	25.3322589036	78.90499375	0	59.3646686571	0	110.76238941	38.8327800646	0	20.6231208737	6.184382173	114.6168397723	89.5487400091	41.4004357223	159.5840977293	36.0947144775	20.9725172385	0	26.4717963227	0	468.6632135244	1.1473149374	55.3789159546	20.0896997701	25.1593224152	0	0	71.2649973965	0	37.359755334	0	0	0	0	17.5909578766	0	182.1016186528	110.2866137195	39.8606835261	90.7169262379	45.4213850983	46.5175860034	46.4226548265	54.9663042881	229.3265235309	194.4726105083	30.4875394546	0	25.5110401163	10.7890414105	0	0	19.3846253536	0	222.1336589487	0	35.582769019	376.0009270715	0	22.6528910775	15.01849447	50.5468995157	0	48.133592701	0.664068657	9.4443372641	3.2010363872	0	0	18.2952156329	10.2397029812	0	7.1456315254	13.0122234182	26.6487276915	37.2489627393	0	5.8617928256	66.2630864484	846.0590274869	58.2694589535	128.7058507205	0	8.2287351221	0	0	0	9.16156843	30.4982169733	0	17.8948747273	0	0	142.611155511	0	0	0	0	0	0	173.6773811582	9.2539240683	0	7.043045613	0	115.2219330926	12.6486760609	11.4478888281	12.0474058155	0	35.6402159325	0	435.6326673886	124.3769102113	0	4.5831056	187.9477668923	0	39.5404946911	10.2481510235	33.8974895635	56.6877232201	387.7309426529	0	0	5.6144048312	0	14.1146969322	0	37.2251400266	12.5964548507	816.5940144152	148.7284378909	0	128.2564546664	16.1302168063	42.1434475325	0	19.48263519	6.0763248193	23.948783549	100.4800540742	0	0	40.2684451131	0	0	0	0	2.1965775834	0	0	0	0	0	12.0577043868	11.0534866846	0	17.0609403106	0	0	200.7767311264	29.9548983253	0	0	1.6177022674
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	p__Proteobacteria	320.2333052357	58.7706876438	144.62684641	18.2073352458	17.4382423849	0	1534.0552942201	0	4577.9621278424	1348.4860340866	597.0086508879	1045.2372488122	210.3399979012	26.8930157627	109.0319237263	6.6451315528	194.3230150504	860.4058128299	0	326.1944067507	205.8545563531	606.4181214609	0	0	0	0	0	0	0	0	42.8165632021	22.5895869919	218.9913414462	45.5403044396	27.8735670907	7678.5118516565	1083.9418121714	42.4020453545	1198.0432830977	1675.1535266358	392.3107930748	2128.8080844127	248.9141173267	77.9323918381	1753.7998843805	8593.9734182977	54.1228370562	323.0680686163	622.6323628625	893.3796011538	174.6554023206	2286.0226473419	62.7804487734	0	284.2596927826	0	181.1598483329	55.2629969063	233.9881244597	105.7175909385	0	0	390.804030288	119.8589538825	76.5020429622	40.2974304577	514.9900477437	2032.3955076383	42.140762642	139.8077254782	310.705503169	507.761168959	451.0188394674	648.0243817844	277.9014528593	5.5840763409	245.7702256435	302.3595870054	68.4407980519	1330.5862240792	7.0740173524	33.8055961243	0	18.397999476	29.9389707509	58.7011606447	3292.1516985671	0	2572.0136591083	2540.9825090394	0	750.8874890767	0	880.9072157844	1032.6944339611	1493.4283038995	35.6170705457	294.1058810718	304.7387491243	1892.4001062607	0	240.3434509685	0	53.3199241245	28.0235253229	3996.6465942117	5359.8396578082	93.3942397612	42.4770305669	70.7997688769	0	0	0	0	0	102.6861967137	0	10.58619503	0	0	0	258.0406976867	3283.6629601815	0	4135.988732651	3867.9331881516	176.3738062549	77.3919038853	1387.6587361986	7.9256593838	6832.5747871108	2274.0203025885	828.850143969	8105.9076748324	599.9086016675	4121.1559600145	372.3429959488	60.2085698134	4077.4791554885	2100.3137565438	87.0647136616	3102.1595924197	1813.8183126602	326.3822165694	36.470472876	2007.8460681635	3651.3397316229	3095.7689338467	226.8476818683	3169.4715035711	0	272.9749039863	35.9618407269	2851.7849720552	278.293240398	311.9012114864	56.688550064	4417.1219507109	1334.9225327047	772.8653114506	200.3450934842	1472.4245043998	188.7646227407	405.8052653236	390.0301631032	81.9815016459	0	56.979061719	45.3531930485	126.4198178891	26.4988956201	277.6827192501	98.0072490988	417.9629852719	0	362.94738035	359.4815254683	749.6877374928	459.5606124899	108.4014227388	0	27.1426527864
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	p__Proteobacteria	174.2789967168	0	0	0	0	0	1500.6168604877	0	0	841.6770763657	611.2886576821	664.705200314	159.4178680638	0	23.1325901899	0	148.2493088416	715.3849745571	0	300.0145846961	166.4747217306	0	0	0	0	0	0	0	0	0	0	0	62.3142933065	0	0	0	0	0	1111.1279275762	1983.6141381132	341.0522172456	1701.9653688948	193.4771190299	50.2492869461	152.0068733866	6683.6136184581	32.3875902865	313.0188010653	456.8311210548	257.6187184	0	1503.4571353296	0	0	0	0	178.9203095952	35.7737122025	203.286671266	84.1799752101	0	0	305.0713817356	79.700529148	42.1501323236	18.5114333163	431.4713634727	1914.1630567549	35.5040181686	147.4677768369	83.5032246192	465.1084397665	262.5761834787	336.5422784191	210.0370699565	0	268.6763922566	332.9565953029	0	0	0	0	0	0	0	17.1129542977	3070.9786536606	0	0	0	0	0	0	0	0	0	0	0	0	2398.976069566	0	92.8593216395	0	0	36.7909651484	3939.9796766725	3631.2999245438	0	0	0	0	0	0	0	0	78.1924604798	0	0	0	0	0	0	1460.0596302983	0	3345.3178548374	2646.9947437348	0	96.6581917436	0	0	0	1731.5963826248	327.666801315	0	106.8436977534	0	136.6806838073	0	0	0	0	0	528.3469077708	0	40.6959589323	1187.7904403316	0	0	93.5022040665	2413.9783562134	0	0	14.4971558755	1978.5731121518	115.7235447267	0	26.5548454261	31.5141091755	953.57555864	516.5590254797	126.3274431476	1031.7910152729	112.6430721048	264.0250352201	207.5073786745	0	0	0	0	21.3755042029	0	187.5464766898	85.7388202193	263.5848589692	0	223.360802152	230.0168855166	484.3035034346	112.2345110342	37.5719980076	0	20.8321168717
HISDEG-PWY: L-histidine degradation I	p__Bacteroidetes	0	0	448.047081294	0	8.400258831	28.6469860693	13.1903760993	53.6626136484	0	0	0	0	0	0	0	366.0357922542	461.2499619605	26.4090398469	11.2968756322	0	34.4667943793	122.3721010315	368.293284102	0	0	94.0090426329	62.7054770359	156.7169082167	107.4100602952	534.3607605336	432.1017654799	768.935198923	378.9903051375	2228.2431647031	1440.8425879352	0	0	0	80.1219695804	6.6046149786	413.7932348831	158.8476316866	377.7685641571	357.3363342605	115.5642714937	3.2245114327	8.1425947513	23.9854319062	0	0	1652.3794814969	5.7560756843	261.2652176748	876.3070581057	0	509.1109547236	65.3328095784	0	682.7511055692	9.8444671468	0	157.4158696084	180.0521867809	0	149.0711373453	259.9383898729	278.268081332	326.928531987	96.3927512075	298.9131040993	217.1486708892	573.3269383013	584.8659109496	315.8390427413	86.1781968096	28.3310778414	0	129.8136564279	266.5464429151	0	1043.2447592291	1163.6515861325	533.6598234262	207.3080481965	796.5230692242	1465.9391461896	501.0047199445	405.7361527344	0	0	0	0	0	0	0	0	385.4392747649	0	269.0017345479	724.5853536136	638.1137543148	133.1924465043	1246.7691905938	0	33.2179235568	0	0	30.2909143348	1117.1308285304	0	0	69.7760091564	132.8293531152	33.7735401367	441.0750642351	75.5142420456	561.5408453352	10.307072483	13.1775792982	449.1893425269	141.2701983351	1350.7682551898	0	27.1082747586	0	0	0	310.4514321591	0	687.6103868755	50.4421553991	60.3998470383	144.8266428521	0	114.6134408339	0	7.8548808219	1323.8938433043	0	0	0	0	0	1209.2973117503	108.1053951509	0	0	0	678.1034593732	266.0751269419	939.1952050763	1100.2236417112	174.1481458491	397.1642569078	1203.1992739017	339.864023106	105.1921037819	109.0259038232	97.4817263731	13.8018746077	24.9296782561	28.1743497406	422.4226588112	669.8586711602	5.5870330495	306.6724884151	269.9837947477	202.5619817396	353.5203974665	105.9926587979	438.6461327313	31.3538172435	20.9399079382	6.6419892073	6.2686970566	65.8725763028	242.7210318995	0	23.4851794864	158.4024075599	1405.0628043006	1070.6263276544
HISDEG-PWY: L-histidine degradation I	p__Firmicutes	150.6910380481	50.2434413106	213.2431420021	137.1697097666	81.9462831791	30.4661125651	79.6701029317	22.8961868778	271.7934715315	94.9138277266	86.2799754249	193.3283148445	346.900438609	288.0012396223	191.9273037838	50.8210844925	68.6522495514	138.7668931054	197.2219190757	567.6935303929	126.7680892338	0	70.5552412293	4.1701499148	0	6.6887922012	5.1967882612	301.8273511017	213.1152068308	210.6136387106	144.0146549568	66.7904745273	92.9492777938	46.3963000514	67.6434959139	0	12.1783270096	347.5184804927	402.0561049103	66.1720982578	339.1200981626	220.5475810525	235.3805318954	835.217245152	82.2018438977	451.2091821512	499.3699729732	171.082893282	53.627012704	70.60542627	98.4647217619	43.0005440732	248.1560124589	178.2677120011	583.6063599198	119.7781777379	650.9910436165	364.6641807106	1109.566040532	549.3523546473	775.4372557181	352.9796915154	1299.7254930048	181.3961357141	608.9282007478	196.41727175	103.0590854221	12.3610790555	32.2017984745	102.6251670976	40.6329706134	25.6256556623	70.6133590693	55.0777218106	79.6234004446	315.9994261938	224.5159094035	310.527272235	120.2124295994	5434.4399392126	180.3427887551	213.6911253513	302.4743683138	233.1622827549	150.0324874734	208.4333294563	84.4740294731	70.2368403581	559.0870754742	1617.4584761151	18.6594468738	3084.9442940061	0	1742.6844215886	3422.3826193823	16.3891719319	1041.6003513796	13.4328526118	260.140758501	35.1312464612	576.8203230511	1055.323584974	870.1168083139	549.0496493401	370.0959286678	13.1861991784	54.2468808537	1428.7022440726	288.1958012026	808.0705909159	284.7639000973	95.5460871897	69.7610888701	99.6454785678	0	165.2697994685	238.3709793416	155.977898944	183.1858444291	388.827059503	263.0307918185	427.5447490677	335.0915490573	96.397181053	137.6002872754	190.5189788845	387.2459951881	140.8359433097	0	62.9091475216	0	364.6798021487	386.9149168438	0	250.7244823317	98.5109437843	120.1283057968	320.5819657693	0	10.3854568055	37.3090865226	14.121210894	31.4377165766	179.2637608544	150.5947385949	130.3956668097	23.1120381388	12.9032264787	185.2327257775	332.7840322764	220.5904984167	194.0144315937	331.0274205866	268.1996015257	173.1112915543	139.0486782784	276.9084184513	0	159.4005227411	857.2553505891	275.9233805794	380.2010608767	439.0920405512	336.9348098113	446.1433139051	108.3031257458	91.6378669049	98.4446800826	85.9455595162	323.934033268	119.5772033927	24.2395261038	43.1355734079	106.3974808127	33.8270038878	116.5484523841	247.7165954057	103.6324223227	77.3649605213	397.3160267806	75.4356143812	218.4518171071
HISDEG-PWY: L-histidine degradation I	p__Fusobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2310221276	40.0001496941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1046268835	0	17.8208223849	0	4.8540955209	6.7890385999	37.5752586329	0	0	0	0	0	0	0	0	26.7006859012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9231252321	0	23.5206930711	0	25.8543754119	0	0	0	0	0	0	0	0	0	0	0	168.0227273616	0	119.6481274762	0	0	0	55.1719552127	0	0	139.424267844	24.9650453603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	p__Proteobacteria	0	0	0	0	0	0	0	0	4925.1384456751	754.0402333689	193.3364292962	509.7650832333	17.1574488209	0	0	6.9914909862	80.5538704107	433.0534956542	0	133.3124811156	0	656.8608759826	0	0	0	0	0	0	0	0	0	0	0	0	0	4637.0668368816	579.4942532052	20.6267502766	0	0	0	0	0	0	1402.448206395	0	22.7957019877	0	31.7306170643	440.3458070726	0	500.057577253	0	0	242.165344393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.4749129626	0	39.6872679869	306.5338936852	0	0	0	0	61.6319570003	1098.0202983492	0	5.2792693039	0	0	0	0	0	0	1979.1116265528	3836.2840791198	0	1215.8625143726	0	1242.1012173834	1369.7013396033	1258.6182100013	43.6794461666	231.6119698674	302.3209823473	0	0	0	0	45.0700926358	0	547.9898036407	2414.7020715936	0	0	60.1697426054	0	0	0	0	0	0	0	0	0	0	0	135.2550920743	1336.5737500477	0	371.392620409	234.0137856912	159.221573281	0	1081.9224613943	0	0	0	797.3559288017	0	423.3367199133	0	143.4361414453	0	4307.4455251982	1889.4237584023	62.9951940515	2628.9986126536	854.2073560671	0	0	181.9328060315	3315.8688663677	2670.1900118975	20.040897088	0	0	0	0	176.3371303277	0	0	0	5132.0102549773	339.0254871563	2.8343006221	0	0	0	0	0	0	0	55.2037032919	32.424408784	76.3535752469	0	30.1706389684	0	0	0	27.3240138994	42.308175132	59.9159779408	265.7162758273	7.9467826698	0	0
HISDEG-PWY: L-histidine degradation I	p__Synergistetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.2086814208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300.4500830905	0	0	0	0	0	0	0	539.3366556039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	p__Actinobacteria	808.2033663733	825.7059676146	652.6812847723	502.9750330431	1064.1758298183	154.0488555361	194.891741498	1038.8471038639	0	818.7663359859	1618.4325881475	847.2333518311	560.5739123508	190.2262648669	42.8537586459	46.8870696494	2368.3429630188	2677.3432125696	249.6162458931	5122.1860066793	159.5018799785	1808.9861079517	0	31.0933937518	0	4831.1908737369	3876.0936945933	34.3707039804	32.171155358	0	44.996935522	87.7159872626	231.069946479	320.9109116142	181.4820998798	0	0	0	249.2060636726	0	0	32.3064622438	0	30.565966122	718.6669187435	0	338.6149312035	2306.6213501767	3972.8322146293	4427.6163679915	146.3003473603	2306.4843900665	184.8523549678	106.7566625915	6129.9169870844	252.9355112942	53.5618346131	1809.1414950757	155.4681354201	51.7982872984	0	1941.824501115	424.4801468687	1596.6014910114	29.3023871552	770.5439325037	647.8630666887	1991.7736374052	5368.2688082154	2861.2834805906	68.476861612	2228.2180925974	11.3373172052	0	811.6457253345	613.7746962592	91.2724051017	196.1380451879	198.5796495103	0	530.1201874201	107.2392211159	153.5456837216	212.1080283733	309.2720418827	333.3686566151	421.5641375156	676.375604518	0	10.1348739368	539.5283600109	0	0	1.7855018346	0	57.630155517	64.7149418119	20.0767164947	137.9982931506	143.6093814353	50.4089152217	586.0233900187	184.3914854775	0	165.4598487333	2666.0337212872	2387.1750737159	345.3322736132	445.274960687	0	554.1560277979	166.0632371164	90.569639122	143.0632748987	0	108.2819208354	136.0272428058	137.1439379871	89.938530844	46.2316386278	64.995209045	151.6392178268	1853.0402021707	183.5091458096	1242.6276841639	3158.0749281607	3640.9615373681	39.4650438477	0	1578.9889858451	0	817.5887395649	313.3396066399	0	770.0355779029	18.5888143182	660.0869904433	215.7995139543	0	0	6103.9931298026	0	5041.8390060595	334.9564887628	40.6372699803	6159.3889069626	0	0	1869.5578800817	132.5388175021	1724.6897856333	426.2278315047	91.4413536481	230.4685726128	102.0992340582	326.8011198255	282.5689374559	0	0	0	2085.3381473932	0	0	17.0787146495	0	589.7693604563	355.7917420802	159.7936789075	610.7789126924	2900.394052836	463.5661968463	6506.2168502027	5554.2623183482	148.9657891586	250.3508393093	3450.9715690309	2542.0265215494	2049.8850683392	4533.6216613932	1587.9803700665	1065.9612805831	1758.2153622587
HISTSYN-PWY: L-histidine biosynthesis	p__Bacteroidetes	6.9547952456	0	666.4182385106	0	17.743123191	39.4053556314	12.9120636448	85.6152130072	0	0	0	0	0	0	0	336.7666587525	578.2063572482	17.6064281777	26.3011831113	0	41.2048611324	119.2799746912	416.9419945815	0	0	90.0137717728	64.9876349091	186.2312701867	150.5829717292	727.4837709196	433.1660168242	745.4053299451	390.6837931323	2647.7424514616	1495.2661614823	0	0	0	89.5479624613	6.5320217307	536.0486375366	130.2148749146	498.8157686531	533.1488908462	206.5496974888	0	21.4094379927	33.1588903927	0	0	1628.8969844824	8.8125133366	222.2815288451	1037.7556631334	0	568.0119355482	75.5296059442	0	672.1845734521	10.8687942647	0	191.9662410358	225.1120978321	0	140.6099750334	242.8709765965	334.9171633544	370.1442317187	96.2674884278	301.9665608988	450.1449977916	589.835535669	789.5985526779	612.5486426505	76.6890556576	23.6955016286	0	219.2631371888	380.1411160491	0	1286.6611772322	1444.3013729667	745.8941455643	276.4288024806	1037.0095583573	1797.8726878388	523.3175861248	572.5440532197	0	0	0	0	0	0	0	0	319.2328798122	0	198.024631682	889.8973470469	610.5532439643	101.706985712	1204.398537547	0	55.1996550804	0	0	32.5533571942	1208.3782040051	0	0	118.1461143858	187.701285994	54.9404874842	386.6855898886	150.7670660176	765.2670646542	21.2145740336	13.4030482876	631.2680993955	274.539464325	1561.0550435358	0	31.6596493043	0	0	0	75.8220947676	0	468.0982227981	45.034507597	66.2943084844	150.3881945982	0	137.6950125893	0	8.860240107	1490.4516292855	0	0	0	0	0	1167.9196306537	112.3661115169	0	0	0	778.3502568269	409.3925915493	1264.2633115621	975.3031365368	185.4046792875	439.5223772213	1597.859574542	279.9800808137	29.2413430213	63.2681356756	111.1393423904	6.5140108525	37.1499784039	1.2777192114	268.4731607187	420.8781156345	0	715.4559350184	386.7059531281	310.0498836425	483.7367541752	182.0293317833	561.2446265226	31.1792415869	18.2274355515	13.6530928994	0	75.6009211561	286.6476082559	4.5281215674	18.7282100323	181.8744556507	1963.1239854386	1095.5742338229
