Pathway	Kingdom	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
P163-PWY: L-lysine fermentation to acetate and butanoate	k__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0553574166	0	0	0	0	0	0	0	30.6004451145	0	46.3322035532	107.9775263568	22.8921972589	55.8022448989	62.5199080187	15.4767647634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3125120092	0	0	0	10.5255609659	0	70.1870004285	18.4894076146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2626283476	0	0	32.839385464	0	64.7569876405	0	0	0	0	0	0	0	0	0	0	8.411899434	0	26.2002127346	0	35.2429338612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.6918669002	21.6016570345	0	0	0	0	0	0	0	0	0	0	0	6.751208468	0	0	0	0	0	0	0	0	0	0	0
P164-PWY: purine nucleobases degradation I (anaerobic)	k__Bacteria	93.258615929	0	233.2058763607	20.0765961693	6.7426743019	6.206025778	5.7819637707	0	0	127.1777021418	146.4077658935	49.7512351265	451.5200108446	80.1727707781	36.9262117191	16.4065233007	4.870269538	70.8925365163	0	796.4719996176	0	0	81.9384668588	4173.372417138	1558.5375665488	332.5840652212	449.7677264513	40.6568314439	101.6033094562	139.6861241303	0	0	31.5953412462	141.6049032256	42.7615081719	0	190.500867172	0	21.2354301772	0	78.9045948574	43.892378296	96.2522878762	146.9373220403	206.9486681418	15.9471526326	85.6888711545	9.4237865031	53.7560879589	4.6873038822	109.6758561396	36.7885749872	0	28.1756217082	373.6155834496	33.7315694394	221.372027071	46.4037591424	429.3360041514	208.8263338294	12.338253449	16.4895018683	439.7652077632	19.5130875022	90.2019179932	17.72850669	81.0290025853	88.7383691775	4.7751196172	0	51.1390493932	99.6885478641	110.7719815462	66.6171106688	80.9232524294	35.8431571653	0	23.9693641217	3.6405859788	14.1298018519	31.9439115604	40.4247817015	33.076438065	15.2824416872	20.5684814562	50.9142457037	69.4870530368	6.0718378739	221.3899858714	796.490680695	0	1000.3377129338	0	1524.1242008441	3223.4943429829	13.2349865586	79.7466894671	47.2116564116	85.6904359365	54.2204120718	72.765553969	150.8224050948	438.1069202359	515.8468984829	30.3641101109	0	0	0	113.0874367933	674.4268726459	10.5129634691	43.2670433401	27.6150342241	29.9859182368	2651.0020850282	28.8485201442	225.6572427074	0	0	620.6126743601	102.7361077	487.3453577419	168.0635780259	396.6325827893	61.4852248159	67.7049722004	258.5935925473	0	0	204.3223825667	51.7566169235	233.2255992426	119.3519698655	13.1890750709	392.9367654014	561.0352182031	262.5242951938	316.9543448197	0	0	18.2230057135	0	0	101.9063618005	275.5170087523	28.7620753294	0	34.2467149451	25.9092821734	97.1200299528	657.4937222261	129.5493353804	307.8799525051	29.3019580411	201.7997083652	8.2657428962	135.821390305	140.4017699101	1096.78678645	22.8294774132	349.4066691889	420.8922849335	90.6886369986	56.9259989404	30.7902612371	584.9108389266	187.3340593571	0	0	0	18.5805139441	0	0	0	0	55.4728939909	0	0	0	9.2252708905	9.0042673256	24.1961336968
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	k__Bacteria	0	0	0	0	0	0	0	0	0	506.89285459	64.0914113538	238.9590915257	9.087499798	0	1.2342742962	4.4409782819	2.2342160802	223.1660556279	0	119.1381700376	0	0	0	4.6509801409	0	8.1818284384	4.5749881344	0	0	0	19.8754074116	0	0	0	0	6377.7774524606	849.0500933742	29.1839502584	0	0	0	0	0	0	1556.3257999724	0	0	0	16.8025444131	561.2568841264	0	769.929163983	6.8807467865	0	232.5678125673	0	0	0	0	0	0	5.5945137774	0	0	0	0	0	0	0	0	175.0764929712	0	62.0737963252	409.0324321346	0	0	0	0	54.6110138668	1363.8211533048	0	0	0	0	0	0	0	0	3029.1686094631	3504.2428764733	0	1098.7667373858	0	1187.0953952738	1481.0847514387	850.3537213638	13.8060397232	265.5990463471	204.1359882161	0	0	0	0	53.5284627888	0	482.070453704	2185.335783491	0	0	61.2657574283	0	0	0	0	0	0	0	0	0	0	0	187.5903031467	1660.5120874234	0	435.2417801055	319.8772618115	159.9105634099	0	1130.9338748358	0	729.9935350272	0	601.8460571683	0	328.7367489793	0.8613958335	170.87694412	0	2383.9234704523	1422.333663512	19.7024030878	1989.5289854024	1535.1273838743	0	0	1602.1882346905	2430.6534632362	1652.4020384891	92.9657340042	0	0	0	0	139.1481436316	0	0	0	2791.028711737	187.8803492151	8.1188211065	0	0	0	0	0	23.7965105148	0	31.7484896338	19.4632831466	12.7469857	0	9.4553965373	8.2023996543	0	0	27.1259896406	39.3743945601	88.6566364013	128.8988724025	9.1990882132	0	0
P221-PWY: octane oxidation	k__Bacteria	0	0	0	0	0	0	375.4349538368	0	0	27.3312840595	0	16.1423203197	0	0	0	0	37.8755486292	203.944238849	0	72.2220208089	0	0	0	0	0	0	0	0	0	0	0	0	16.8466781253	0	0	3381.0672551392	519.0541858604	1.3585370689	27.1591782497	0	14.5058127536	91.2904302424	9.0480725576	0	994.0564154968	1349.5222878056	0	0	43.3685790699	263.8893347375	0	452.4285570426	0	0	173.3381307509	0	0	0	0	0	0	0	26.3983077141	0	0	0	0	0	0	0	68.6207589561	0	37.8177414845	219.0500117848	0	0	0	0	15.2623145941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696.8025147598	0	69.2548063914	131.8340464196	0	0	17.938070976	0	0	0	215.9984789459	1033.2406793558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.2903319067	1159.2238556	0	442.0774349586	552.5227418247	107.1857332263	0	804.9445382752	0	1163.8134496761	258.1385801254	277.4536665367	1501.223543441	97.1058184583	751.4881136522	67.6275743202	0	0	1271.5298294655	0	1921.1154686532	103.6682908639	47.2960936165	0	361.7653553213	2152.4382331153	1526.0225386535	14.6490980854	341.6383867073	0	43.919865511	0	289.9136507441	6.4252966405	36.6813168642	0	14.4718911729	261.7084196042	140.3499303213	40.5343621387	298.6392350048	37.0912009617	73.7908478166	101.2757945697	0	0	13.3284946234	0	0	0	17.5162221438	7.1370940573	14.2155639579	0	14.388013256	53.4090218775	58.5760370788	17.0351127824	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	k__Bacteria	183.7871242	20.0993813267	0	0	0	0	1159.2747552762	0	2961.4794675973	1327.2947493264	608.828522676	954.8537415393	173.0165900688	11.4025561051	49.1694553025	0	125.9303485201	703.4022687586	0	309.7186673561	160.7715824876	799.0157100735	0	0	0	0	0	0	0	0	0	0	112.5521944209	0	0	6849.834240232	871.0216355044	29.4404948997	999.1099193552	1954.6141908506	344.6935820943	1789.7423066982	190.9757852636	48.5070613522	1710.207945674	6942.787088266	34.3831315575	309.7929067794	523.3379853026	770.0383509378	0	2055.0426761433	0	0	231.386160972	0	176.1611895106	61.0939547375	190.3483103824	71.6374252282	0	0	321.8409190893	84.5388473892	60.7691182392	23.4167139156	499.6328369629	1943.5543383045	29.9846897256	146.1303119553	231.5113726445	491.5679281035	354.466861213	675.0486623598	237.627068883	0	274.5273371804	319.2804622465	59.2808527371	0	0	0	0	0	0	23.3264216841	3164.4222524613	0	2776.0065806365	3129.2383517877	0	939.1548439981	0	1104.7218909948	1327.6400523136	1230.2625883605	11.9356729852	195.6069684878	275.1122528094	2340.6165979784	0	111.7784661474	0	51.4488675669	29.6883233045	4400.5491820427	5855.0363160845	33.7281648227	0	61.0235298244	0	0	0	0	0	68.5021805711	0	0	0	0	0	196.7814005489	3109.6799487914	0	3340.2960692141	3013.6143549514	161.3521151738	78.9806036013	1261.9848440649	0	3869.6053681324	1666.6169873032	869.335470291	4528.7698351457	560.3334415065	2268.832073778	284.1017430525	0	2222.0488354927	1989.6289323982	80.9087020565	2870.8895605418	1352.4346121551	143.682112235	31.0143999854	1610.6989524333	3432.5405331684	2821.8477772884	126.5285694198	2219.989129091	0	161.4682820239	10.0391139996	812.2877320414	120.4077128202	170.6629685587	29.7418880965	2594.9091552087	1183.6839860593	567.85652595	119.0185616678	1124.2195244176	101.9209873621	297.5402381523	298.4593591907	24.8161908306	0	44.7759217795	29.5943094679	114.7197655991	0	197.6416037226	81.3552582537	249.654369387	0	237.610766712	213.2669833091	525.7278844379	327.8086413242	49.1199714244	0	20.1495196052
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	k__Bacteria	1464.9781427627	4036.5026649061	1573.6482620927	3773.7299942335	4888.1376591513	853.7246240815	1849.722013886	3885.2793764609	708.9763203437	3066.3111409348	2970.8077253949	2107.9353673564	3614.047673201	1890.5220211951	2115.1567789104	1706.8833452861	1889.931215715	2038.8136573759	1736.4644885843	1952.4915596909	1571.3790911667	10693.9170073577	276.0983399211	1947.4229509755	4490.4395058522	1703.6721588001	1407.5229192638	395.5763319596	565.1166490997	649.9360230053	2268.740159334	1126.9599401344	1635.1494792614	648.6540682139	568.315440993	6764.1468521304	877.956251734	1812.8489283924	2081.3773386832	1964.2171061022	719.5378115013	1802.5190224786	575.6135697723	1663.789133555	2789.9840071776	1639.3654137179	2084.3373241307	4862.9261338258	3446.1943063371	6459.7167445096	441.6111444217	6196.8216072434	829.2373266495	561.8897944347	8097.3471587306	1599.4484009148	3402.6362850502	2815.3562872252	3873.509215498	3351.4343489562	6479.1919534323	3622.1062603861	3648.4515886643	2083.8699013626	3634.7994853552	1458.3827078843	1657.612912688	2512.0837649619	4700.8704270091	3143.6540229864	4471.6242856271	2954.340973479	3282.3840689209	3469.1948660995	1651.0497712533	1759.7585622994	3722.2253622908	4715.8200280022	1184.2050918116	2097.88979738	1672.4613565285	1941.2770701534	2519.6452248559	2244.3769197433	1715.1048799158	1486.8330021029	2178.705384674	2095.7186937894	3122.8376200356	3255.6953546812	6137.3222404613	2772.5808287811	614.5854386735	2806.7928003301	1990.8681603966	3106.9547270418	392.2481399262	7004.2629779025	648.3414580728	3122.2684398178	273.6145954182	1175.8496649379	660.9030318302	927.9267764219	493.3797591466	5422.5763314566	6251.3732655831	719.6628118275	1017.1593394546	1464.9176115887	1479.131700227	763.5403323543	506.7660294486	1015.101411401	0	859.1577641083	3604.1856917967	611.2860314071	1358.872245947	1207.3043737865	2126.87969039	1574.2072499652	5185.1088027609	1891.9358484731	3042.5100487041	4781.5302733493	5019.3462607198	1781.1617514156	3262.1156930078	2239.3636728205	691.5986791094	1992.1254001749	3457.5567247137	337.953096848	3712.2127878997	2227.1378402484	2567.6832294821	1285.2349513743	3862.466006091	4513.712803217	4796.8049916555	4390.3205312748	3831.5254219712	2303.9791622189	2129.169082599	4832.0660362421	5204.3348807962	3211.1560535918	1448.0082216607	1599.870279146	1519.8339193747	2578.3246415143	3131.1830943152	1952.4815610258	432.4321608023	2191.7618799469	1971.5781955566	4979.9208980738	843.6987480933	525.4110236626	2758.4895051852	500.9069243828	1206.8173362497	1030.7704739832	2116.3165894812	2615.7882766554	2077.7603747026	917.8028980763	1137.0746417318	3678.3494484642	1469.9332196926	7401.4642294621	6298.5895957479	1005.9388952492	2025.8358445021	6937.3177146997	3205.9904318894	3976.1641108015	7244.652697191	3776.1187866369	2511.8923287423	3392.9990295698
P441-PWY: superpathway of N-acetylneuraminate degradation	k__Bacteria	187.2188062076	13.8797984718	0	0	0	0	2169.8846827394	0	0	1195.4538109751	567.5699146366	890.4072573791	132.7436762886	0	29.6774000156	0	179.2063647822	1001.9163915211	20.0285504257	432.6032314034	149.093864435	853.3048768204	0	0	0	0	0	0	0	0	23.0211834258	0	142.2142506173	0	0	4176.0527923208	501.983594675	0	1140.9451344711	1852.9652658302	282.1270342774	2355.9008712236	243.5829401385	62.8456834659	653.2877433498	8673.0055350036	16.912316553	346.4514322794	602.7421721016	609.2386637641	0	2246.543718535	0	0	180.7036031294	0	142.8363314636	48.8585767801	162.9385202583	63.742653291	0	0	256.4420393104	82.5836219621	46.5313654905	0	379.1083583308	1660.6304481118	19.5157512236	124.8347505389	169.3191519288	398.1184628379	341.4771167365	523.2067448724	183.3961625097	0	311.2208875502	369.5538998636	39.197914978	1253.1975594588	0	0	0	0	0	18.7921367135	2824.7054003034	0	2938.995884546	3789.9904579853	0	1183.5854441552	0	1327.8884952762	1635.8519054758	1234.544914175	6.4149357643	268.1312325507	197.1352078856	1916.5269019892	0	187.840244308	0	60.7391258703	19.9888553083	3397.1251581463	3919.8254153531	69.6134545853	0	72.3140521583	0	0	0	0	0	71.222499459	0	0	0	0	0	85.9768861039	3167.0683837019	0	5088.0603887579	4305.0137158188	57.7071928519	61.4559857891	524.99334516	0	5600.1752761328	2643.0601228952	466.0296853985	7178.1057418913	391.2703833532	3699.4661892579	202.4661894917	0	2887.1487990499	996.8645986076	58.3957919278	1547.5236560063	1762.0810983407	186.6146568588	30.6670350667	1940.2115722647	1835.5810526181	1764.7213097167	187.3277456489	3284.4341572458	0	206.1979045406	0	2470.4103280797	183.3045381406	259.5963187043	19.995064388	3480.0306192973	1568.4396199327	772.4838641466	176.636544707	1481.7236494668	181.9199493177	385.5824362422	375.9188546847	0	0	37.5343041313	35.928882799	129.4670870619	0	233.8615869477	98.3882499094	398.9450368531	0	286.0333103794	307.7687314428	751.0392386796	269.2576793391	61.4002193722	0	13.1728646605
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	k__Bacteria	367.8203849831	162.5131725748	45.6839127989	10.2158355104	27.5109169362	15.7430365173	2589.0801009384	14.3699664494	4693.3601504034	3198.8531595653	1967.259473404	2103.568660645	1456.1837854519	71.2116374425	81.0679904006	1271.6296448491	313.0427791596	1774.288489985	472.1562091054	922.4080845346	652.2466326051	1258.3474013172	94.1632443083	17.4323367596	0	1101.509089653	770.776327717	215.3451781596	221.3660800277	466.4337474064	82.9779106202	27.909675852	292.7874849787	64.0354420271	121.2610539998	9193.0719321211	1191.1185879456	31.5440022883	1829.7640509441	3814.2138347577	556.5819161161	3242.9236865148	368.8726219083	115.6379743979	2009.2941146369	10350.8049210935	607.8267005142	849.4683108261	1149.9889961987	1309.4172080642	112.0695291856	3682.8716795975	21.496499534	6.7519807005	2397.710816668	83.891083064	307.8467448898	822.6074965238	357.9377453699	127.1503938425	28.0357391587	22.1547458568	698.4013926474	352.3066392785	94.5531657573	254.7720245002	994.0887872815	3083.1684514206	226.006679212	309.7385767693	380.7623152362	845.5192170046	676.4150350845	968.0839034594	355.3322399819	210.7365123093	4792.3339051165	4496.9169506557	167.8758464678	70.1262601572	254.9372418434	547.8476501396	566.6184731806	201.0976185059	159.4079755477	235.5393296469	4964.9867019528	385.0999455801	3786.8967761948	5507.9349178868	830.2033334863	1659.2950158932	2556.6144588921	1899.0376371595	2115.6774759917	4089.4976060456	73.3746649492	2218.385535793	522.2099178237	4267.1990878478	0	273.3891843374	103.8483946892	70.8731108551	97.3559449324	7810.3325686297	9902.4750636663	169.1997787137	30.0526081756	1153.1763109412	22.9535247387	17.3140797618	25.0074183501	29.3391193456	0	137.672502649	70.0882326572	30.1602103822	70.2386972766	0	0	311.6520205386	5660.4586004051	100.0853680133	8030.7880220385	7095.2203100243	1591.3456702735	469.2673340927	2012.3298285735	787.694180649	8987.8140461109	4618.4147627342	3207.086178006	9154.1667891081	3171.5245443236	5250.5638033247	1687.0293028124	744.1127176114	4307.8518152694	2960.3732439419	678.3347220482	4166.7814243627	3107.0632883856	258.8987126065	1401.780782359	3644.9504166147	4907.1971583287	4406.0545953172	646.0678830406	4955.4660713878	20.316058051	265.6959402727	218.602926383	3382.6958742005	267.9570882802	287.5848234597	207.1382694653	5119.7144673846	2530.8973667631	1449.1372920127	328.706261298	1918.0522997989	292.0505025199	529.8177696096	549.7238597567	813.6134433582	102.0944277802	145.6713677945	157.1924765656	319.4848767914	35.2980314823	452.9010111704	200.4154207203	525.8537323681	6.7340488816	551.7076590043	545.1596029671	1308.0585418447	703.6577902578	382.970922863	353.7044255084	457.3834577751
P562-PWY: myo-inositol degradation I	k__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.9672223722	0	0	0	19.2824096119	0	0	0	0	0	0	0	0	24.6650915785	0	0	0	0	0	33.6154608467	11.1660428885	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2888270192	0	0	0	0	0	0	0	0	0	7.5162207889	0	0	13.717263985	0	0	0	16.3694797545	0	0	6.9676108164	0	10.8408333668	0	23.0863850997	0	0	0	46.1140880289	0	0	0	0	0	0	0	0	0	0	469.6465802407	0	699.2884243075	0	0	1354.0461445616	0	1282.3091098671	69.7802388318	0	0	0	0	0	0	41.299299992	302.9705375443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.8128330365	0	4.8883717203	4.8972402112	0	0	0	0	552.242605091	10.2780912417	0	49.7971280901	0	12.156417694	0	39.7961127948	95.8521114089	0	62.6387921442	0	10.2746986717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.2965503884	18.9805311813	0	0	4.1662095307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.4061185445	0	0	0	113.6884329656
P621-PWY: nylon-6 oligomer degradation	k__Bacteria	0	0	0	0	0	0	0	0	0	23.2255969868	10.0175854705	0.4221259594	0	0	0	0	0	0	0	28.26502651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.409556702	2.3858188345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.037752166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6247268452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.1304371927	0	0	0	0	11.0205412256	0	0	0	0	0	0	0	0	0	0	0	3.598514901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7116473175	6.6394007686	1.5829418987	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I	k__Bacteria	1550.9640244482	454.0900019368	2044.1726868996	493.1478023264	559.7204634909	521.6420444367	2500.2366287003	1593.5061296698	5505.5587267005	1862.7780749688	1639.5974731672	1128.6133860246	2134.9471643155	1319.3926674592	1792.2180878895	2906.5982054393	2660.5973570936	3493.3137889727	2302.5975068787	738.194230389	3059.2506261956	968.3918440102	1728.8774171269	2901.8155878439	4918.4003792213	2155.2333915559	1671.7878171488	1316.9506729749	1425.2380775124	1759.9551174839	1849.5443923456	2386.3935199744	2727.1398292644	2817.1234643082	1794.7827267207	6599.8146022127	1331.932649015	356.2476681324	3204.3641670187	2712.8099314389	2537.6143859251	6003.5289055389	1936.820976902	2038.8043292716	2325.7764764217	11194.348544297	1164.6931579545	2644.8357076013	601.1918852207	751.0268889392	2139.4135469815	2162.3869894143	940.5103000738	1413.3957463857	443.1897896639	1293.1457519366	1937.4485403496	963.4930259483	4167.6128912273	2088.3780190238	2280.9315118049	889.5973732886	2603.9233839357	1440.7254124337	2832.5142729068	1232.5265533595	1906.5476584851	2460.5051132258	637.1227682446	905.0653858282	815.4495621059	1637.3886167355	1813.3070514285	1867.3815886706	1006.9616051695	465.7541041249	1291.527696975	2236.4011436218	1592.069615453	1296.046836497	2168.7003596693	2937.3373834767	2298.6729338959	1571.419503197	1689.6188331618	2287.9433133457	4102.0489688042	1885.8167322905	2547.8695482402	2927.7619194666	176.4994672674	1085.5307459379	2016.8720153588	1106.8454628124	1287.6133658758	1789.8599511812	1289.3414041947	879.886201437	565.2497367472	4682.3985728513	757.5002094566	595.1131859219	1403.0211780617	526.6225037397	738.0767572877	3909.5816043756	5194.3414639834	266.5576098918	1278.778420429	117.7780098726	426.7012799576	978.2445772173	982.954329792	1036.0525356131	4547.7166652326	1042.3594667931	2412.5810509589	741.9307277107	1163.0480916822	1964.7712768753	1519.8394534939	2949.1468562333	3427.2714275932	1016.0078310075	4482.6732056256	3753.0568081792	322.4248351095	1855.5139796916	1410.4113710662	1418.9486758352	5410.3111490239	2877.6467055995	3180.91102316	6188.9224290176	3266.9515034824	3765.0611891852	1967.1666674933	2587.6421299744	3438.3414474573	2202.9271101626	105.4051962384	3124.3428114824	1352.4175608018	1944.075161398	2168.7214398161	2043.5393711274	3689.7555326665	3256.431458639	1396.3538707078	4228.5935078998	1135.9523896261	2231.8944222397	2116.8578593327	3786.6384113043	2135.3914067594	1237.320445484	1115.7264736091	4459.5996306456	1756.9111512069	825.4934391397	1135.8388124	1920.6615456243	1228.7432705052	1329.8826207786	2663.1721929364	2502.1722048897	2412.7097004943	1344.7668442212	1356.7279204402	1798.9366542443	1447.9913761598	476.3143501485	343.2713262641	1105.2227093534	1280.7499150374	965.5985849118	1281.0829811684	750.1728993493	400.3357580962	867.5835197316	2805.0913723211	2152.1777803539
PANTO-PWY: phosphopantothenate biosynthesis I	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3833903357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	k__Bacteria	1369.916449148	361.1797657541	1922.6375292455	345.2198099958	462.3767850504	498.8546743756	2015.6565502127	1511.6095435983	5623.0251586056	1127.3107083809	1213.9501850797	574.6944792202	1893.5961266876	1264.7092717077	1469.2532485373	2781.8657268448	2576.9563103206	3104.5007689604	2207.7313650903	494.619525803	2972.4942620651	998.3423032232	1603.6562298459	953.3891023321	749.7136435886	769.1156655822	607.7505281752	1410.6866566777	1274.2016685343	1793.0962363396	1600.9890773127	2000.6558746283	2189.7547395062	2759.0650034182	1710.3137343285	3580.721939668	786.8655373875	25.1220100375	2601.0152623787	2031.8911026278	2507.3607398999	4553.7390407566	1766.9427504961	1769.1105870433	1521.2876121803	6730.0827183621	1188.6956670537	1658.4515441468	397.4490511792	443.2505202636	1884.0486157459	1355.0149503069	838.1327882007	1349.196356124	261.8215132678	1226.5396643057	1098.0320853416	758.0582001127	2689.5620875165	1179.973443008	1261.6166393985	891.0869406332	2087.4269131602	1137.4883291494	2028.8975301851	1079.1462746669	1476.6939460497	1952.7196809118	537.6554558825	680.5559843319	587.2251173698	1470.4802727665	1194.1220691108	1342.7161011162	742.1345264394	310.5872395049	691.8845491153	1821.3098260221	1446.7866885522	1306.4088313607	1971.4289393458	2704.9585227315	2134.2979029737	1517.7017878704	1544.4526934255	2081.3931786171	2867.2901685776	1787.0443686021	2469.8521304007	2710.7354759611	161.8790359569	932.3590317195	1665.9565201958	1019.1819688177	1207.4374715032	1793.8052367197	1093.8963112516	789.3684144432	397.8059232239	2680.1292184766	718.7048064976	417.6868009318	1344.7768319627	503.1483848262	766.8525307556	2338.9850792338	3146.2023808269	79.873344095	1210.0775052113	129.5342662517	318.0024855388	1154.7625276238	1162.2835519298	1088.4011722977	4669.644004525	1170.391974532	2359.7667387333	905.8505695733	1132.8533574207	1811.2543901538	1560.6370130334	2546.5197328654	2049.6120111327	1044.1758643933	2280.8498330261	2108.1219563298	165.0378065947	1628.96066511	824.4946837547	1336.1672105359	4050.7916935388	1511.8515753124	2326.9808075579	4542.0135566152	2786.2503027593	2987.1303090009	1705.565024161	2081.7600263922	1932.7591595572	1343.4870938576	95.4305242069	1839.0166871085	1202.8120198563	1828.3613263202	1725.2119563256	1530.9276216131	2189.1551563035	2061.1521740335	1221.6490407971	2942.942736921	964.141008797	1977.0034590977	1038.4910663048	2619.8021364198	1733.8895552587	996.102207494	745.9429383816	2270.1323487689	702.4438601438	394.5615176242	860.8995526912	1289.0800712872	900.8297841373	950.1373036667	2150.7097451144	2136.8289519353	2261.6866480564	1183.3913498496	1207.796381552	1453.0909547926	1221.8186470915	304.8660045346	173.4559097489	1119.7797920796	1138.068177877	839.6867283401	1057.6813897413	466.4246034614	282.4231124816	780.0200510463	2583.8186088104	1975.0689703316
