Feature	Species	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
PROPFERM-PWY: superpathway of L-alanine fermentation (Stickland reaction)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16891e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10399e-06	0	0	0	0	0	0	0	0	1.27463e-06	1.5456e-06	1.43659e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76231e-06	2.07312e-06	0	0	0	0	0	0	0	0	0	0	0	0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	unclassified	0	0	0	0	0	0	0	0	0	0	0	1.26548e-07	0	0	0	0	0	0	0	4.40796e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54655e-08	0	0	0	2.79857e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64465e-07	0	0	0	0	0	0	0	0	0	0	0	7.63014e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08326e-07	0	0	9.93108e-08	0	0	0	2.10446e-07	0	0	0	6.43832e-07	0	5.21753e-07	0	3.37205e-07	0	0	3.16698e-06	0	0	0	0	0	0	1.59704e-06	3.11987e-06	0	0	0	0	0	1.08286e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12821e-07	0	0	0	8.59355e-07	5.2207e-07	5.29515e-07	0	0	0	0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	unclassified	0	0	0	0	0	0	8.78559e-06	0	0	0	6.38223e-07	0	0	0	0	0	0	0	0	1.3679e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66226e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28198e-06	0	2.68189e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0639e-06	0	0	0	0	0	0	0	0	0	3.02003e-06	0	0	0	0	0	0	0	0
PWY-101: photosynthesis light reactions	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84875e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65486e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV	unclassified	1.82612e-05	1.99679e-05	4.78679e-05	2.02287e-05	1.20858e-05	4.72707e-06	3.3696e-05	5.69575e-06	8.92421e-07	3.50954e-06	3.40587e-06	3.10943e-06	5.26241e-05	0.00015715	0.000116521	4.00698e-05	1.79421e-05	8.24988e-06	3.86218e-05	1.95723e-06	2.82466e-05	1.07799e-05	4.39262e-05	0	0	8.98846e-08	0	4.06961e-05	4.54512e-05	6.55113e-05	4.93942e-05	5.06036e-05	3.74893e-05	3.15382e-05	3.17215e-05	0	0	5.78955e-06	7.83281e-05	7.12467e-05	4.28841e-05	7.36545e-05	7.69481e-05	8.61459e-05	3.14831e-06	2.33181e-05	4.90951e-05	5.14848e-05	1.85696e-06	1.13013e-06	4.201e-05	1.18164e-06	1.33628e-05	3.32955e-05	4.01326e-06	3.77189e-05	9.82305e-06	3.50386e-05	1.41059e-05	2.04196e-05	8.05246e-06	2.22548e-05	1.04107e-05	2.30242e-05	2.34781e-05	4.21758e-05	4.18784e-05	1.86181e-05	2.31769e-05	3.67561e-05	3.37508e-05	4.46856e-05	4.24699e-05	2.41568e-05	3.92491e-05	3.84652e-05	1.75659e-05	2.78203e-05	8.3082e-05	0	5.56189e-05	3.027e-05	3.90613e-05	3.85288e-05	4.442e-05	4.93415e-05	3.28216e-05	4.2069e-05	2.90158e-06	4.77216e-07	4.39223e-06	1.09468e-06	5.5985e-05	0	1.3057e-06	8.43184e-06	3.56043e-05	1.60689e-05	6.25365e-06	2.00462e-05	1.41455e-05	3.88479e-05	3.62073e-05	0.0001861	5.59096e-05	7.71957e-07	3.47351e-06	6.7541e-05	4.88565e-05	0.000107274	0.000164931	0.000173564	0.000101634	0.000131814	0	9.87428e-05	2.83462e-05	0.00015023	0.000114928	2.45325e-05	5.30364e-05	1.7039e-05	2.33681e-06	3.2932e-05	1.46025e-06	1.24149e-06	5.27438e-06	7.20797e-05	2.22737e-07	3.20903e-05	2.0559e-06	3.95991e-05	3.27076e-05	1.94042e-06	4.18973e-05	3.68362e-06	4.37475e-05	3.37831e-05	4.74115e-06	4.21298e-06	0	7.47604e-06	6.97115e-06	2.19163e-05	3.7879e-05	1.95257e-06	8.7825e-06	1.34469e-05	1.24101e-05	1.85292e-05	2.30768e-05	2.48817e-05	2.86133e-05	3.20753e-05	3.38093e-05	3.37638e-05	4.77724e-05	3.68799e-06	4.06297e-05	0.000153005	4.50408e-05	3.51144e-05	4.5197e-05	8.13805e-05	5.5531e-05	6.9927e-05	7.34612e-05	8.57108e-05	6.54163e-05	8.44251e-05	7.5436e-05	3.13028e-05	3.55149e-05	7.33245e-05	6.64815e-05	1.08542e-05	7.55037e-06	3.09258e-06	2.51066e-06	2.35551e-05	3.43786e-05	4.33905e-06
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	unclassified	2.9665e-06	1.04886e-06	3.55727e-06	1.70552e-06	0	0	1.07682e-06	0	0	2.38522e-06	1.59697e-06	2.09921e-06	1.15239e-06	1.75285e-06	1.56307e-06	1.21095e-06	5.88412e-07	8.03694e-07	0	5.88414e-07	0	2.04058e-06	0	0	0	0	0	0	0	0	6.95348e-07	1.0619e-06	0	0	0	0	0	0	9.05913e-08	4.66938e-07	1.18692e-06	7.42985e-07	5.93899e-07	2.71031e-06	1.58575e-06	5.77931e-07	0	8.30356e-08	6.53248e-07	8.07615e-07	0	9.61409e-07	0	0	0	0	8.95703e-08	3.72863e-07	2.73461e-07	9.83222e-07	0	0	1.37224e-06	1.21978e-06	2.47455e-06	1.07212e-06	8.70723e-07	1.09613e-06	1.35375e-06	2.55103e-06	1.03054e-05	7.7645e-07	1.20663e-05	7.73605e-06	9.02253e-07	0	9.97282e-07	1.52202e-06	1.70683e-06	0	8.98633e-07	0	1.10835e-06	2.39565e-06	7.37697e-07	1.28132e-06	3.57105e-07	0	0	0	0	0	0	0	0	0	5.91339e-07	2.57169e-06	0	1.26487e-06	1.14358e-06	2.81972e-07	8.06739e-07	3.44118e-07	4.10446e-07	0	1.44016e-06	1.09765e-06	0	0	0	0	0	4.48541e-07	0	1.57599e-06	0	1.97739e-06	6.55192e-07	1.5925e-06	0	5.84062e-07	9.01125e-07	1.0726e-06	4.38462e-07	0	3.63489e-07	1.09449e-06	5.07586e-08	2.30027e-05	4.32122e-07	4.03483e-06	1.25209e-05	0	1.05334e-05	0	5.82664e-06	8.10633e-07	1.84273e-06	1.0694e-06	0	1.12467e-06	9.31238e-06	7.47085e-07	1.09853e-05	1.01822e-06	1.06551e-06	2.17058e-06	1.73463e-06	3.47744e-07	0	3.01363e-06	3.00598e-06	1.2524e-06	5.66261e-07	6.93336e-07	4.19459e-06	2.74052e-06	1.82345e-06	6.19341e-07	6.26945e-07	2.5633e-06	2.85624e-07	7.4209e-07	7.41865e-07	2.08363e-06	0	1.285e-06	5.07382e-06	2.38765e-06	2.06139e-06	4.87723e-06	6.71431e-06	6.52774e-06	0	5.94072e-08	6.65967e-07	1.62098e-06	8.98807e-07	1.71776e-06	1.90011e-06	3.39809e-07
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	unclassified	0	0	0	0	0	0	0	0	0	5.75808e-07	3.0912e-06	4.37063e-06	0	0	2.28147e-06	3.23223e-05	1.40269e-06	0	2.09565e-05	0	1.60904e-05	0	0	1.1409e-06	0	0	0	0	0	0	0	0	1.16956e-06	0	0	0	0	4.25893e-06	6.32473e-06	1.75628e-06	0	1.84104e-06	0	0	0	5.05138e-06	5.107e-05	3.13625e-05	0	0	0	0	0	0	0	1.732e-06	7.26764e-06	0	8.52331e-06	1.02272e-05	1.70885e-05	0	5.92103e-06	0	1.55889e-05	1.19952e-05	1.22444e-06	1.69406e-06	2.9107e-06	1.47785e-06	1.9255e-05	6.69185e-06	3.89882e-05	2.24841e-05	3.14438e-06	9.57032e-06	7.55849e-06	8.64886e-06	1.45683e-06	0	5.07059e-07	0	7.03405e-07	0	0	1.45301e-06	0	0	0	0	0	0	0	0	0	0	1.72538e-05	0	6.20302e-06	2.148e-06	1.08495e-05	2.51525e-05	2.94561e-05	1.65507e-06	3.69407e-06	0	0	4.57831e-05	3.74866e-05	3.15026e-06	7.37709e-05	1.40163e-05	1.05614e-05	7.93538e-06	0	1.04988e-05	2.97052e-05	1.03671e-05	1.43684e-05	2.84558e-05	5.44524e-05	1.33809e-05	0	2.10428e-06	2.40396e-06	2.56674e-06	0	0	0	0	0	0	2.79962e-05	0	0	1.12223e-06	9.37425e-07	1.12733e-06	0	0	0	0	0	4.17547e-06	0	0	0	1.75031e-06	0	0	1.12132e-06	8.60142e-06	0	0	0	7.29233e-06	0	0	0	0	1.49949e-06	0	0	0	0	7.12857e-06	1.62372e-05	7.22184e-06	3.05292e-06	3.30522e-06	2.17813e-06	1.06907e-05	3.56965e-06	9.39964e-06	1.81278e-06	6.97366e-07	0	2.22837e-07	7.73657e-07	2.23195e-06	0	0
PWY-2201: folate transformations I	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.837e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.72782e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	unclassified	0	1.71983e-06	1.55238e-06	7.79136e-07	0	0	8.05254e-07	0	4.04635e-07	0	0	9.23426e-07	2.67421e-06	1.11686e-05	9.27898e-06	3.92323e-06	2.52498e-06	3.3821e-06	9.47685e-07	1.31434e-06	0	0	0	0	0	0	0	0	9.93394e-07	0	1.60831e-06	1.3664e-06	3.02639e-06	0	0	0	0	8.4591e-07	3.91478e-06	3.90642e-06	2.76646e-06	2.40444e-06	0	2.86325e-06	0	1.59434e-06	8.40046e-07	3.94117e-06	0	0	8.22882e-07	6.38935e-07	2.56128e-06	1.3716e-06	0	2.68722e-06	6.09545e-07	3.19351e-06	8.54231e-07	2.64533e-07	0	0	3.13109e-06	2.27574e-06	1.01285e-06	1.91213e-06	0	9.45839e-07	5.39091e-06	9.3243e-06	2.31745e-07	6.95937e-06	1.404e-06	1.1479e-06	2.86084e-06	1.52831e-06	1.44221e-06	8.61942e-07	5.43758e-07	0	0	2.46566e-06	1.94893e-06	2.49544e-06	3.21283e-06	4.49807e-06	1.1164e-06	4.63749e-07	0	0	0	0	0	0	0	0	1.49869e-06	0	0	5.85721e-07	5.23224e-06	1.54704e-06	0	3.687e-06	1.21066e-06	5.02454e-07	2.73087e-07	8.17963e-07	0	6.81032e-06	2.12133e-05	0	2.22153e-06	3.33114e-06	0	4.87545e-06	6.50106e-07	6.61567e-06	4.32585e-06	2.14868e-06	6.69297e-07	3.07928e-06	3.31738e-07	0	0	8.31196e-07	0	1.46811e-06	0	1.20898e-06	0	5.74818e-06	4.14642e-06	0	3.63918e-06	0	4.23564e-06	1.24296e-06	0	0	0	7.09419e-07	0	2.768e-06	8.63931e-07	0	9.64128e-07	1.27788e-06	5.1627e-06	3.54921e-06	6.1274e-06	1.98216e-06	1.8945e-06	2.56596e-06	7.95761e-06	8.36535e-07	2.83395e-06	2.84463e-07	0	0	7.60009e-06	5.50035e-06	6.05139e-06	8.30686e-06	7.93879e-06	4.45185e-06	6.47628e-07	0	2.15033e-06	3.00003e-06	2.38272e-06	7.07191e-06	5.78334e-06	0	9.54123e-07	4.81972e-06	4.10647e-06	1.99227e-06	2.05433e-07	8.00511e-06	2.84363e-06	2.70625e-06
PWY-2941: L-lysine biosynthesis II	unclassified	0	3.01569e-06	3.27453e-05	4.31267e-06	0	1.7343e-06	7.41271e-06	7.41155e-06	0	9.27436e-07	1.05453e-06	0	1.15112e-06	1.69885e-05	8.05094e-06	0	1.19526e-06	1.77208e-06	2.38755e-06	9.35636e-07	3.95357e-06	0	1.15794e-05	0	0	0	0	3.84752e-06	1.99323e-06	2.05648e-06	3.85181e-06	1.17342e-05	5.82973e-06	2.55959e-06	8.75444e-06	0	0	8.36588e-07	1.09721e-05	2.64608e-05	1.45278e-05	1.42775e-05	1.08898e-05	1.48164e-05	7.98421e-07	6.87153e-06	7.25446e-05	3.51167e-05	9.1302e-07	4.30323e-07	0	3.01296e-07	0	0	1.88995e-06	7.96606e-06	1.01514e-06	1.75789e-05	3.84601e-06	2.07933e-06	1.28501e-06	0	2.73199e-06	3.11401e-06	4.58747e-06	3.9283e-06	1.11053e-05	8.42468e-06	8.54484e-06	1.31475e-05	1.3684e-05	2.34394e-05	1.61981e-05	9.69657e-06	1.81784e-05	4.17608e-05	2.89826e-06	2.78339e-06	6.82764e-06	0	2.30497e-05	8.08493e-06	9.08081e-06	1.20491e-05	1.11852e-05	1.86933e-05	4.96549e-06	1.49948e-05	0	5.51282e-07	0	1.15606e-06	0	2.51031e-06	5.91127e-07	0	0	1.16628e-06	0	3.49954e-06	0	5.77803e-06	1.19185e-06	1.58415e-05	2.1196e-06	3.7352e-07	5.1242e-07	4.78928e-06	1.81634e-05	1.65477e-06	0	1.93644e-05	9.65643e-06	8.56971e-06	0	1.30649e-05	1.13022e-06	2.16407e-05	2.91116e-05	2.24736e-06	5.33709e-06	7.80978e-06	7.87073e-07	6.49808e-06	3.92421e-07	6.61447e-07	6.42557e-07	0	7.68093e-07	8.02054e-07	4.48771e-07	1.54685e-06	2.44789e-06	3.90773e-07	4.09104e-06	8.68177e-07	2.82811e-06	1.46113e-05	0	1.11701e-06	1.43557e-06	1.14151e-06	1.58432e-06	1.37627e-05	2.45054e-06	5.83807e-07	1.90921e-06	1.53497e-06	1.05047e-05	1.13736e-06	1.30166e-05	1.28414e-05	1.71222e-05	2.95285e-06	2.28123e-05	2.78362e-05	8.7025e-06	1.57814e-06	8.18978e-06	1.33659e-05	3.94966e-06	1.02442e-05	1.74193e-05	2.42284e-05	1.82126e-05	1.73412e-05	5.57474e-06	1.58289e-05	0	8.32154e-06	2.31267e-06	4.11799e-06	9.27856e-06	1.02967e-05	2.83121e-05	4.09437e-06	1.28408e-06	2.49415e-06	1.34738e-06	1.6412e-05	2.15947e-05	3.29596e-06
PWY-2942: L-lysine biosynthesis III	unclassified	4.94384e-05	1.34174e-05	6.42159e-05	2.10477e-05	9.07255e-06	1.31865e-05	3.03477e-05	2.53579e-05	0	1.7494e-06	3.27601e-06	3.65495e-06	2.83941e-05	9.31641e-05	9.9556e-05	1.80327e-05	6.20938e-06	5.60689e-06	2.84981e-05	0	2.05612e-05	0	2.11958e-05	0	0	0	0	1.22192e-05	1.11585e-05	2.69299e-05	2.58559e-05	3.37886e-05	2.75527e-05	5.31602e-06	1.27367e-05	0	0	0	5.44304e-05	4.22413e-05	3.0392e-05	3.87262e-05	4.85203e-05	5.10672e-05	0	1.72573e-05	7.66961e-05	2.58254e-05	0	3.64223e-07	2.56071e-05	3.42685e-07	5.82299e-06	1.93223e-05	0	1.93615e-05	3.94402e-06	0	4.97027e-06	6.75391e-06	8.14763e-07	1.25954e-05	5.74345e-06	4.49932e-06	1.21331e-05	2.28317e-05	2.74064e-05	1.13494e-05	2.22521e-05	3.10104e-05	1.52664e-05	3.90398e-05	2.24545e-05	1.26991e-05	2.65912e-05	4.66964e-05	1.06282e-05	1.08701e-05	7.33073e-05	0	2.67251e-05	2.06461e-05	2.72406e-05	2.59903e-05	4.70479e-05	2.67053e-05	1.51548e-05	2.88538e-05	5.04485e-06	0	0	0	0	0	1.50432e-06	0	9.86233e-06	0	1.37521e-06	6.15331e-06	5.23349e-06	8.98908e-06	1.84865e-05	0.000140229	3.06867e-05	0	1.87654e-06	2.94216e-05	3.62619e-05	6.21207e-05	8.10969e-05	9.09564e-05	4.51753e-05	8.22115e-05	0	5.77541e-05	1.47676e-05	9.18866e-05	8.36701e-05	2.72454e-05	3.78458e-05	8.86542e-06	0	1.56962e-05	0	0	0	5.33966e-05	0	5.63719e-05	0	1.94072e-05	2.92579e-05	0	4.64319e-05	7.71705e-07	6.87247e-05	2.63073e-05	0	1.1578e-06	0	0	0	1.66567e-05	4.73749e-05	0	0	6.07899e-06	1.46036e-05	1.0257e-05	1.68569e-05	1.80498e-05	2.99047e-05	1.60315e-05	3.92883e-05	2.42606e-05	2.51472e-05	2.58897e-06	2.54328e-05	5.34508e-05	6.82008e-05	1.18633e-05	1.83867e-05	3.00266e-05	2.94771e-05	4.75591e-05	3.81507e-05	7.01327e-05	4.25921e-05	5.0127e-05	5.17914e-05	2.81603e-05	2.51475e-05	3.44911e-05	4.75406e-05	5.11351e-06	1.76459e-06	0	0	1.59099e-06	5.86998e-06	2.28647e-06
PWY-3001: superpathway of L-isoleucine biosynthesis I	unclassified	1.47769e-05	8.96801e-06	8.91922e-06	8.78595e-06	4.32452e-06	5.39135e-06	1.88149e-05	4.49437e-06	0	5.81186e-06	2.71516e-06	5.94712e-06	3.03615e-05	5.19337e-05	4.23828e-05	1.69662e-05	9.58904e-06	8.14878e-06	2.87608e-05	3.30345e-06	9.26537e-06	7.28926e-06	1.19892e-05	0	0	0	0	0	3.86964e-06	1.1263e-05	2.69577e-05	2.54008e-05	2.67801e-05	0	0	0	0	8.10965e-06	2.89246e-05	4.97115e-05	2.29772e-05	2.77134e-05	2.94409e-05	2.19693e-05	1.22274e-06	1.27704e-05	5.33674e-05	9.78301e-06	1.81142e-06	0	4.94258e-06	0	6.01746e-06	1.09688e-05	4.83542e-07	1.27838e-05	7.55749e-06	1.23923e-05	7.59309e-06	8.5254e-06	4.9562e-06	1.14067e-05	7.2542e-06	6.38679e-06	1.43862e-05	5.79666e-06	2.90941e-05	1.22172e-05	1.1348e-05	2.92652e-05	2.58114e-05	3.67313e-05	2.81535e-05	1.65186e-05	2.5875e-05	3.33859e-05	9.69656e-06	1.00875e-05	4.45035e-05	0	3.38923e-05	1.88333e-05	2.61079e-05	2.68246e-05	3.23798e-05	3.23061e-05	1.68529e-05	2.97901e-05	0	0	0	0	0	4.5875e-07	3.86542e-07	0	8.99682e-06	3.50549e-06	0	1.2497e-05	3.85943e-06	6.82227e-06	6.51423e-06	8.66609e-05	1.44857e-05	1.77599e-06	2.28909e-06	1.09509e-05	0	1.98376e-05	6.72431e-06	4.54182e-05	2.14799e-05	4.28984e-05	0	3.54396e-05	1.45604e-05	4.6063e-05	5.28684e-05	1.11396e-05	1.801e-05	7.76279e-06	3.85486e-06	5.62592e-06	3.82844e-07	1.97948e-06	0	2.9702e-05	8.29167e-07	1.56837e-05	0	2.04735e-05	1.80766e-05	0	2.41295e-05	1.69462e-06	3.36362e-05	9.3543e-06	0	2.69824e-06	0	1.73454e-06	5.98757e-06	1.33597e-05	2.89429e-05	5.86966e-06	4.6928e-06	5.74787e-06	4.04052e-06	1.092e-05	1.24696e-05	1.52087e-05	1.39596e-05	1.19333e-05	2.52173e-05	1.81308e-05	2.25727e-05	2.6693e-06	1.69825e-05	4.33019e-05	4.89901e-05	1.33884e-05	2.16703e-05	3.00448e-05	1.81399e-05	3.49905e-05	2.59942e-05	4.59729e-05	3.4112e-05	4.06429e-05	4.97321e-05	2.37923e-05	2.17981e-05	3.8056e-05	4.47416e-05	5.90933e-06	8.90674e-06	2.28789e-06	3.51039e-06	1.65247e-05	2.15987e-05	1.89659e-06
PWY-3781: aerobic respiration I (cytochrome c)	unclassified	0	0	2.37511e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	9.35916e-07	0	0	0	0	2.21873e-06	8.4727e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41929e-06	0	0	0	0	3.79359e-07	0	0	0	0	0	0	2.89358e-07	0	0	3.39003e-07	5.67047e-07	2.68432e-07	0	0	0	0	5.97327e-07	6.84115e-07	0	0	3.57506e-07	6.41542e-07	1.29913e-06	0	0	0	0	0	0	0	0	0	0	0	2.31375e-07	0	0	0	2.41174e-06	0.000154001	0	0.000136338	0	6.78141e-07	1.13365e-05	0	9.95408e-06	0	2.70736e-07	1.082e-06	0	0	0	1.3021e-07	1.876e-07	3.61524e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71068e-08	0	0	0	0	8.33556e-07	0	0	7.78891e-07	0	0	1.72693e-06	0	0	0	0	0	6.49209e-07	0	6.5058e-07	2.28233e-07	0	0	0	1.00338e-06	1.61003e-06	4.51007e-07	0	0	0	0	0	0	3.43897e-07	0	0	0	0	0	3.78969e-07	0	0	0	5.53645e-07	3.19417e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-3801: sucrose degradation II (sucrose synthase)	unclassified	0	0	0	0	0	0	0	0	0	0	9.20225e-07	0	0	0	0	0	1.53674e-06	1.27025e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05616e-07	0	0	0	0	0	0	0	0	0	0	2.79334e-07	0	0	0	0	0	0	6.44485e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49375e-06	0	0	0	0	0	0	0	0	0	0	1.2486e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6901e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13829e-06	0	0	0	0	8.88031e-07	0	8.00073e-07	8.02447e-07	0	0
