Pathway	Class	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
M00025	c__Bacteroidia	5.50501e-07	0	3.2475893e-05	0	9.73981e-07	1.972183e-06	8.82162e-07	2.807991e-06	0	0	0	0	0	0	0	8.322228e-06	1.0015049e-05	9.41076e-07	4.22662e-07	0	6.17447e-07	5.80078e-06	4.12291e-06	0	0	4.52265e-06	4.82039e-06	1.18535e-06	1.1204e-06	6.072007e-06	1.6458407e-05	2.0969214e-05	9.12057e-06	4.05068102e-05	5.7599842e-05	0	0	0	5.46653e-07	8.90029e-08	2.6420362e-05	9.14499e-07	3.052207e-05	1.5099908e-05	1.359694e-06	1.07849e-07	0	8.25383e-07	0	0	5.4147856e-05	1.23807e-07	1.4821153e-05	5.7274453e-05	0	2.5824936e-05	4.675443e-06	0	1.6494783e-05	1.020877e-06	0	6.315993e-06	6.64903e-06	0	6.42139e-06	1.992e-06	4.671081e-06	1.2261804e-05	1.43859e-06	1.1786865e-05	5.109824e-06	1.3121352e-05	1.2770979e-05	5.735482e-06	2.99978e-06	5.42943e-07	0	3.64752e-06	9.818628e-06	0	2.40611228e-05	2.28288363e-05	1.1220476e-05	6.2916204e-06	1.740159e-05	2.7201433e-05	7.820292e-06	8.5879614e-06	0	0	0	0	0	0	0	0	1.8531403e-05	0	1.3081806e-05	1.08706663e-05	3.28606e-05	3.44173e-06	2.637566e-05	0	1.96494e-06	0	1.02009e-07	1.16395e-07	4.224557e-05	0	0	3.19503e-06	3.640651e-06	1.73423e-06	5.346715e-06	3.5723903e-06	1.25838694e-05	1.012714e-06	8.80771e-07	1.41770223e-05	6.795976e-06	4.05393e-05	0	3.59592e-06	0	0	0	6.188245e-06	0	1.44586e-06	1.6559113e-06	3.43017e-06	2.47661e-06	0	1.78535e-06	0	3.79772e-07	4.052458e-05	0	0	0	0	0	6.1976263e-05	6.31952e-06	0	0	0	2.836202e-05	2.048201e-05	3.13128293e-05	2.6464668e-05	8.767445e-06	2.347891e-05	4.6890912e-05	1.4646296e-05	1.59348e-06	2.47746e-06	4.31403e-06	8.003084e-07	7.710713e-07	1.75145e-06	2.14889458e-05	2.92108757e-05	2.0584e-07	5.8234669e-06	2.893209e-06	1.0093994e-05	6.1557514e-06	8.275463e-07	1.04516481e-05	2.08608e-07	9.14203e-08	2.902123e-07	1.25515e-07	1.053374e-06	8.10956e-06	3.89e-07	9.79894e-07	4.597393e-06	3.434352e-05	2.775974e-05
M00025	c__Clostridia	3.195796e-06	2.34569088e-05	1.5359149e-05	7.85637e-06	2.9336041e-05	1.032759e-06	4.718237e-06	8.4969541e-06	0	4.49904e-07	6.33214e-05	0	2.528137e-05	1.384194e-05	3.4580001e-05	1.16838e-06	6.10161e-07	3.63972e-07	2.041379e-06	0	7.41496e-07	0	4.636569e-06	0	0	0	0	1.89445e-05	1.40979222e-05	9.169464e-06	2.39872153e-05	2.3557295e-05	2.3513707e-05	2.080278e-06	2.858533e-06	0	0	3.70601e-06	4.8592402e-06	1.38226e-07	4.999935e-06	1.00880795e-05	3.041986e-06	4.95278e-06	7.86133e-07	7.29345e-07	1.576525e-06	8.701247e-06	0	0	0	0	0	9.596894e-07	0	1.505707e-06	5.60427e-06	0	7.80626e-06	4.36216e-06	4.30831e-06	3.60493e-06	2.615981e-06	7.763857e-06	1.1755547e-05	7.760334e-06	2.728759e-06	0	4.28953e-07	1.707276e-06	7.751105e-06	1.6792029e-06	2.3320667e-05	1.8113483e-05	2.813755e-06	1.924055e-06	3.691538e-06	1.206651e-05	1.9208255e-05	0	6.1306253e-06	6.555865e-06	1.3945608e-05	1.2944237e-05	8.967274e-06	5.3234442e-06	1.811016e-06	1.5922733e-05	0	0	0	0	0	0	0	0	5.4442983e-05	0	2.3015544e-05	3.1450012e-05	3.38837e-05	5.47343e-05	3.098752e-05	3.924594e-05	5.67083e-06	1.5823e-07	6.53377e-07	3.7442e-05	1.03746e-05	2.905351e-06	1.2419842e-05	3.138477e-06	3.855422e-06	2.6225336e-06	0	2.86541e-06	1.3258728e-05	5.010491e-06	2.6513431e-05	8.383169e-06	6.627067e-06	8.771582e-06	5.46837e-08	3.079948e-06	0	0	5.04167e-07	5.672064e-06	2.39052e-06	1.651556e-06	0	7.179044e-06	2.90925e-06	0	4.279457e-06	0	9.03374e-06	6.464505e-06	0	0	0	0	0	1.0255595e-05	3.074379e-06	0	0	0	3.396136e-06	1.547041651e-05	2.935638e-06	8.734838e-06	1.20119993e-05	2.20744835e-05	2.729683e-06	1.394659e-05	1.2481345e-05	0	7.11972e-07	6.8800253e-05	7.156378e-06	1.3321822e-05	1.5890766e-05	1.3572101e-05	3.103568e-05	5.85399e-06	8.67362e-06	1.51664141e-05	1.84569374e-05	7.013229e-06	8.9132221e-06	3.609466e-06	2.665162e-06	1.3134e-06	1.11717e-07	3.401479e-06	5.054249e-06	0	0	5.20999e-06	8.3992383e-06	2.648331e-06
M00025	c__Coriobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00156e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17301e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00025	c__Deltaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86448e-07	6.20233e-07	8.52257e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00025	c__Epsilonproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	4.31626e-07	1.39063e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03803e-07	0	0	3.14079e-07	1.01861e-07	1.27163e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00025	c__Erysipelotrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.82541e-06	0	0	0	0	0	0	1.30161e-05	1.00585e-05	2.60326e-05	0	1.96819e-05	0	2.00798e-05	4.08322e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00025	c__Firmicutes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87993e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90104e-08	0	1.23637e-05	1.72999e-05	8.7835e-06	1.00493e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00025	c__Fusobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53933e-07	0	0	0	1.273761e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62721e-07	0	5.2543e-07	0	9.19957e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.336884e-06	4.91185e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00025	c__Gammaproteobacteria	2.599e-06	4.007109e-07	0	0	0	0	2.84557478e-05	0	0	4.28173805e-05	1.5371227e-05	3.39674307e-05	3.1512845e-06	4.319705e-07	1.1070654e-06	0	4.933097e-06	2.55510225e-05	0	8.9717085e-06	2.05587e-06	0	0	0	0	0	0	0	0	0	2.513438e-07	0	2.495497e-06	0	0	2.299417322e-05	0	0	8.588279e-06	2.120293e-05	3.43751e-06	7.74276e-06	2.483332e-06	7.814592e-07	1.8842836e-05	4.412326e-05	5.105523e-07	3.612504e-06	1.3449866e-05	9.902537e-06	0	3.125896004e-05	0	0	1.96702218e-06	0	2.615709e-06	6.633335e-07	1.508143e-06	5.272205e-07	0	0	2.84045e-06	1.538165e-06	6.534615e-07	2.10695e-07	5.10384e-06	1.89965719e-05	4.00986e-07	1.494283e-06	2.88544e-06	4.32706e-06	4.064881e-06	7.564559e-06	3.086049e-06	0	1.0695767e-05	6.427206e-06	2.6359493e-06	2.88901e-05	0	0	0	0	2.552604e-07	4.21491e-07	2.16803461e-05	0	4.901149529e-05	0.00010685178131	0	5.63359e-05	0	5.76971787e-05	4.572160896e-05	4.2975089e-05	0	1.33073474e-05	4.521508e-06	2.1299235e-05	0	2.145325e-06	0	1.22041e-06	4.299821e-07	3.24379015e-05	3.51079361e-05	9.97239e-07	0	4.87785e-06	0	0	0	0	0	6.831675e-07	0	0	0	0	0	3.13494e-06	3.86751511e-05	0	5.6763621e-05	4.96309536e-05	2.3577681e-06	1.295455e-06	9.97412e-06	0	3.598214e-05	4.082007e-05	9.0434734e-06	4.451475e-05	8.8091157e-06	2.477361e-05	4.0222551e-06	0	4.07272e-05	1.72058145e-05	1.31009e-06	2.261425079e-05	3.77310623e-05	2.44111e-06	7.696807e-07	1.993145e-05	2.377727358e-05	0	2.808507e-06	2.744471e-05	0	2.24338e-06	1.961133e-07	3.39861025e-05	2.00273e-06	3.44774e-06	4.00721e-07	4.10424886e-05	1.8902112e-05	4.420893e-06	2.361484e-06	1.1687353e-05	1.3881284e-06	2.089572e-06	2.5152371e-06	0	0	3.18837e-06	1.2739315e-06	3.05779e-07	0	6.147032e-06	3.771576e-06	5.502962e-06	0	6.860626e-06	8.6522213e-06	1.5094765e-05	5.539199e-06	3.660522e-06	8.96924e-08	3.506103e-07
M00025	c__Negativicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92975e-06	2.03683e-05	4.0202e-05	0	7.5076e-06	0	0	0	0	2.71102e-06	0	1.06179e-06	7.88913e-06	0	5.61561e-06	2.60144e-05	0	3.17057e-05	2.47733e-05	2.81847e-06	1.80502e-05	4.49624e-05	0	2.58771e-05	0	0	0	0	0	0	0	0	0	0	0	1.67102e-05	1.25861e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05683e-06	1.78677e-06	0	0	2.54151e-06	1.62283e-05	5.09949e-06	2.9938e-06	1.81723e-05	3.03602e-06	7.96554e-06
M00025	c__Saccharomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13954e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88407e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00026	c__Actinobacteria	2.63721e-05	9.34532683e-05	3.92806583e-05	3.5060195e-05	0.0001613287859	1.38049746e-05	7.573811e-06	0.0001485825865	0	0.00024146015	0.0003115571	0.000204618183	0.00011616611	1.54788172e-05	7.833009e-06	6.36231e-06	0.0004300391768	0.000357088592	2.4069611e-05	0.0006513742728	1.25319e-05	0.000183346	0	4.38744e-06	6.27626e-07	0.00051158293792	0.000528603	5.70004e-06	6.06718e-06	1.61496e-07	0	0	1.87562e-07	0	0	0	2.49214e-07	1.6606e-06	6.43539e-07	2.5927996e-06	9.756187e-07	9.578882e-07	2.37769e-06	2.84457e-06	5.1880495e-05	6.474954e-07	0	0.00021696909568	0.00067086573195	0.00077608900018	1.104888e-06	0.00047502299287	1.9378289e-05	1.3094427e-05	0.00066018458976	2.903774e-05	1.2937321e-05	0.00025114219	2.0694147e-05	9.8541e-06	2.435729e-06	0.00030736416872	6.5558224e-05	0.0002611363954	6.7481756e-06	0.00015787399039	7.81106148e-05	0.0002007027467	0.00051938323051	0.000324875021	1.0352708e-05	0.00023689928829	8.32741e-07	8.21328e-07	0.000110988981	8.45434e-05	1.54745e-05	5.768808e-06	8.437536e-06	2.130801e-07	6.32672281e-05	1.5275843e-05	1.6865181e-05	3.739394551e-05	4.20739822e-05	4.080625e-05	2.422197e-05	9.29570798e-05	1.56073e-06	6.379508e-07	5.8228096e-05	8.7244e-07	0	5.35401e-07	3.59125e-07	1.04047e-05	3.18498e-07	3.46888e-06	1.10037e-07	2.738937e-06	9.32496e-07	2.76612e-07	3.1234228e-06	0	2.596321e-06	0.0002290810084	0.000161893293	1.84137e-05	4.20545e-05	1.816502e-07	4.06e-05	2.13026e-07	2.115793e-07	1.1126936e-06	0	1.3217973e-06	2.60391095e-05	7.81568e-07	4.23834e-07	3.0463177e-06	5.318517e-06	2.740286e-05	0.0002069863686	4.3771958e-05	0.0001302296565	0.00030485156011	0.00062035819625	7.3653263e-06	0	0.000276942823	1.18055e-07	0.0001166777516	3.9967771e-05	3.95818e-07	7.8924576e-05	7.335448e-07	0.0001022593946	2.3243043e-05	0	2.43726e-07	0.00099336415	1.26263e-07	0.000569341807	3.99255e-05	6.09835801e-06	0.000638689387	7.79336e-07	2.95567e-07	0.0003121043403	1.63578e-05	0.0003116230481	3.40656823e-05	3.08354486e-06	2.825437e-05	1.0371137e-05	3.8943224e-05	6.5549164e-06	0	0	0	0.0003300147236	0	1.94643e-07	0	0	1.89250351e-05	5.916637e-06	5.15342e-06	6.26752e-05	0.00027178260778	1.1640822e-05	0.000848628867	0.0009132754452	0	1.8552505e-05	0.00065562404823	0.00043758143341	0.0004097404669	0.00086907368775	0.0002612517639	0.00010496102968	0.0003467061249
M00026	c__Bacilli	7.8806135e-06	0.00010149316	8.2219628e-06	2.80045125e-05	2.9287479e-05	0.000461417598	7.8398202e-05	8.0621818e-05	1.78240529e-05	0.0001030757939	4.0605012e-05	0.0001050791138	8.6463601e-06	3.007388e-06	4.22786e-05	7.6447216e-06	2.92499946e-05	4.1024031e-05	5.7882069e-05	7.06179896e-05	2.151526e-06	0.00035359925329	7.67655e-07	2.016229e-06	1.41016791e-05	2.062734e-06	1.5891666e-05	2.8346776e-06	2.02791109e-05	1.629688e-06	6.226062e-05	4.259661e-05	5.582608e-05	7.4374303e-06	3.429969e-06	5.514096e-07	1.33890888e-05	3.3081833e-05	0.000102017925	2.55647605e-05	0.000265582813	1.83134456e-05	1.2487501e-05	0.000289731885	0.0002919842545	1.63304909e-05	5.22396e-07	1.95446154e-05	7.643087e-05	3.02577254e-05	0	1.6636517e-05	5.3452603e-05	2.3336582e-05	3.44000741e-05	5.0695201e-05	0.0001293747275	6.18759259e-05	0.0001022519462	0.000103460463	7.55976483e-05	2.9651735e-06	0.0001185286915	5.0628858e-05	6.31968295e-05	7.5116064e-06	9.98922e-06	1.6458507e-05	6.2466756e-06	1.58577527e-05	1.0325126e-05	1.9455549e-05	2.509555e-06	9.4334719e-06	4.5027306e-05	0.0001792427973	1.8842946e-06	3.4745429e-06	2.270482e-05	3.3205114e-06	5.03911111e-05	3.6177094e-05	9.7906203e-05	9.2607068e-05	6.9552848e-05	8.57363232e-05	1.3719e-07	1.4319517e-05	5.1897717e-05	4.831797e-05	0.0003173524731	0.0001437654	1.77158463e-05	0.000118680615	2.956209e-05	4.9146197e-05	1.665336e-06	4.9208636e-05	8.35721e-07	1.919152e-06	2.7306218e-06	6.418433e-06	9.025571e-07	4.5017068e-05	2.31066151e-05	1.11733865e-05	2.81091319e-05	2.598631e-06	8.33179e-08	8.3535306e-05	1.322941e-06	1.127729e-06	0	2.023919e-06	2.37702e-05	4.407697e-06	0.0001589810153	6.698792e-06	1.1508009e-05	1.61912586e-05	1.02426267e-05	6.36964145e-05	9.95961864e-05	1.0211322e-05	5.22786144e-05	5.18402359e-05	4.0142605e-05	7.861261e-06	0.000370163356	1.35161538e-05	4.80795e-06	4.55289998e-05	9.8785704e-06	1.759026e-06	1.79316617e-05	3.1975974e-05	2.30239428e-05	4.1500168e-05	1.55953e-06	0.000197881605	2.0051129e-05	8.343898e-05	7.904415761e-05	4.82684e-06	4.70200038e-05	8.13167844e-05	4.4846598e-05	8.91390212e-05	0.0001041746599	3.9421405e-05	9.3298322e-06	3.24458973e-05	0.000228326455	3.792211e-05	1.8571363e-05	3.18425e-06	2.7106171e-05	2.88728e-06	1.98445623e-05	3.91822535e-06	4.95273944e-05	2.28544e-07	0	4.04568e-07	4.3042e-07	3.7865998e-05	9.3876919e-06	2.37256909e-05	1.08305e-05	2.434976e-05	3.86492584e-05	0	2.1644933e-06	1.125423e-06	0	2.4279438e-05	4.60286857e-05	5.7335683e-05	0.00010391689827	3.6118328e-05	1.0686643e-05	5.8575864e-05
M00026	c__Bacteroidia	1.24618e-06	1.37656e-07	7.49088738e-05	2.03469e-07	2.89715e-06	3.890636e-06	1.2417302e-06	8.718363e-06	0	0	0	0	0	0	0	3.69496585e-05	4.89892432e-05	3.1699149e-06	3.942962e-06	0	3.6762739e-06	1.016826119e-05	4.55738301e-05	8.73831e-08	0	7.39587e-06	7.0671507e-06	2.17738801e-05	1.78893726e-05	6.02121509e-05	4.74468749e-05	6.96056248e-05	3.10904498e-05	0.00017147122245	0.00015994905525	0	0	0	7.666849e-06	5.345845e-07	6.82971808e-05	6.4672816e-06	9.187450968e-05	5.59136088e-05	9.291619e-06	4.227265e-07	1.045032e-06	3.035243e-06	0	0	0.0001482801838	2.217109e-07	3.79372137e-05	0.00012012210077	0	5.049691472e-05	1.0797939e-05	0	4.58827769e-05	1.836971e-06	0	1.712307e-05	1.928472e-05	0	1.373971e-05	5.835416e-05	2.00275394e-05	3.15975191e-05	9.7883534e-06	2.8118314e-05	2.11776086e-05	5.17128267e-05	4.998250828e-05	3.99014474e-05	9.638916e-06	6.152243e-06	2.50845e-07	1.7336587e-05	2.89523584e-05	0	6.831686874e-05	8.82852007e-05	4.14169876e-05	1.94946471e-05	7.58987976e-05	0.0001004033814	2.946714818e-05	3.88379281e-05	0	0	0	0	0	0	0	0	3.90272184e-05	0	4.85500186e-05	4.25800912e-05	0.0001162251428	1.36313e-05	0.00013207610337	0	8.44783e-06	0	7.09483e-08	4.23483e-06	0.0001830282971	0	9.46354e-08	1.070997e-05	1.7809133e-05	7.310564e-06	4.6735346e-05	1.747538e-05	4.898274047e-05	3.9475201e-06	3.481689e-06	5.15350956e-05	2.42473462e-05	0.00011350731733	0	5.26089e-06	0	0	0	4.4174214e-05	0	9.7951448e-05	3.10567298e-06	6.49999e-06	1.6071376e-05	0	1.2176147e-05	0	1.13137e-06	0.00013290922739	0	0	0	0	0	0.000143225739	1.4669256e-05	0	0	0	0.0001136975121	3.35143961e-05	0.0001216866132	8.11727152e-05	2.04678635e-05	3.91206899e-05	0.0001838317326	3.70281387e-05	1.80247422e-05	4.9983e-06	8.20119e-06	1.137455e-06	4.1596407e-06	2.63878e-06	4.1746e-05	5.24154e-05	8.2442e-07	7.496589857e-05	4.18990584e-05	2.8492513e-05	3.75194614e-05	1.33085968e-05	2.81415131e-05	1.008703e-06	5.434591e-07	9.654046e-07	5.62697e-07	6.3229831e-06	3.117607e-05	7.62297e-07	1.49471e-06	2.8158833e-05	0.00016959238056	9.763701578e-05
M00026	c__Betaproteobacteria	0	0	0	0	0	0	0	0	1.17657e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.573421e-07	0	2.590153e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.954683e-08	3.453147e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
