Feature	Species	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	unclassified	261.9131247374	138.1168760904	493.759883523	190.1538057686	52.4892442729	81.7859870179	470.4990729049	26.962230889	0	102.1114091184	28.5673522535	61.7478165197	638.1881429541	1127.1948905101	914.2172001513	98.8797441212	179.8065134734	117.6489529304	484.0985919559	76.1304760649	92.0592796886	100.8746058009	294.8010486067	0	0	0	0	234.0262035643	221.01752172	696.8027709182	284.247508376	302.267253082	303.1520859817	125.3971712306	144.8491729909	0	6.8171460277	94.5356454821	1058.8657592524	1347.9477443894	382.0245271303	1109.7411941347	496.3368077907	627.6008051811	43.201364791	1200.7182758384	241.1841429392	191.3462512071	24.6357101973	0	233.3601861774	10.2996316339	39.7260989408	107.5955420418	43.562123492	160.3274882813	104.0999278601	322.3834998245	125.9403446538	117.5544332391	56.6172008116	112.9939615958	95.1103412628	130.5440309152	197.7433819538	238.9275705248	355.4721691562	248.7328212342	290.8404920013	563.2435355656	283.3295163053	620.474749657	471.3946820676	278.215642575	280.1945174714	423.0370362507	74.7964390906	217.3543969487	651.1116628358	3.708772389	541.3327973067	308.9484350425	482.0023339796	304.2848368215	574.6345099228	447.6432859756	573.2414944729	400.3339064263	5.5256978507	16.9381613459	53.4023459702	0	5.0543420683	20.8831427812	11.986017134	1.9195120898	228.616290549	40.4577983146	0	408.4176463578	74.1366300495	278.0200691593	318.5126180289	1527.3737660478	329.0305865407	109.8194453186	116.6053674443	265.9778323445	479.5024806084	954.3919158	543.7857504967	1228.7384187579	615.9732613189	790.2968168694	0	509.7798223351	186.4818028103	701.9912713533	704.5667475327	221.8379709722	322.7561084293	258.0617161258	92.2484709837	74.050950478	50.8217257153	66.7791940927	0	523.8691230732	18.3129678285	619.6311174522	0	351.7994137393	607.535046484	0	899.4324919886	45.6237089362	992.2451391065	85.7622979515	0	43.4770997079	0	44.9942428446	56.9162650256	141.3877726158	474.1822163701	80.37680742	84.4606859291	98.854925527	24.4240690895	315.4170706159	143.4219526793	282.2738540821	558.687696064	303.5552873584	275.7739350951	189.9192857763	354.9454708289	62.9045498587	665.6601573638	785.4787696903	576.8303401864	274.853069559	267.9922881204	582.6309547297	323.8899861973	674.8608479947	445.6700275034	568.0026063876	413.1267609236	1052.7462171477	498.9307359254	356.7562504861	265.9818863229	570.1828484089	621.0944319872	56.743641901	115.3629269087	36.9217401799	46.1644099369	151.7391537689	396.7160005375	11.8063724721
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	unclassified	0	2.4736547315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7961816067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0248030773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5662626048	0	0	0	0	0	2.0361366921	0	0	0
KETOGLUCONMET-PWY: ketogluconate metabolism	unclassified	2.8630142788	9.3675956455	5.6886590068	0	0	0	7.25633895	0	0	4.0127511447	3.3161678266	0	1.9217108896	7.0981305489	2.5207389378	0	6.5792716843	9.8432698631	0	6.2988664264	3.0729025907	15.2534277688	0	0	0	0	0	0	0	0	2.5031588	14.3745727673	8.0311103669	0	0	0	0	0	1.5407603595	16.0610949836	7.4342950782	14.493790394	8.2133869491	1.3890304638	2.6595840118	0	1.9326730427	7.6630452049	2.661491982	1.9081376744	0	0	0	0	0	0	3.4650067944	7.7790923709	5.3107754222	4.0848945888	0	0	6.2288638664	0	0	2.5114488154	4.8249992292	11.6811040411	0	7.1978005905	3.9419227697	5.3253691574	3.8549130524	8.082173782	7.3560041123	0	5.0574564461	0	0	0	0	8.2828367072	2.6318613295	0	6.0205486883	10.3617976153	17.6659756804	0	0	0	0	9.9410924864	0	0	0	0	9.7720519771	8.9128699545	0	0	0	11.4555097799	24.5601742804	0	3.4735866972	0	0	13.7819759892	0	0	0	2.7366584122	0	4.4735193908	0	18.2978913206	0	13.4577945098	0	0	0	0	18.6787460938	0	0	11.7942084034	0	7.9544709117	0	0	5.1605151465	0	4.1968961298	0	2.5842456429	20.1785325667	9.2424020233	7.4750155476	0	0	0	18.1519407855	85.3585973919	3.7550480881	10.6017589416	27.9993661454	21.5998556172	36.8866061919	2.0918497761	0	0	3.0215199209	9.9302342794	17.2980025627	4.3759533937	13.6487550562	9.259332787	32.2737229244	19.908891136	4.2160257495	5.5168255745	18.2234519349	8.0919614295	9.5298489589	0	2.110257746	0	13.8972201116	10.6208623485	4.3491877087	5.9987410304	14.008181389	9.056105441	14.1367539672	5.3421054779	1.8926145074	0	5.5226352101	43.7697159566	12.0064057436	4.4263782284	1.0651854787
LACTOSECAT-PWY: lactose and galactose degradation I	unclassified	37.8157035263	93.349142782	23.6859071575	60.4479045187	45.9482739967	28.3688223164	133.1525949888	87.3247975153	0	49.4261547949	85.2149740432	97.1709342018	53.1800898549	156.2343962939	32.8876464778	17.0997151914	0	0	2.1019474341	27.6609707177	0	0	24.0973917991	5.9474012987	0	0.7268180555	1.5250030741	11.8804751282	0	0	51.8511732867	100.937504044	115.663284909	0	0	0	0	24.3947497208	291.4537429545	259.695285793	152.5432210395	562.4429345074	208.6961534578	261.2813980505	7.5411726715	513.9722528739	0	159.6494520252	10.1979763475	18.8872152231	8.1553719683	17.2748317493	13.9396199441	27.0472738409	22.5057985391	14.6821214211	49.9650715283	112.0265790244	28.4164441602	41.8371523422	0	27.4333973416	51.864214542	51.9177034364	22.9244907399	18.2141130863	114.4410436916	94.016838843	52.4890854082	117.612827104	775.9351513163	139.0468216462	693.992815642	379.8655850672	65.4539281897	44.9269405588	0	0	93.2854031821	3.566121698	742.1337796045	105.247525295	112.436264398	130.2256933405	94.2855578286	486.0338260008	66.3982365284	93.0688389037	30.4352079876	9.2252461447	0	44.318777666	0	10.9801063853	9.0733315039	11.2962926239	48.1445604699	0	0	303.0341058387	12.5928592906	10.2504881629	2.8681880832	8.600962996	19.7050125703	0	31.1392734845	39.7408895389	24.7092314028	11.4240318634	0	59.3110687586	13.1775547682	49.0735327	0	144.0168205171	171.722873011	198.3708112148	102.4485885458	49.7928260126	55.0180681165	26.9211017877	45.327578231	15.6728012627	0	28.0883557582	19.1231051708	122.2138706738	90.6950286598	82.7360813947	0	27.1449722799	147.1708839133	6.1089607399	72.8270595934	11.6389983733	61.197978539	109.2217028481	0	12.4325217293	0	6.7167739945	0	45.3502929625	42.8980466277	12.8962144917	36.1997967266	134.2950158413	1.1503817666	10.2919135435	0	35.6146827516	100.45415878	30.9850201324	19.0664202883	20.2538552824	73.5135266014	8.3998332279	0	0	0	26.6611020773	28.2675085663	20.045557258	13.484387947	256.3226876091	80.8238474971	78.5310977566	130.5607800735	276.5603193831	124.2721235329	34.0247509901	48.0116458375	19.8797739915	283.9866227757	83.2360849181	57.5504619149	21.0796889767	13.9421587195	47.7241497459	136.2372649125	8.8835832046
LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2988710826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPASYN-PWY: phospholipases	unclassified	0	0	0	0	0	0	0	0	0	0	20.596251723	0	13.7139844339	12.1714080532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.3686863743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5929919706	0	0	0	0	0	0	0	0	0	0	65.7405305151	0	0	0	0	0	0	0	0	0	7.0921985816	0	0	0	0	0	12.0357497057	0	93.064758098	0	150.8600302824	49.6375113583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5091563564	0	0	0	0	34.2162053901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	unclassified	9.1953883321	58.5874344088	50.2666421368	20.5788098924	0	0	46.1090834122	0	0	27.179147408	15.3540961596	49.8940960151	39.2943745588	16.0264563854	6.0177708299	0	19.1350318845	16.7295460408	29.9940198364	38.122168433	17.1136477925	397.6320470564	26.2428610216	0	0	0	0	0	0	0	20.0269535192	6.5355271451	18.279282176	0	0	0	0	17.5112914507	157.6321538139	190.5533630594	43.4215918413	118.0005981937	91.2556761904	138.7012441651	0	0	16.1083898655	12.3079777586	7.7280240057	15.2280135498	0	10.6981134689	0	0	25.1513470312	9.7746037715	10.6206564128	34.4623300725	16.3962695553	20.4063323664	0	0	45.9903832743	56.0971490596	15.1292676441	8.357477706	22.9941322446	52.6042856105	32.2833278719	58.4197709159	27.0052340521	34.4496450898	9.2146504878	10.590810965	21.3147425277	92.7909882412	42.5703808076	0	12.2095701943	0	23.5498215138	0	24.2598764049	15.0055811748	16.1709057278	22.6238672782	71.816942237	17.1148381967	28.5307399354	21.1757793652	0	17.1308647405	0	57.4289036519	18.9192229309	0	23.9811977717	59.6927132765	1.9115356589	50.7026823852	0	22.6414647689	10.9390649916	0	24.7836805005	13.0694506777	64.4108463425	46.4879430732	0	0	0	146.3138113503	0	65.8054846328	0	63.1483318168	0	54.216782251	21.4341131461	6.8750757686	0	0	32.5198136965	42.0828828313	20.9957326447	34.8397025859	14.9107516536	57.5007290826	23.0894724934	16.093755698	15.2809342124	0	92.2176141467	18.2217116178	16.1628047036	38.9832123934	66.9220288015	0	0	41.2768384056	0	29.9653162566	75.557779556	37.242998323	56.7012698483	24.4545558079	68.7383042302	68.400137263	19.1169541631	48.0092353224	0	36.962839981	25.786615633	88.9317560327	59.124168062	27.5267041652	9.017242874	0	86.5478971959	7.3099527197	10.0395684008	40.334448709	3.6874102845	0	0	134.7809987899	46.1119686669	25.5454403364	11.5293683192	40.0150764721	39.0925755647	45.4147472679	13.5389139646	28.6755739837	0	26.8956782984	46.0139776128	24.6398964472	43.0658297105	57.5013241088	26.7480210518	10.3577542951
METH-ACETATE-PWY: methanogenesis from acetate	unclassified	0	0	0	0	0	25.054574442	44.361879775	37.0041140741	0	0	0	0	145.711788652	208.0405539656	98.6485733331	0	7.7611126314	13.1616285204	40.7045119582	0	0	0	95.867076842	8.2409235341	0	0	0	0	28.0538187471	55.1663951092	26.2183675271	0	0	0	0	0	0	0	10.79178613	194.3450262343	80.9262403701	54.6280333178	38.0407282924	54.7341678834	0	122.135091727	154.6688788346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.684732736	69.4846739218	0	29.492317364	0	307.536393857	0	0	40.8548502498	86.1762374358	11.3393182891	62.9621805495	16.838722428	0	32.6652488686	48.0813310475	86.3093889432	24.5854391481	36.5863066837	57.3189018589	18.0227029186	41.974915842	0	0	0	0	0	0	0	0	0	0	0	13.3980238181	0	0	0	1132.6266520236	147.9504020216	0	0	19.3312317032	14.3842096123	514.0123296165	77.9512379125	480.2126417787	202.2929710766	307.2752774807	0	316.2669963604	0	176.0730734011	351.4863837869	0	0	0	0	0	0	0	0	0	0	0	0	149.4161625526	0	0	0	0	6.7559890723	0	0	0	0	0	0	33.960125194	0	0	0	0	0	67.0625241681	94.8786082974	8.8893134727	22.0474860589	95.5762027156	77.3543652756	13.4361359608	48.2594974153	0	135.918148721	896.4936833786	211.0376122642	23.312707572	0	16.2928391825	41.1382453075	119.57764446	55.569925124	25.3721979226	54.6196270948	82.5637256618	11.3218115978	28.9778412817	0	0	36.7644636045	0	19.8892380028	0	0	0	0	0
METHGLYUT-PWY: superpathway of methylglyoxal degradation	unclassified	0	0	0	0	0	0	2.1660865449	0	0	0	0	2.5865980556	3.7364388031	1.5670897919	11.403286392	0	27.5004413015	15.5729409149	0	0	3.2379453831	7.5375728603	0	0	0	0	0	0	0	0	0	0	4.5795477068	0	0	0	0	3.4788431898	6.1638438572	3.1818710308	7.6256638679	44.4833821775	23.5055113142	21.3192229057	2.6958939136	0	0	0	0	0	0	0.8700184313	0	0	0	0	1.2600150615	2.3467036916	6.578713987	0	0	0	1.8421805528	2.2780713953	3.3734717026	1.9576360751	1.731912687	0	2.3305496863	3.5564602477	14.4234359899	2.2079060356	9.4676412188	17.3018390974	3.7976345158	2.1639892004	3.5674834492	0	33.8217556033	0	0	0	4.5212671902	7.3425689699	5.9207785942	3.6359722812	10.7398561796	0	0	0	0	0	0	0	0	0	4.7283011261	42.6713703762	0	8.7730657932	0	0	0	0	0	2.8774345266	5.0990928956	3.5037412386	0	8.2510774881	0	0	0	0	0	1.9882560334	0	3.2263270845	0	0	0	5.1506150809	14.5450422942	0	0	0.456460243	0	4.3626452346	0	0	0	15.3460815773	26.4965411011	0	5.0979736643	6.1808000383	6.6892769622	0	0	0	0	0	85.925304202	0	0	31.1539625405	0	0	15.6857946326	0	0	9.1216720729	3.4900646462	6.6266714021	31.5387289058	5.2494859472	2.6546103984	2.4738816251	0	0	1.5651461974	0	3.4735337369	0	4.9922874759	2.2611650163	36.1418270859	0	0	4.0683872425	2.4094206854	5.4743184623	0	5.0535709884	0	5.3775960973	0	3.2539294999	5.5877184675	0	0	1.7953212409
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis	unclassified	8.1064752788	52.3897335049	49.0792470347	18.8284873671	0	0	41.7953530066	0	0	25.7477964402	13.5749770167	51.8176143166	35.1753474466	14.1186277234	5.2690677776	0	17.2522802075	14.9766214828	27.68031388	38.3668123064	15.2320238459	437.1781316652	24.3618109854	0	0	0	0	0	0	0	17.8322655288	5.7811114708	16.1515863881	0	0	0	0	16.4621333243	148.6550223416	181.0156886345	38.7792044264	105.5450259216	90.4992391783	132.4077367405	0	0	14.22427649	10.8080617768	7.0047969937	14.2530497536	0	17.7310992599	0	0	25.4073583399	8.588030471	9.4037099181	30.3685783885	14.5354248026	18.2402216102	0	0	40.7154130727	56.5653545867	13.3240435228	7.4232686181	20.1817725112	46.843220557	28.5070811957	53.6179025426	24.2532751319	30.3826972023	8.1288087096	9.3250674843	18.7842118198	86.4931423018	38.9784927793	0	10.8510145167	0	21.2557490958	0	22.0752569926	13.2552833588	14.5803498049	20.2648080897	63.5464265956	16.1289747983	27.056319472	20.0508715539	0	15.0872690923	0	56.3271547465	16.605451016	0	21.4063725089	56.2245610481	1.7031375494	45.3532685411	0	21.3098086139	9.7671720849	0	22.2870663139	11.9610262723	66.8630808666	41.8648496907	0	0	0	146.7407142496	0	72.6017217404	0	59.2494524151	0	55.5510875688	19.698324622	6.1196741465	0	0	30.3062622012	40.4303611432	24.1736666659	37.0838614293	13.5282900684	58.6712131726	23.183521494	17.5256242414	13.5537624356	0	82.2571142942	16.3039807472	14.3930601495	36.1983643776	63.2331905881	0	0	42.7625756709	0	28.2624442049	74.8124292511	33.5339357734	56.7578574795	23.0480017454	70.4211879005	70.952531265	16.9206587729	43.628999767	0	32.6219176509	22.8394103923	80.8351638642	52.7906277249	24.3464277058	7.9204527689	0	91.6082499841	7.0025233318	8.8769372754	41.6668626056	3.2434011255	0	0	126.4610559207	44.6500642302	22.9664637926	10.2420164753	35.8497895267	35.2750374864	40.3418359883	11.9050589659	25.3278412264	0	24.4595397097	46.3532465493	23.362496462	47.3287902487	52.0798756553	23.5737004642	9.3121137108
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	unclassified	0	1.0936480251	0	0	0	0	0	0	16.4767269161	0	0	7.3025179729	0	6.8015131874	2.8355653843	0	0	4.088362916	0	11.9978835824	0	6.3335376997	0	0	0	0	0	0	0	0	12.939056151	0	3.5529686905	0	0	0	0	0	0	0	18.2167885439	1.44639592	0	0	0	3.9255646229	3.6093142752	0	5.036227354	0	0	1.3028693955	0	11.2097666453	0	8.4901072477	0	4.3750000933	5.2988921894	0	0	0	0	0	2.5253183511	1.7230110803	9.3310266172	0	2.3307332513	0	2.0270185153	0	4.0091703309	0	0	0	0	0	0	0	8.6787850955	0	18.0958817723	0	0	9.0507732115	0	0	0	0	0	0	0	0	15.3392188946	0	0	8.1445114697	0	0	0	0	0	0	8.8101337024	0	4.4215479791	0	0	0	0	5.7986398683	0	1.9746730707	0	1.452099136	0	2.5675089628	10.1237733418	6.7545966441	6.2316015689	0	6.2189124178	0	0	9.7485839509	0	6.8306958904	0	0	2.1349309494	0	36.0350271022	5.4621096208	0	0	0	0	0	0	0	0	8.2211706085	0	0	0	14.1656216383	16.0227543385	5.5839666376	0	0	0	20.686585557	23.2791945769	1.4208226757	0	0	6.3996788042	0	0	0	2.1445923099	0	0	0	1.6387018028	5.7374556294	0	0	9.4180522815	0	1.2039943853	0	0	0	0	0	0	3.2842620193	17.0116144536	1.4700020702	0
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	unclassified	6.565261191	10.7010045882	17.7965073126	0	0	8.6467998366	17.8022083354	0	0	3.4138570953	5.9575146161	13.7126791743	4.1243798562	4.4797976123	7.7769149846	4.6372477322	1.0949719624	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8807126024	8.036049571	0	0	0	0	0	0	0	0	3.1048226012	0	3.5666969274	0	0	0	2.3593961875	4.415173199	8.2255573578	0	0	0	0	11.3175260001	0	0	6.8150311316	0	0	3.5370261636	0	0	7.682802998	0	5.7127579575	0	11.8311920167	13.0201115886	0	2.531707445	4.2622969222	14.4038084474	0	0	0	0	7.8345172045	0	0	0	0	0	41.440489472	0	15.7849927295	0	16.6671149125	0	0	0	0	0	0	0	0	0	0	15.6577117161	0.903660315	8.0388951528	0	0	0	0	7.0572654967	0	3.8964747268	0	0	0	0	0	0	0	0	5.6565891302	0	5.7340783742	0	0	0	0	12.7983481213	0	6.7551570571	6.5268352005	0	6.7346411208	0	0	0	23.4358466368	20.3770067022	0	9.255180574	0	24.860127514	10.9731700927	0	1.3131742697	0	0	25.4639782071	0	0	0	0	8.1317402294	21.8584002247	0	9.7047009278	16.4878428186	22.4746067167	0	12.2395218691	0	16.6811547694	8.7293984603	0	0	4.2227131135	0	2.2005638807	0	0	1.7618884827	0	0	10.5064184185	31.8924702284	10.3301912925	20.0496944845	14.5447824446	0	0	1.6101514926	0	0	12.030089083	0	0	1.986121101
NONMEVIPP-PWY: methylerythritol phosphate pathway I	unclassified	524.7083069004	235.0847927333	640.4079369599	306.5960521752	209.8463382616	122.9158336232	379.2498031006	329.3877829306	0	21.6868425355	20.3474266714	24.3648672712	384.2302014159	740.0157012751	1045.8385396161	222.3372618959	158.5472085083	61.4440596709	503.6699024959	16.4467062473	218.8538797348	0	156.3659107257	0	0	0	0	54.867183436	63.7595334435	285.2083766624	576.2108611688	521.3245755504	430.3248317045	66.8322288108	109.927997096	0	0	12.5557000156	915.313700542	572.0237672373	360.5944504571	967.7651056469	321.3963147077	532.0869554712	39.6129864961	734.0083167127	1383.0283836683	497.9824248204	14.025379206	15.7703079187	370.1586032232	17.689605479	44.0773303507	181.5155821236	45.0312210346	253.3815931389	35.5017380246	236.2519063488	130.1650329403	120.8839016763	129.0375768079	156.4473219622	97.9119981189	199.8710498664	226.0511655546	303.2497720225	620.7906197596	217.3694341078	254.254894914	497.0530954231	516.2656516054	773.2369750915	682.9479519982	394.4517344685	292.2770015811	375.6602379867	98.1412490176	174.2058085238	696.5381637227	0	630.4682974579	384.9128007466	479.0861282046	413.7862815131	644.3013576332	732.1924061718	408.730494594	404.0426871319	39.6695278893	25.9016132642	0	36.3754180955	0	35.2937649902	80.0137699694	0	129.4272548899	52.138362171	9.4088571901	279.656360711	52.8741785827	339.4185237155	351.6178491719	1861.8893129655	273.294848409	11.4089711834	36.410613004	592.7744922677	590.1911617657	949.1052993836	1029.6306039683	1022.165940252	540.7933572877	745.2190664723	0	642.8896641079	245.0637389342	865.7373078291	748.5453492827	286.6415896765	375.7287015345	255.7222906303	21.5636095624	102.0753487394	0	11.1203220792	21.8455876524	552.1201029951	0	482.5323335955	30.6442534561	480.461667119	671.9573223043	29.3478655527	980.374134306	42.0038573658	838.9202631044	363.1726599826	0	0	10.9982239848	14.1191239798	41.8908641876	184.7062856136	602.2160346381	39.8198223525	38.0264096876	18.0523420663	155.216428897	188.382986585	206.0483134551	565.7481991715	487.6632838243	296.7771433779	505.1235589372	458.8592084194	353.8342960582	32.5222550345	782.3347692088	1374.380087664	935.8022910758	184.8657818338	380.5158585099	406.2237152734	396.4452881208	541.3089169825	389.6501396524	618.8873508697	569.0015666835	916.4064956439	611.4526058765	329.8165928521	256.869836204	378.0112326564	753.4045813521	131.7915693531	133.0054737338	0	15.4703824419	164.039236355	329.4689451746	32.1220108332
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	unclassified	242.5925087277	117.7992304995	488.36571599	226.6721489552	89.0821875222	140.0080860401	382.6497459173	275.2200949233	74.4389524546	174.4029970993	251.2429722687	247.1584473642	459.410874968	544.4949246712	581.5018187512	254.6949519253	219.7254836747	171.2675476363	292.3864661478	51.5571567028	191.1911651802	227.5922177468	235.9083709298	28.3035542403	7.1809507367	17.3667490384	11.6374340682	221.256132257	165.075602386	629.7215777167	337.4193746435	342.2435565599	317.4598885257	221.2302017999	156.181395837	3.1862865783	0	68.6676329767	912.3393412533	730.4502499208	492.3854197401	1321.9955599458	364.3737005995	504.0163204031	205.3563938256	786.8715089196	2573.553167176	687.5513232785	49.2812582285	54.6390648109	815.2730640874	71.9094452474	86.0655524562	261.8510453789	178.4047296457	287.4578584611	131.7653139675	424.3723227557	285.9887050127	259.5943597173	231.8255045128	138.5896180582	301.271215387	235.3437504959	301.3716017839	101.3943430696	371.9382039855	316.6596363036	252.6293675317	487.5149508298	544.3503933731	917.8980353798	653.7620750204	361.4435797373	269.2147359671	227.0234203885	110.8174498644	302.5398730279	699.4732302653	4.4596514721	854.1097605272	335.5810332013	518.2418604943	384.7371783519	534.0137362236	750.356808238	583.9989546363	422.7998674963	44.7873168478	8.6091380967	3675.7728960295	107.3964819748	420.7013530226	56.298662569	64.5417770187	130.1619608902	265.9514636263	322.4183882372	134.143647398	495.3581907646	69.7539668251	221.5690936236	314.1095476865	1784.7945213058	430.594226954	123.0920109943	141.9450915946	314.5840033391	339.3191651106	704.0121286413	451.8698794603	947.7417794577	564.0997711298	564.4234662884	0	648.5628998615	538.3337017892	537.3113505341	661.6586600756	583.1329368282	752.2827201816	232.8838119846	269.3085073474	44.2766331298	155.2791229109	204.9307430272	133.3833272718	565.7562108235	156.165844576	394.9399246092	95.4917152555	497.7162688398	697.6205727878	3.0906103659	1003.8525832266	196.3968218006	882.4386107656	376.352200213	9.7820170998	381.6392066224	17.2017436705	434.5147079197	207.4033796726	219.9866271115	563.3903857846	59.1528967123	533.1465778914	817.2795746379	127.0821108934	255.8078075651	468.7457328797	402.2773617422	630.571100515	434.7569099785	510.4044591837	288.7683785172	331.4104143277	119.3822800395	527.1684275773	2160.7372463456	1106.0349967103	171.4889203221	225.9403951857	305.4676657841	295.0664172688	808.2897624873	422.6341885557	530.073210614	447.1322651865	766.8932188879	441.0307635464	194.5014595669	207.0819139371	370.6304623681	618.0938530601	155.155720075	126.8088978664	68.2567605475	24.2349810002	91.0461984622	135.9604855657	42.8671781796
