Pathway	Order	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
ARO-PWY: chorismate biosynthesis I	o__Burkholderiales	2.73821e-06	0	7.99674e-06	2.4268e-06	2.2722e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37102e-06	3.19032e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20404e-06	2.78431e-06	0	0	1.04354e-06	2.18905e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08747e-07	0	0	0	0	0	5.005e-06	0	0	0	0	2.0656e-06	0	0	0	0	0	3.44624e-06	0	0	0	0	1.53045e-06	3.22929e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.77692e-07	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	o__Campylobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47831e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	o__Clostridiales	0.000197808328	0.000209049214	0.000169910853	0.000360985315	0.000239045499	0.000123182005	9.9564626e-05	0.00019918637	0	0	7.788124e-05	0	0.0002176671	0.000304266788	0.000246688002	0.00043357891	3.4298475e-05	4.5690022e-05	0.00033287199	0	0.000342513082	0	0.000403214781	0	0	9.95715e-06	4.46173e-06	0.0004315926	0.000385288761	0.000284304731	0.000184718385	0.000240269576	0.000265086387	8.0556091e-05	0.000129756047	0	0	0.000217719593	0.000110632881	1.7662955e-05	4.51686e-05	0.000108134392	8.137767e-05	7.363876e-05	3.4560917e-05	3.30505634e-05	0.00019046043	0.000173904256	0	0	0.000159014755	0	0.000272615	0.000189898554	6.104701e-06	0.000234936085	0.000168534996	0.00031524363	0.000140149867	0.000193830619	0.000214484062	0.000228956616	9.5914476e-05	0.000242513542	0.000228874189	0.00027060175	0.000158331504	1.5631343e-05	0.000109992649	0.0001050151	4.1545613e-05	4.9543687e-05	8.7604048e-05	8.1678585e-05	0.000170975464	0.00014104336	0.000198433608	0.000285380856	0.000282691643	9.09065e-06	0.000211949196	0.000228633925	0.0002361465905	0.000270469699	0.000196464963	0.000158652499	9.16328145e-05	0.000246956501	0	0	0	0	0	0	6.59957e-07	0	0.0002283183385	0	0.000103090714	0.000147089828	0.000151723216	0.00022551537	0.0002153011801	0.00015909253	0.000354253436	0	4.390922e-06	0.000408460356	0.000156874927	0.000164907008	0.000325103869	0.000368013255	0.000452763683	0.000251787957	2.29759e-06	0.000359205485	0.0001801006574	0.000331767624	0.000254309111	0.000213938473	0.000296321842	0.000110617368	3.53991e-07	0.00036748111	0	1.52447e-05	7.773762e-06	0.000340387985	7.777683e-06	0.000123997341	0	6.6274795e-05	0.00015172744	0	0.00022180579	3.46567e-07	0.000212957404	0.000162040364	0	0	0	0	0	6.9336733e-05	0.000288873684	0	0	1.398234e-05	5.0691948e-05	9.7173037e-05	8.2701979e-05	9.9349188e-05	0.000186031099	9.7346673e-05	7.2312282e-05	0.000135739145	0.000330113785	0	0.00010470388	9.8661576e-05	0.000189272158	0.00013191318	0.000226056168	0.00017105384	0.000254501155	0.00019863284	0.000318010621	0.000274562765	0.000247648702	0.0001616578219	0.000222404625	3.5116033e-05	2.7282063e-05	0.00022127429	0.000320092331	5.299304e-05	3.9034749e-05	0	2.062691e-06	0.000139429156	0.000163118037	2.5031158e-05
ARO-PWY: chorismate biosynthesis I	o__Coriobacteriales	6.38254e-05	3.84713e-05	6.13082e-05	6.3458e-05	5.67055e-05	1.29843e-05	1.3937e-05	4.11326e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1728e-06	3.94996e-06	1.25011e-05	0	0	0	0	0	2.42374e-05	1.59781e-05	6.83331e-06	3.07978e-05	2.72188e-05	5.032e-05	0	2.25203e-05	0	9.364213e-05	1.18365e-06	5.03364e-06	0	1.33345e-05	0	0	1.69487e-05	0	7.35275e-06	4.60093e-05	1.34167e-05	2.14232e-05	0	0	2.83429e-05	4.045929e-05	2.99717e-05	2.74338e-05	0	0	0	0	0	0	0	0	0	9.84491e-06	0	0	2.453421e-05	0	0	1.319e-05	1.55826e-05	2.5912e-05	1.45958e-05	0	0	1.5896e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68383e-05	0	0	4.26711e-05	9.07975e-05	2.43028e-05	2.59986e-05	2.86203e-05	2.72662e-05	2.14929e-05	1.60513e-05	2.33342e-05	0	2.12401e-05	0	1.56071e-05	1.80753e-05	0	2.57368e-05	0	4.13747e-05	0	0	0	0	0	0	7.27197e-06	4.53433e-05	0	0	0	0	9.49602e-06	0	1.06161e-05	5.2668553e-05	1.06185e-05	0	1.53208e-05	2.50024e-05	0	0	0	0	0	0	0	0	1.88189e-05	3.67803e-06	1.891466e-05	1.848679e-05	3.24978e-05	4.199518e-05	2.2933e-05	3.7797685e-05	0	0	6.0356e-05	8.08737e-06	1.97972e-06	1.29419e-06	7.20614e-05	2.2069e-05	6.10998e-07
ARO-PWY: chorismate biosynthesis I	o__Desulfovibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80175e-06	2.839e-06	4.76071e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	o__Eggerthellales	4.7841e-06	2.33231e-06	4.23954e-06	4.22248e-06	2.42085e-06	2.36813e-06	1.98979e-06	4.5956e-06	0	0	8.22527e-06	0	1.12903e-05	1.40011e-05	2.04048e-06	3.56911e-06	4.29587e-06	0	7.35199e-06	0	1.39874e-05	0	0	0	0	0	0	0	0	0	2.93955e-06	2.39266e-06	3.62119e-06	2.72624e-05	2.0346e-05	0	0	0	1.674335e-05	8.87297e-07	9.53844e-07	2.90515e-06	0	0	2.97155e-06	0	4.132585e-05	1.367974e-05	0	0	9.72779e-06	0	1.45638e-05	5.76084e-06	0	6.19953e-06	0	3.60341e-06	0	0	0	4.84232e-06	0	1.52674e-06	0	2.69912e-06	0	0	4.81603e-06	1.66895e-06	0	5.22015e-07	8.66655e-07	0	1.66236e-06	3.56832e-06	1.90708e-06	1.07561e-05	3.72325e-06	0	1.50385e-06	1.15237e-06	1.66835e-06	2.44924e-06	2.27914e-06	1.33581e-06	0	2.8015428e-06	0	0	0	0	0	0	0	0	0	0	0	6.41738e-06	0	0	0	7.01829e-06	1.76215e-05	0	6.44798e-07	0	0	1.209129e-05	0	1.6251e-05	8.17718e-06	1.98147e-05	0	1.28604e-05	1.39374e-06	1.82379e-05	1.12843e-05	3.16498e-06	4.83034e-06	2.26367e-06	0	0	0	0	0	0	0	0	0	1.06629e-06	0	0	1.04199e-06	0	2.68477e-06	2.2689e-06	0	0	0	0	0	1.85578e-06	7.90549e-07	0	0	0	1.91813e-06	0	2.88895e-06	0	6.71848e-06	8.11194e-07	4.25664e-06	8.84145e-07	3.13845e-06	0	0	0	7.98391e-06	0	0	0	0	9.29142e-06	2.65316e-05	1.70116e-06	3.41055e-06	4.86006e-06	2.3615e-06	8.79988e-07	3.15629e-07	1.61756e-05	1.35537e-05	2.80712e-06	1.19734e-06	0	0	4.66351e-06	1.00699e-05	2.05221e-06
ARO-PWY: chorismate biosynthesis I	o__Enterobacterales	2.91557e-05	3.8087e-06	3.36726e-06	0	0	0	0.0001146812	0	0.000278698	0.00012255371	6.24552882e-05	9.4952063e-05	1.7619801e-05	2.97531e-06	6.53813e-06	0	1.3925e-05	5.933815e-05	0	3.061229e-05	1.97341e-05	3.66842e-05	0	0	0	0	0	0	0	0	2.74502e-06	2.12149e-06	1.27778e-05	0	0	0.000404108718	7.25043e-05	5.23846e-06	7.78675e-05	0.000162839	3.08703e-05	9.17175e-05	3.00533e-05	5.54557e-06	0.0001008993	0.000251913	5.701896e-06	2.32679e-05	5.1285037e-05	6.028563e-05	0	0.00013394705	0	0	2.33912e-05	0	1.85854e-05	4.08654e-06	1.10419e-05	7.51759e-06	0	0	2.32286e-05	8.86851e-06	5.888e-06	2.76156e-06	4.04264e-05	0.000121122	1.80034e-06	9.41455e-06	2.427233e-05	3.15e-05	2.739017e-05	6.21121e-05	2.30983e-05	0	3.52159e-05	2.08859e-05	9.120064e-06	7.1462506e-05	0	0	0	0	1.07452e-06	2.51418e-06	0.000151528	0	0.0002293812	0.000171069442	0	8.03309564e-05	0	8.9962e-05	9.3551e-05	0.00010092719	5.090995e-06	2.560969e-05	4.313111e-05	0.000139083	0	1.58704e-05	0	6.7933e-06	5.60754e-06	0.00020784027	0.0002122982302	6.67921e-06	0	5.844101e-06	0	0	0	0	0	1.1097e-05	0	0	0	0	0	2.324343e-05	0.00016699478	0	0.000183945717	0.000149330849	1.92291e-05	1.1638e-05	9.87335172e-05	0	0.000214731	0.000114396237	6.4946478e-05	0.000309811	4.51232227e-05	0.000187884	2.9749689e-05	0	0.0002250889	0.0001720338	8.51491e-06	0.000246335831	6.979147e-05	1.61582e-05	4.1299e-06	9.163732e-05	0.0002514825125	0.000216157846	1.343417e-05	0.000148168	0	1.4377e-05	5.14185e-07	0.000138616337	1.554e-05	2.39037e-05	4.04516e-06	0.00020072947	9.660101e-05	5.2926449e-05	1.34917e-05	9.5456149e-05	1.15707e-05	2.82459e-05	2.95836e-05	1.69328e-06	0	1.102636e-05	3.60131e-06	8.65321e-06	2.65086e-06	2.045083e-05	1.092067e-05	4.26547e-05	0	1.886106e-05	2.3799264e-05	4.9242111e-05	2.7213311e-05	8.14341e-06	0	1.86474e-06
ARO-PWY: chorismate biosynthesis I	o__Erysipelotrichales	6.81002e-07	2.39945e-06	5.05774e-07	0	0	1.00654e-06	3.92695e-06	2.9162e-06	0	0	0	2.45447e-06	9.167667e-05	3.040479e-05	7.30586e-06	0	0	3.247632e-06	4.74164e-06	0	3.01231e-06	0	6.90568e-06	1.22186e-05	0	1.50813e-06	1.88451e-06	2.92727e-05	3.325226e-05	3.5511929e-05	7.46844e-06	4.791744e-06	1.65098e-06	4.56384e-06	1.3995512e-05	0	0	5.08657e-06	1.033102e-05	0	0	2.00635e-06	0	0	7.09753e-07	0	0	1.0384e-06	0	0	2.062919e-05	0	1.310552e-05	1.228614e-05	1.71299e-06	5.51979e-06	0	0	0	0	0	1.34898e-06	0	0	0	0	0	0	4.59633e-07	0	0	0	0	0	0	2.95598e-06	4.078786e-06	7.00871e-06	4.56817e-07	0	0	0	0	0	0	0	1.70382e-06	0	7.72623e-07	0	0	0	0	0	0	0	3.004791e-05	0	1.0482e-05	8.64869e-07	6.48175e-06	2.257932e-05	1.080813e-05	5.05116e-05	4.7605341e-05	0	0	3.351986e-05	1.446146e-05	7.349609e-05	1.598953e-05	2.2300472e-05	1.521271e-05	1.090852e-05	0	2.8186744e-05	0	3.082635e-05	1.638747e-05	0	0	0	7.84748e-07	5.595565e-05	0	1.67773e-06	1.84957e-06	0	0	0	0	8.27536e-06	0	0	0	0	0	0	0	0	0	0	0	1.21851e-05	0	0	0	0	3.43612e-06	3.41816e-06	3.35327e-06	1.01844e-05	8.26843e-07	1.5394608e-05	1.3341e-06	1.46372e-05	9.02692e-07	0	2.16572e-05	3.6909977e-05	1.20114e-05	4.84403e-06	9.39721e-06	9.49729e-06	2.796965e-05	2.66106e-06	1.3868329e-05	1.06951e-06	0	3.79399e-06	0	1.728261e-06	2.98992e-06	1.1214932e-05	4.806271e-05	0	0	0	0	3.298619e-06	2.107332e-05	9.686356e-06
ARO-PWY: chorismate biosynthesis I	o__Firmicutes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.94836e-06	0	1.34257e-05	0	0	0	0	0	0	0	0	0	6.97267e-06	6.223635e-06	2.80057e-06	0	7.29443e-07	0	0	0	5.93186e-06	5.08633e-07	3.14647e-06	5.44841e-07	5.01434e-06	4.18798e-06	0	0	7.20387e-05	1.51131e-06	0	0	1.43693e-06	0	2.64689e-06	1.496831e-05	0	2.2545254e-05	0	0	0	0	0	2.07483e-06	0	8.47702e-06	0	5.62686e-06	0	0	0	0	0	0	0	0	0	0	0	0	9.81556e-06	0	2.61634e-06	6.43007e-06	3.762471e-06	3.77926e-06	3.89503e-06	3.11404e-06	0	8.79691e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.294213e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31741e-05	0	2.02711e-06	0	0	2.92207e-06	0	0	0	1.230571e-06	0	0	0	0	0	0	2.52638e-06	3.67502e-06	0	0	0	0	0	0	4.17409e-06	1.705581e-06	0	0	9.49009e-06	1.627858e-05	0	1.62382e-05	0	0	2.94612e-05	4.58238e-05	2.20845e-05	2.91785e-05	1.523875e-06	1.497456e-05	8.1848e-06	7.15162e-06	1.01372e-05	5.65091e-06	0	2.17584e-06	1.00296e-05	2.3584e-06	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	o__Fusobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38936e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65049e-07	0	0	0	1.38911e-06	0	0	0	0	0	0	0	0	1.86128e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58871e-07	0	0	0	0	0	0	0	0	0	0	0	1.26368e-05	0	8.27236e-06	0	0	0	3.90591e-06	0	0	2.90276e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	o__Lactobacillales	7.6650599e-06	0.000101661588	2.753861e-06	2.4610117e-05	1.8048023e-05	0.000548103751	7.1959127e-05	5.9478353e-05	1.7519658e-05	8.18435322e-05	5.4208439e-05	0.0001601811916	1.033146e-05	3.732216e-06	4.9536739e-05	3.681632e-06	6.860649e-06	3.6253006e-05	4.4614233e-05	0.000126390285	9.5533e-07	0.0003246366	2.80775e-07	0.000331066262	0.00037815297	0.0001648845411	0.0001801537	4.516096e-06	1.515628e-05	8.44948e-07	5.6074968e-05	5.095064e-05	7.0645458e-05	4.62072e-06	2.021832e-06	1.90325e-07	0.000129442029	3.6823751e-05	4.400079e-05	2.9773486e-05	0.00011747614	9.490311e-06	5.881474e-06	0.000149971084	0.000322860071	1.1120155e-05	7.96012e-06	1.73116369e-05	6.48765634e-05	2.6423729e-05	3.689623e-06	1.8482376e-05	4.8420303e-05	2.1810523e-05	0.00014797173	3.72860132e-05	5.7000073e-05	4.1450067e-05	3.38572512e-05	8.8328617e-05	4.6852598e-05	5.4273883e-05	0.0001191673682	3.7987645e-05	2.7381663e-05	4.740506e-06	7.49502e-06	8.508051e-06	1.6573295e-05	6.7282726e-06	6.373418e-06	1.1416219e-05	0	6.9136508e-06	2.4688373e-05	8.2933382e-05	0	2.796733e-06	1.744429e-05	0.0003079988392	3.776525e-05	3.322704e-05	7.87386303e-05	8.5014693e-05	5.868484e-05	4.9004091e-05	0	1.3103313e-05	6.2194219e-05	7.9614445e-05	0.00014191696	0.000238324224	0.000175658	0.0002253192975	0.000230035488	2.5067195e-05	8.715669e-06	4.3395901e-05	0	7.813736e-07	5.43621e-07	2.812565e-06	2.49655e-07	8.3624174e-05	5.025269e-05	3.217881e-06	6.0722008e-06	1.610697e-06	0	8.4109649e-05	0	4.485219e-06	1.17695e-07	7.74042e-06	0.000259858	9.36633e-06	4.532773e-05	1.0460081e-05	1.4071761e-05	1.1998118e-05	5.829284e-06	1.5426971e-05	7.5574917e-05	1.3490649e-05	5.2405724e-05	4.11882858e-05	0.000150436736	6.84787e-06	0.00041625671	1.1428681e-05	4.7791102e-05	2.6025154e-05	5.9810139e-05	1.97884e-06	2.0642973e-05	6.55046248e-05	2.1110742e-05	1.7219322e-05	0	0.000222134634	5.352562e-05	9.8345142e-05	2.14947974e-05	9.86962e-07	3.2098205e-05	4.758544e-05	5.71104531e-05	9.8257335e-05	6.5246475e-05	2.9716742e-05	6.98506e-06	1.9992641e-05	0.000171024269	2.5798033e-05	1.62580376e-05	1.975246e-06	3.1444456e-05	1.07695e-06	6.75978e-06	2.45784e-06	4.775863e-05	0	0	0	0	2.5336247e-05	7.559459e-06	1.81373e-05	1.4963114e-05	1.8265151e-05	2.6010611e-05	0	1.17572e-06	0	0	2.8488136e-05	5.2467579e-05	5.6857051e-05	0.0001277519	4.9386189e-05	1.2375675e-05	3.2572932e-05
ARO-PWY: chorismate biosynthesis I	o__Micrococcales	0	0	0	0	0	0	5.20575e-07	0	0	0	0	0	0	0	0	0	0	0	0	5.91725e-07	0	0	0	0	3.60141e-06	1.96057e-06	3.40671e-06	0	0	0	6.71108e-07	0	0	0	0	0	3.69999e-07	2.27779e-06	0	0	0	0	0	0	0	0	0	1.16752e-06	7.23764e-07	1.00959e-06	5.09888e-07	5.46157e-07	3.81149e-06	7.04283e-07	1.10024e-06	0	8.32116e-07	2.51821e-06	1.02617e-06	0	9.51333e-07	0	2.7602e-06	1.72461e-06	1.38545e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5107e-07	0	6.86559e-07	7.59183e-07	1.46215e-06	0	6.85543e-07	0	7.51411e-07	6.87448e-06	3.86274e-06	0	3.2884e-06	0	3.20837e-06	8.55367e-07	0	0	0	0	0	2.15256e-06	7.83794e-07	0	2.09128e-06	1.7217e-06	0	0	0	0	8.00978e-07	0	0	0	1.9322e-06	0	1.15667e-06	3.97061e-07	0	0	1.61661e-06	0	0	0	2.19187e-06	4.57277e-07	0	1.76267e-06	0	0	0	0	0	9.99708e-07	1.25988e-06	7.63748e-07	4.09485e-07	6.78178e-07	0	0	0	7.56876e-07	0	0	0	0	1.33112e-06	1.01206e-06	5.75177e-07	8.46916e-07	0	0	7.1664e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75268e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	o__Neisseriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12204e-07	0	7.08003e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76964e-07	3.3258e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	o__Pasteurellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50331e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40679e-06	0	0	0	0	0	0	0	0	0	0	0	0	9.18083e-06	0	6.04437e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46477e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21252e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	o__Propionibacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.95012e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	o__Proteobacteria_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.98108e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81199e-06	0	1.27866e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16708e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16488e-05	3.83884e-06	0	0	4.45686e-06	7.4442e-06	1.54918e-06	0	3.69626e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	o__Saccharomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87877e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29306e-06	0	3.6013e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37189e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	o__Selenomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07959e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
