Pathway	Order	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
ko00051	o__Fusobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7800849483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5123042345	0	0	0	9.9820969801	0	0	0	0	0	0.2764283462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1500150015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1714619977	0	0	0	0	1.8811490959	0	3.7072332492	0	5.0391812461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.8230014134	2.4489470969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00051	o__Lactobacillales	98.0101383215	338.1744995364	47.464904707	440.9038273869	536.7984998344	42.7491591883	100.4630241674	342.8767703165	65.4701001098	329.7981852516	229.3384761349	607.7267396771	21.5858769614	5.6587540707	98.7722564782	4.8846985413	23.8994182087	197.0164605773	38.4001550356	234.0485296874	0.6052121234	220.7056528813	0	1982.1786313423	744.686123308	314.3225671749	335.1771840047	1.5288821719	3.4756552803	0.2288204844	335.1356305491	6.1867019593	14.7233509654	0	1.8378899455	0	478.311380113	197.823961906	80.621693025	8.8912225802	175.5234124585	2.8298095225	3.3291763846	262.457616095	58.3895315984	70.0237433992	25.7287523145	48.4058385161	181.4805692539	125.742485006	4.6663529901	184.7179775701	71.9146497166	49.3530425226	107.6382908922	73.0729513865	552.3404127491	117.3051388132	691.0121812351	428.9311567892	1443.1084084832	250.4723679762	374.5390918099	88.5637408577	550.2263117839	9.8689671132	29.8686144308	52.9728429629	134.6011483969	105.5816687439	1212.17046382	163.6492181037	731.1672127529	730.5684088217	87.6145210132	143.2845977852	1239.7472192663	1137.3066122366	32.2377102904	4845.1450780483	55.5083016292	48.6019518359	98.3680356644	80.9744416225	58.5090735419	76.186760711	0	5.0709066458	128.5266415052	279.8206196545	375.090091486	564.2970454056	541.6571254689	352.8973294054	184.3930910481	723.3724053222	20.1096767814	722.5738385688	29.5269060449	2.5737411046	3.4873663633	6.6433340404	5.9046693473	38.3219641034	46.8685591926	129.9458677674	386.9208895895	3.9174020548	0.7300694077	179.5128726216	0	14.1111298915	2.0998445923	21.5524061179	1206.2591713091	32.6201118068	546.4286893932	20.9798121144	42.2907073399	24.8669331144	11.9182367259	103.347695873	244.6712240638	20.2871640818	208.1517922856	155.4213484774	64.0397449805	7.6951885364	779.1689384289	7.5106106401	416.4529709951	45.6841055279	63.0582413295	28.1541844913	38.5165555926	1156.9150770598	17.421711988	54.7878383332	42.8399925329	770.9172332771	46.8184952403	485.3597223198	109.6656207016	204.0816594413	29.4965132605	209.9233893311	604.7344179618	149.4522112996	126.9775641516	26.2535325228	1.4113007691	213.8865000642	95.9372691213	43.5475533435	12.0008746262	173.1696245875	47.3811687337	64.7882600339	16.5470989323	0	2.6438864534	1.8984769207	0.5501193875	0	0.156578499	285.2811669229	43.2277833225	28.0094275775	28.3544894034	59.1957774583	37.8162219661	33.2393656445	5.4118692308	0.2080621839	0.4314530725	40.9397285739	92.713455515	428.5062238911	4.1638846002	351.7422794781	30.2296965104	228.5665644102
ko00051	o__Micrococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7563351229	0	0	0	0	0	0	0.7608845407	0	1.0622473888	0	0	1.4399260812	0	0	0	0	0	0	0	0	0.2753094456	0	0	0	0	0	0	0	0	1.5001448337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4051273582	0	0	0.8521012105	0	0	1.4566610338	0	0	0	0	0	0	0.6371864949	0	0	7.4780074878	0	4.4917005332	0	3.8003728636	0	0	0	0	0	0	0	0.7085864169	0	0	0	0	0	0	0	2.5953551421	0	0	0	0.2516353971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1445375248
ko00051	o__Neisseriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3380006036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00051	o__Pasteurellales	0	0	0	0	0	0	0	0	0	0	0	0	1.1686962909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1120370096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00051	o__Propionibacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1674305708	0.5601142812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197961812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00051	o__Saccharomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0027005185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1890430768	0	150.1997179553	0	12.2332371802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4709620934	0	0	0	0	0	0	0	0	0	0	0	0.4405086206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00051	o__Veillonellales	0.2785595227	8.6573457277	2.9954445942	2.1179053517	10.990563212	0	0	0.2422509713	0	8.440941305	5.0760315141	0.2731224769	5.6940231806	0	0.2633869338	0.5653949027	2.5754557784	1.6153672462	0	0	0	0	5.7795572631	1.8074788962	0	1.1947754756	1.1086054798	7.2509287245	4.1001973215	2.7658109525	2.4877837602	0.3689774492	0.3737454099	0	0	0	0	0	1.0391811719	0	1.2508894432	0	0	2.3613275569	0.2873096838	0.7525411277	0	0	0	0	0.820875825	0.146040486	7.5227396258	4.5533763846	1.684279729	3.9110403323	0	0	0.3964827485	0	0.0066018399	11.9168348059	0	0	0.2626991043	0	0	0	0	0	7.8446876257	0	2.3989873487	20.5698153894	0	0	2.3310925014	2.9118173104	0	0	0.759042368	0.3790817945	0.0695141357	0.1890079919	0.3020517943	0.1219928756	0	0.1714161278	0.2798235162	0.0409225313	1.1558989187	0.5900886089	0	0.3877067281	2.4543928	61.84513932	2.0018207492	7.7040137733	0	0.2975398458	0	0	0	0.1362091919	0.9969839894	0	0.9547669	0	0	3.3642012824	0	0	0	0.1463914507	0	0.3955825875	7.9606842843	0	0	0.7359056724	0	8.3459937016	0.7532518193	0.3542455179	0.7376072211	0	1.872933947	0	15.1664740995	7.7066354647	0	0	9.5669764086	0	1.8495321026	0	1.7778938383	2.8493484453	16.4320989704	0.5983872783	0.0738762392	0.1760773007	0.1431164046	0	0	0.6986064652	0.0956687876	42.3598199967	9.4053263777	0	14.9226037476	0.0735232082	0	0	0.7375583505	0.3681314675	0	4.2106786994	0	0	0	0	0	0	0	0.4173638357	0	0	0	0	0	0	0	0	0	0	0	12.5242616041	1.198517166	0.142694127	0	0.2195199307
ko00051	o__Verrucomicrobiales	25.6694677099	0.2568552395	24.4919974367	2.7059466395	0.1177242392	5.3269666064	19.6079823702	26.0943384822	0	0	0	0	0	0	2.3984238818	31.0121467303	76.0569759358	123.6932352203	63.6122447576	0.6287787691	70.0101734834	0	0	0	0	0	0	0	0	0	7.114007828	10.5540438941	17.0409293438	0	0	0	0	0	36.6022252051	35.0997281795	74.6806104874	92.2354245385	34.2834542756	10.0275848854	0	3.1842151257	0	9.1857646242	0	0	0	0	0	0	0.6485757461	0	0	0	0	0	0	0	0	0	0	0	4.6379500788	23.2164783665	4.099228936	0	0	18.2553479834	0	0	2.744242189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6208170804	0	0	29.4107198482	10.1865543578	16.5187441883	0	21.5671509001	0	0	0.5181739557	0	0	0	0	0.6221942736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3931298648	19.0161079136	0	0	0.2416777871	0	0
ko00052	o__Actinomycetales	0.6083664757	0.2881259058	1.0172564606	0.8390158701	0	0	0.0507109168	0.296913519	0	1.6376713901	0	0	0.2032870717	0	0	0.3686095748	0.6737126648	2.3840695535	1.2871604465	4.1443197826	0	0	0	0	0	0	0	0	0.1031834016	0	0	0	0	0	0	0	0	0	1.8751046131	0.439043499	0.7113054675	2.3619717982	0	0	0	1.4898955301	0	0	0.7367346179	0.3961345062	0	0	0	0	2.1725582518	0	0.7183072598	0	1.4051886323	0.5968847454	4.6238331316	2.6172767318	4.8615031526	0	0.8810561141	0	0	0	0	0	0	0	0	0	0	0	0.5565396901	0.9500142822	0	0.196379741	0	0	0.0387011881	0	0	0	0	0	6.5738310628	3.5603661024	0	2.4478985515	0	2.1418444284	1.6171706698	0	0	0	0	0	0	0	0	1.1300867802	0.6816502929	0	0	0	0	0	0	0.4977332741	0	1.9144327609	0	1.1616277633	0.6006190192	0.7355576516	0.9906061406	0	0	0	2.690471554	0	0.8484240583	0.4016521804	1.2711341318	0	0	0	0	0.581101261	1.1004038393	0	1.3727493481	3.1799758234	1.2328441583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7496261985	0	0	0.4058568404	0.4854173304	0	0	0	0	0	0	0	0	0	0	0	0	0.2770924796	0	0	0	0.5469730084	0	0	0	0	0	0	0	0
ko00052	o__Bacillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7031180155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00052	o__Bacteroidales	0.3248207459	0	15.8786076965	0	0.7811787352	0	0	3.5421525543	0	0	0	0	0	0	0	15.3848220666	16.2789072812	2.2911142304	1.166003963	0	1.3251206365	0	15.0921091753	0	0	0	0	7.2849595844	9.2567672492	20.7066568227	52.39671445	58.8826807176	39.1900720951	193.014259334	117.8178468489	0	0	0	8.6140874547	0	35.5882299189	9.7196144959	21.9445925956	19.7105083573	4.8704665491	0	0	0.526452207	0	0	210.7147149892	0	41.6215304762	194.2319059599	0	120.6564026069	4.6111196556	0	44.5886240443	0	0	43.0331690559	7.477625528	0	6.6246580112	56.6099945477	13.6847538522	23.1352997704	11.7872943836	26.5175125038	35.6258991566	63.7297473563	84.045945969	48.3141971195	7.380534241	4.5581869128	0	19.0604525056	69.7735647026	0	120.0015903053	155.4331332473	110.4185854676	28.5583422788	84.072087088	167.6968027535	44.3051544291	41.957857449	0	0	0	0	0	0	0	0	0.5905335748	0	0.222203012	19.3085525656	0	0	11.3783809364	0	0.3766258116	0	0	0	0	0	0	13.3265012376	19.657975879	4.5951040886	41.6349490609	2.1279028197	60.1552763384	5.2345896995	2.815002303	47.9516983386	23.6434148544	119.9828436462	0	0	0	0	0	14.052740402	0	81.7143346918	0	0	21.0262277245	0	17.2087386837	0	0	329.6143955987	0	0	0	0	0	114.0291148595	8.3380296711	0	0	0	126.1823343215	0	125.2096250846	85.0188915557	10.9517178932	0	254.5653136237	39.6768894234	17.1645915199	0	0	0	1.0988514541	0	0	0	0	54.1946981087	66.8694932427	64.5909834259	51.1054636211	25.5362216996	34.77672529	1.0990649939	0	0	0.4185500778	6.1428206651	24.3895348412	0	0	13.2908987656	182.1053214341	47.3952729244
ko00052	o__Bifidobacteriales	17.4565608841	64.7155473971	30.1587943228	29.0165183904	120.6803146766	8.4161039783	11.5824208688	106.4582406949	0	133.3363899942	230.0647547771	120.3965324067	78.9452760515	7.4010950638	1.6746043136	2.4735452402	38.073687229	180.3970383626	4.6965734262	516.4009447035	0	670.2094318656	0	5.8575037528	0.5785465853	843.5758416926	627.8536916594	4.5333684579	5.9774860084	0	0	0	0	0	0	0	0	0	0	1.270474764	0	0.1343838458	2.1010614237	2.7371044208	80.4749606435	2.869116912	0	85.8573102018	397.8972957904	639.8492125137	0	465.8885944465	0	2.3336618489	949.3990570052	11.7237590923	6.0906023157	198.8123272648	21.5082780615	5.6547303435	1.3502320524	2.4502578643	46.7796701317	150.5704235847	3.6344219057	50.2400808573	84.5475841211	246.1834892253	790.7244696632	445.0197990949	0	318.8862856809	0	0	98.5115050608	66.2780425187	13.5716052178	7.4967813128	0	0	95.1013938832	19.8474604752	18.590860931	20.3717032984	49.7444118432	63.0425978013	52.3364485937	121.4655902451	0	0	52.4987520158	0	0	0	0	10.8150615641	0	2.0915881906	0	2.4624586581	0	0	5.7215383525	0	0	284.0982922813	269.0151062283	19.2399357348	35.6797590382	0	29.1988251361	0	0	0	0	0	21.5410349125	0	0	2.4560512932	2.882680685	15.1805115447	198.9374327573	27.0710463245	200.6688045103	529.5928454822	576.1671380148	1.5660929536	0	58.3889933303	0	122.9268190074	14.8603034838	0	28.4839596531	0	24.8309212407	7.7286028909	0	0	724.1571272898	0	600.9329446093	28.9188606833	1.4237779749	710.3752538465	0.1177744044	0	238.5908482071	22.2436062335	218.2913736613	36.898965513	0.6656235141	46.9297225499	6.4756069285	27.1881497207	0.1881820855	0	0	0	244.9878948555	0	0	0	0	2.4291429593	4.2054631688	0	0	0	9.0521952293	588.0422234964	523.4024438919	0	12.7303647377	665.2307149335	399.199236697	291.4802199833	822.8653319842	183.1406386619	101.3997951757	314.0100905372
ko00052	o__Burkholderiales	0	0	0	0	0	0	0	0	0.3379664226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00052	o__Clostridiales	2.9438967974	79.5699454418	54.9626975842	29.1069921088	96.9948959824	6.1519907469	14.9929882827	16.0576183295	0	0	205.3070401571	0	215.5173248004	73.5972653039	27.1621295994	30.8443791999	5.3388931426	24.2246522624	92.4158862787	0.1394756083	65.9095882142	0	24.9222463308	1.9433586782	0	0	0	114.979595774	91.059119359	73.6955309353	56.5374290182	83.5733061136	80.4038355015	12.0044184776	7.8605813073	0	0	12.7048998444	48.5161318819	5.5014865426	14.0860277704	119.0828994271	16.5987683802	18.1863092357	0	21.29917594	4.8667191485	5.6152912475	0	0	0.6348806927	0	2.4688122648	1.6956127242	0	2.9844344091	20.4048455079	185.3803957702	52.6227271821	24.1678639208	37.2518116088	15.8486347345	14.3370921853	67.7008688727	32.9050208148	4.6164413638	130.8863126198	0.4295274301	52.3954038246	44.0954323285	9.0881207435	18.2277336914	28.4308616011	13.578988462	7.750195952	75.9431538735	88.6165404896	243.8979490493	95.8330952967	0	95.3631123586	225.5943356327	195.9661265141	86.436894634	58.2971942679	51.5473926075	24.4318107696	159.3503969008	0	0	0	0	0	0	0	0	393.0655812881	0	92.9575394583	50.8245062806	162.2398012086	394.0982543644	283.1679128681	139.5505070388	154.4217412848	0	7.6999198021	275.4503795211	59.7460272922	0	58.6404778604	237.7121740194	279.3050679113	75.9460455524	0	189.5191059125	177.3402098343	59.8218737189	130.0980086799	28.1898388396	51.884375294	17.683839183	0.0892821702	4.3795459319	0	0	0	67.8753871981	10.7880942793	5.210788738	0	61.1624578097	44.8553932284	0	30.8774353342	0	21.5826558051	25.2401510573	0	0	0	0	0	12.4979133398	15.7513888091	0	0	0.1970996	22.4603390061	72.2121144025	17.9682672721	20.4717042218	19.4382682453	56.6660758938	11.5809372403	23.2778065757	32.6402050795	0	7.9049813018	473.2402213454	47.8306790164	45.1295137984	18.0284497726	17.6399333036	82.728921781	131.9024121521	189.4899939998	83.8710265662	67.1528206349	83.5315274615	61.1947888685	26.8681765899	7.0810846012	11.9920915914	0	20.3305486766	16.2890040755	0	0	21.4296657694	2.3670184252	24.2119861553
ko00052	o__Coriobacteriales	187.5895096224	166.1147766132	198.1783007976	243.1830286082	210.148777536	42.856392658	73.34001244	155.4066975944	0	0.4172282773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3213014733	15.8270546748	44.4534009088	0	0	0	0	0	121.6748885227	90.6102882615	29.8001478381	202.7043386762	72.9873346974	178.0608259609	0	208.7402755937	0	384.8811235511	0	0	0	0	0	0	0	0	29.9518225025	0	96.8558235129	99.5496455279	1.6262529907	2.2911749307	148.1797304329	32.8735096862	159.4301553411	21.9041878812	0	0	0	0	0	0	0	0	0	0	0	0	60.6986053297	0	0	62.2112557843	75.2417592705	82.6119946484	61.6201572008	0	0	57.0938685387	0	0	16.797649532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183908046	0	83.7683156046	0	0	151.0538977936	310.0602896515	111.293885258	0.1035518277	0.2612330199	0	0	0	67.4507543467	0	70.0730912533	0	0	98.9715153014	0.1936477984	148.1914797467	4.5875307294	149.2649875225	0	0	0	0	0	0	23.3547584923	149.4741366995	0	0	0	3.7689379773	0	0	49.5575037551	249.1523041047	0	0	51.1212794337	82.4420939448	0	0	0	0	0	0	0	0	78.5198317191	14.2176156772	41.1772619721	48.8274288253	92.1976473182	120.1813806679	12.6492469308	19.1888596222	0	0	300.4791147801	35.6927146334	8.8288881764	6.0362148305	256.6205292753	96.2815922656	0
ko00052	o__Corynebacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2574806557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00052	o__Desulfovibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1309144955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00052	o__Enterobacterales	37.2746502646	5.112692353	5.2121006472	0	0	0	202.5877404913	0	843.7500765715	369.1391898307	162.6429485715	262.2967200719	38.2291403683	1.5533706519	9.5653408351	1.5277461051	21.7685056101	105.519381924	0	52.1496738708	24.5761948514	394.8176471482	0	0	0	0	0	0	0	0	6.398720208	4.0094390497	27.3567158852	0	0	589.0690864523	79.2402356584	3.1742892236	114.4112462268	395.7094263806	47.5432229162	271.5592228404	28.7349048898	4.4671937012	162.4709206813	580.4297667154	11.1863901518	55.8832328548	131.100338203	130.6115052572	0	430.3984415611	0	0	16.3805625258	8.3750197287	20.9685364842	11.8795732033	22.638461996	9.7027271851	0	0	39.5217993579	15.4758917736	7.759277709	3.6751113692	60.8384205139	249.4842823453	5.0703315795	19.9850268167	32.2880041851	61.3329356146	83.4932607714	104.0509539255	29.4233095159	0	72.2637727233	87.2809369576	17.0473832495	113.3622418631	0	7.9988410316	4.2630929186	0.1931592901	6.8884070401	2.4613024984	426.5339459251	0	575.3988563018	1005.4695544394	0	320.7154698009	0	333.3004544726	377.5853575593	404.316056827	5.6516326338	79.2521124539	32.0324604998	484.1511729078	0.7013627125	8.2607912272	0	14.0181122322	8.2117828692	824.1055484913	880.9068813351	2.6807314675	0	23.2847989946	0	0	0	0	0	17.1468588728	0	0	0	0	0	20.9951767752	422.8339189705	0	726.6392001177	547.1201254941	10.4656014559	7.6264809753	125.7989694259	0	222.9197778497	354.0490553888	178.5746812213	783.0894118924	81.8958922942	351.6649390049	43.8504412664	0	769.683530188	308.5597692839	0	458.3648746846	79.8601703146	7.1198021789	8.1001512556	174.1054471847	562.8480225649	644.5416465397	36.2643048353	272.4803507648	0	8.1956482778	4.7644939814	259.3723826311	8.9699851991	9.4390629513	4.2409963263	924.7456990594	230.4711584823	66.9412572461	8.3346564705	140.1626938775	13.2309501151	31.1960225042	37.3629997182	0.2292583752	0	13.9076937739	13.6203044644	40.9874619631	0.8306743878	58.8330319367	28.0394859626	48.5003580227	0	65.6236452738	49.0376913492	117.284172289	33.5600045018	20.4668122056	0	2.8820730212
ko00052	o__Erysipelotrichales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0565203468	0	0.4883699025	0	2.0712834736	0	2.1923615379	0.302281187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4968752664	0	0	0	0	0	0	0	9.9843393487	0	0	0	10.1187109508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8306959436	0	0	0	0	0	0	0
