Pathway	Class	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
M00023	c__Betaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9891436179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.609489598	0	2.7894971664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4863989657	4.4079110373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00023	c__Clostridia	17.1778111901	157.0097936172	139.9315788746	60.7403695345	206.6554945975	61.7581780577	38.857001811	130.7785913167	0	0	484.0581107031	0	261.6238014131	79.938267269	138.7041833294	212.9072350832	31.1906712292	18.4015315422	57.6222757278	0	347.7417191156	0	35.1210580295	1.7826272919	0	0	0	138.9355069974	111.9265082411	107.2063129943	190.0549928693	279.8223869454	508.885506836	33.1404962631	20.4218494372	0	0	16.3656557876	84.4116209701	19.7479030498	59.2218081951	228.8058008319	51.5994327286	77.7711421493	12.3389115786	35.7200755933	11.3288864965	298.4555015313	0	0	37.2811852472	0	20.7770466755	54.7423399827	2.1380857387	55.8135961211	410.5106473122	0	324.8001131682	284.9101222694	478.1717914195	32.366199227	212.8211398872	128.9373077143	372.2111716901	41.6451109901	195.7688624805	46.2423774894	8.2968886806	56.2044938002	21.8963862341	65.396021126	77.9805381309	48.3455291082	146.992737027	77.2743355	67.59452293	304.133669938	319.024871874	19.3756378897	265.8968227304	288.0140134014	266.781590863	331.1545488796	175.4682800039	231.7546867181	82.4430391463	319.254598666	0	0	0	0	0	0	0.6827117099	0	511.6396851179	0	118.5524553201	12.0633997478	207.8499246359	456.7091339987	394.7558701964	178.7778705313	42.9569225509	0	2.1365503495	411.5892511945	90.3704295618	59.8519120724	119.2121658925	13.3705726836	20.6363840066	3.746508263	0	22.1017010431	243.6969778671	39.6600738523	58.1374010021	148.858153157	47.2557081183	162.3272720204	0.4576496776	68.0927455812	0	0	1.7260905819	120.8655579717	14.7752760362	48.983383202	0	101.1334464762	84.3257497739	0	129.9842041995	1.0572973554	107.7686684219	68.1861780526	0	0	0	0	0	53.6507302091	110.2293535683	0	0	0.7130951089	19.6679336077	119.8675396114	60.4605723804	68.0206513022	58.7793531886	98.3155316974	106.2109452568	100.4695385001	74.0597204792	0	184.3296733088	767.6480338054	253.9158358584	123.7987640186	97.1079055542	86.1451166806	782.7721995179	373.1758156129	299.6966160964	294.7139858592	213.9858145881	274.3745837076	256.100851693	32.3825794964	4.4689918624	14.1098714786	0.6513877058	19.0716883993	24.6520615468	0	0	24.857388333	21.0701291316	30.0565726986
M00023	c__Deltaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7347065813	4.66201739	12.9919508528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00023	c__Epsilonproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0.668382505	9.081929786	0	0	0	0	0	0	0	3.7987190527	0	0	0	0	0	0	1.532553204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5322447562	0	0	2.9651272192	0	2.3720027969	0	0	0	0	0	0	0	2.4344423784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6771315144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00023	c__Firmicutes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.7724912702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.4366392267	41.6568553377	26.9224659604	33.5811744422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00023	c__Fusobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5953472474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00023	c__Gammaproteobacteria	8.4310566641	0.5628193847	2.1520319312	0	0	0	202.8132665221	0	890.6902768348	221.178532919	102.2625409112	206.7382457306	26.9994731071	0	10.1921185566	1.4490398324	11.3818174875	80.2927404597	0	42.191222609	19.8390902577	300.3672499314	0	0	0	0	0	0	0	0	1.188172963	0	5.439475791	0	0	158.5808289589	22.1719640745	4.3899285353	67.9818547163	249.278292875	21.1410361533	157.2623879625	24.1897710556	1.877456534	97.989017777	817.1522482452	8.6050417372	19.8950358626	47.5161888593	49.4097113697	18.8619792206	148.4328773937	9.4652452312	0	10.372742095	15.8383143997	9.5912769354	3.9614516965	13.6841976336	5.0529912333	0	0	22.3983199449	6.4521061181	3.8994504684	2.0564360699	33.6400768728	110.1773624136	2.6795119854	10.8349093952	21.5552477091	27.1788035252	46.1936236757	51.9414306008	13.209002612	0	22.2629189801	22.6046275318	10.7345342049	169.2909913678	0	8.843953766	8.6419535743	0.6523157208	2.2875606631	0	210.579793497	0	446.1249671337	1240.9326524972	0	377.6925353817	0	397.6664708044	382.4302239114	380.118746523	3.8328344234	85.02205299	21.5126825271	249.2317066445	0	10.1076616586	0	10.5789426575	0.9549210528	407.9914014567	464.1070390017	2.272117815	0	23.1399173037	0	0	0	0	0	6.753787978	0	0	0	0	0.3047683883	22.2433820787	231.8422240918	0	418.902747182	384.9258240624	7.628229905	7.2092036062	62.670310888	0	178.1201222313	186.3074627943	102.0752620615	186.0944654161	68.7124380266	112.1911165157	22.0077848454	0	316.3890804213	208.5648968641	15.8286842267	364.8589093799	230.9464742968	5.188260634	2.8164740702	123.0972732959	480.3085939997	622.4514150708	43.2265642606	151.7302029317	0	7.085930885	0.7312444603	170.6714391923	9.1827790281	6.866600421	2.854161986	424.3532886698	125.4197868969	41.2383445938	17.4569447571	71.9065488848	7.4055997497	19.6247006244	29.1325049034	0	0	9.491222251	19.2246921036	41.6600015635	0.7163018875	23.5204146827	11.9141851556	14.827898231	0	22.1458330778	30.8557562373	47.1955564732	70.3555663218	6.6088637503	0	2.6999228618
M00023	c__Methanobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2582217123	0	8.8372194156	13.5955846288	0	0	0	0	0	0	0
M00023	c__Negativicutes	3.0738620525	68.7446424754	22.315308917	21.2164928885	88.5304777068	0	14.179685707	3.6701565394	0	99.9097621974	39.327247939	1.4390205167	41.4867010032	0	7.1470932503	6.6475076791	16.5282358661	13.4850929647	1.6696655171	0	0	0	40.2294090641	11.7798749377	0	4.5191070094	3.4367853242	45.0585630213	29.3924764898	14.0917143713	54.7431542535	12.0418504227	7.3258812011	0	0	0	416.2222891437	6.5964855191	12.0261428106	0	11.2003438711	86.574169438	166.813427843	563.321070482	4.8075419408	267.8882837474	0	3.6935902676	0	3.0005935992	69.73400271	0.6352819038	84.2936656541	139.2912717853	11.9345066143	109.079465764	296.7163889525	1.4792115077	660.9759496565	323.1906568731	49.4671024356	377.0142525319	736.3263235184	1.9569728883	392.0983235498	0	0	0	0	0	100.9556147234	0	44.3868097551	143.4592194068	0	0	211.8549719087	274.110092171	0	30.4105659821	6.7352652364	9.2281301422	8.3876575705	1.1407969934	5.2387742056	8.4223659161	0	2.8629980267	9.2993157409	8.9685081011	9.1208037865	13.1873786749	0	6.9072355191	35.8114392232	339.27758917	19.3778435879	41.1011051359	0.4977600796	3.9121145969	0	0	0	4.9561987647	14.0392081552	1.227391628	14.5166500159	0	0	53.7151740504	0	0.8107958165	0.8629796752	0.4316214426	0	1.2946143332	47.7123394976	0	0	5.2239436834	1.2957936937	50.6664730666	2.9096444597	2.3914210075	5.7165618634	0	11.5598007964	1.9724743369	130.3425977646	40.218802228	0	2.3872564391	80.4386451164	0.9087499529	10.965521371	0.8231391054	11.9100137687	26.279481059	151.8540556444	2.5936463992	0.8938987266	5.0955281739	4.4600013763	0.4847277249	0.5168133729	16.7488831121	19.8962942677	281.5518059812	85.5675289972	2.2289306861	102.4991251189	12.8363135833	0	0.4951053592	9.7202894145	4.2169665086	1.3662373866	32.1106939683	0	0	0	0	0	0	0	3.3356483837	0	0	0	0	0	16.8187111597	20.7643347873	0	0	48.9552695215	212.4184237433	121.5414407457	64.2311762427	196.259590997	34.3283709154	106.014105986
M00023	c__Saccharomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8232390594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2389130814	0	0	0	0	0	0	0	0	0	0	0.9311736993	0	52.8490325421	0	23.3416121168	0	0.4093613563	0	0	0.7306149866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1546217876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2877283844	0	0	0	0	0	0	0	0	0	0	0	1.4724276625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00023	c__Verrucomicrobiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.4517285046	212.5372233104	350.9424740399	166.5094797126	0.5999924847	190.697322614	0	0	0	0	0	0	0	0	0	20.7864791156	35.4401883326	42.2681031339	0	0	0	0	0	94.0688354957	94.3814957895	190.3171602562	231.3063981411	92.8615381804	26.7298795394	0	10.4571736039	0	25.2526194014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7951740795	60.1606263027	8.4598504394	0	0	40.7801861417	0	0	7.554511617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1433427675	0	0	67.9972718073	25.6619013606	39.1419749549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.1608767531	54.9243980717	0	0	0	0	0
M00024	c__Actinobacteria	0.747352542	0	0	0	0	0	0	0	0	2.0611495402	0	1.1441489054	0.2418842785	0	0	0	0	3.0317555781	0	1.8741359233	0	0	0	0	0	0	0	0.0588573128	1.6100529861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671966137	0	0.9246048873	1.9145190514	1.0190451747	0	0	1.241097684	0	1.6822216939	0	0	0	0	1.3193488636	2.7340654261	3.7184144855	4.5723769184	0	0	1.3415173992	0	0	0	0	0	0	0	0	0	0	0	0.6944617932	0	0	19.6473434622	6.8212784122	0	0	0	0	0	17.6216071179	5.4435292092	1.0730324585	46.544456871	3.0356781711	0	2.2850644606	0	0	0	0	0	0	0	0	0	0.9285506853	0	0.0587428573	1.5433159282	0	0	0	0	0	0	0.8827641888	0	0	0.8153652091	0	0	0	0	1.2416676135	2.4986566095	0	0	0	0	0	0	0	0	0	1.0683025057	0	0	0	1.5107855686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1045947459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0465154631	0	1512.0598570952	0	0	1.1941084026	0	0	0	0	0.800694803	1.3486527479	0
M00024	c__Bacilli	0	13.3892871001	2.1121187421	4.5806067134	3.0142359959	0	5.3085488342	0.9824083339	39.7649523907	11.1559069796	1.5475711151	9.0604245212	1.4005816395	1.7429268122	35.0292912081	3.5098352523	2.4750921781	13.0126296728	31.1920379883	26.0113320126	0	151.5212287553	0.7092198581	1.2924856618	0	0	0	2.341186014	4.1913984	0	14.9568996143	3.6923172637	7.4373550777	0	0	0	1.3075151007	55.0213285156	14.1076325177	7.5614323199	32.5006664859	1.5020911837	2.2757471623	34.2714245219	7.2668664455	18.9167775244	0	24.8827807288	228.6218731207	75.3511333167	2.1034805619	24.1248449142	52.510318952	10.7485586238	45.5557900862	2.3800761604	71.750712967	91.0888878862	94.393162884	51.892278918	89.1367487028	2.9212329802	139.2239103916	108.5430549954	83.3671597468	9.8086366	3.3536283423	0	0	2.2804156175	4.4262371784	0.9595628978	0	4.5596211059	9.3238621504	56.4494270399	0	3.5669648854	0.7633538866	0	21.0586059274	17.5922854021	36.1095779696	29.0199258974	20.2295384017	26.6890666381	0	0	61.5734856975	148.3188794389	3.3167600949	336.8287616669	0	104.571201378	71.1067257348	0.9226449019	6.1689335974	3.1644090574	0.9665764704	0.4724855681	0	0.800378735	2.0974673318	11.6671592657	29.8009760523	5.4672012643	3.2453013401	0.9593183304	0	53.5499253321	0	12.0137965957	0	14.6355016989	0	17.5035362111	3.4316788051	5.5580555443	24.4493152472	11.7254862486	1.526883495	18.0870219708	24.7901264216	17.6271771052	17.9218278406	21.9795534225	32.8103057363	2.3576057683	0	5.229231181	1.2626262626	6.5241218386	49.1749797917	0	15.0794935565	1.2054781065	12.5622819948	4.5649875572	0.701407036	1.6278247898	5.5579571473	6.5378432994	3.1181290451	0	6.0716647649	16.2888176457	8.3681022536	3.2602274195	11.6735145827	5.3825589564	1.6407191815	13.7798891707	56.2971794861	12.0645502628	4.0179415028	1.6434239836	32.8657054953	0	9.5678989277	0	0.9456264775	0	0	0	0	7.7399751354	0.4635752006	2.0228632175	2.4652680378	8.5012311207	10.5973753367	0	0	0.6856083149	0	9.4093536588	1.1532143084	4.1398459901	0.9335357458	21.7913741243	7.0539327206	8.7625849215
M00024	c__Bacteroidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.559143771	2.1454725732	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4218630442	15.7542347211	1.6041122337	24.5681012422	12.0578688438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9883276848	0	8.0713053404	0	0	0	0	0	6.9071407133	0	0	0	0	0	0	0	0	13.5420452609	0	18.8863417641	7.0254940465	0	0	0	0	0	0	19.1775419651	23.1164473034	8.8953102399	0	10.9598478456	30.8069377506	0	1.4011952071	0	0	0	0	0	0	0	0	0	0	0	11.0239915438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6974770179	0	1.5850242099	0	0	5.1454331135	1.1968043007	39.9037518516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2785931717	0	0	0	0	0	29.8402759492	0	0	0	0	3.6679847265	0	8.7633389662	57.0345450205	0	0	25.9430647807	27.8763533627	0	0	0	0	0	0	0	0	0	0	0	0	1.4895732382	0	0	0	0	0	0	2.5800968641	19.863789614	0	0	2.6380368777	228.8448041	24.1212263466
M00024	c__Clostridia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5433090768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4326249583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5787037037	0	0	0	0	0	0	0	0	0	0	1.6006402561	0	0	0	0	0	0	0	0	0
M00024	c__Fusobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3556818928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00024	c__Gammaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7227742783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8386528762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00024	c__Saccharomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1513626254	0	0	0	0	0	0	0	1.1645950515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0455992374	0	6.4443498518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00025	c__Actinobacteria	31.8301447907	72.1616443686	3.5017526102	9.4643869044	34.2895210743	0	21.8295322351	12.7941074449	0	292.9001264183	641.4736368709	310.9576836357	195.1188271808	17.4198702343	9.386578366	10.4232496963	119.5925962314	635.2538716375	14.7239257512	1748.785084068	0	692.3798397317	0	20.7689422097	15.3118534378	2811.1363461566	2080.1356359517	21.2888232455	21.8952527014	0	4.7835834879	0	0	0	0	0	0	0	3.6656851004	3.6863177751	1.9626030955	1.7121515936	0	11.629468496	137.1689196426	8.5706397897	0	697.9690296963	1531.2946489191	1880.6361126676	0	1144.154151129	0	12.1562635378	816.8541597053	40.1939837956	14.9614039012	641.0590535404	35.200452995	15.6741782667	8.3053392522	12.0481074363	106.2009933701	506.6986480758	6.4321497351	325.4607724136	107.367232217	273.2916155557	537.4180676664	332.3665404671	0	263.6686761595	0	0	159.0742751372	138.2702850292	0	0	0	0	108.1783528297	18.574121978	27.797676541	73.6761115255	79.8041130728	81.837027524	90.3273619657	184.2391198035	49.116511074	32.2566250912	155.2500259381	18.7476609871	0	22.606591031	6.8641380816	15.1462639119	0	4.7202265128	0	7.9833112375	0	0	0	11.0340400941	0	576.1518463011	667.1495826248	0	0	5.2869427135	0	0	0	1.6139680866	0	0	28.6560511458	0	0.7655839545	15.9868644995	4.9577167555	33.5777314092	228.7218408855	38.0397548414	201.2770958574	436.3373073192	485.4325539653	26.8962750517	0	801.5941972299	0	141.7613479677	153.9647112148	0	395.7078385758	2.3856365169	333.8872697815	72.9064160452	0	0	2897.6096855969	0	2115.1248549831	0	21.0195345231	2695.2767323148	0	0	790.0894632326	22.3331858848	1060.2322093468	0	10.7108903134	28.0903076423	31.7033719918	0	1.0509283626	0	0	0	1077.266899981	0	0	0	0	31.0399531727	8.0946241579	0.7935770097	0	1.9573779041	0	621.6130016023	1960.8726053913	0	41.1008709814	1026.0138311881	396.613266352	459.1341657827	1328.0257476701	418.6103553698	267.7734204367	239.6678832306
M00025	c__Bacilli	2.8832100833	54.4476724857	2.5748195132	29.4941193317	42.2557495428	0.692512186	73.7081357492	95.1495120311	49.1035931959	64.9441206083	50.4258459329	339.8553862808	6.5657571654	0	41.3391797641	1.4024187036	2.4088008417	24.1511272383	22.139714616	12.795948963	3.8470702152	1515.2184067085	1.8303378755	0.8934716344	25.8874668274	7.0116291376	33.4256875478	3.9753051819	31.2251623227	2.5567470286	122.6923296656	38.4815519296	73.0712453798	11.7145181683	8.365399634	2.6165200117	0	6.2425671583	18.4767009868	4.6135834368	36.924655301	1.7691476027	2.8758547757	111.5057675562	245.2893045327	23.1228909158	4.8626288292	15.3988114277	9.7358173329	25.4968905408	0	40.9193665446	26.3942949667	21.5025586521	130.4392934026	75.4262663022	66.9393464359	69.4930269575	63.6256040426	65.8335840522	95.8713941287	6.3186900556	75.0324088863	15.6682585193	75.5036745304	1.3845893291	6.9395811306	12.4310509634	4.1768387844	14.3636811247	17.4806197306	7.4286661662	0	29.3018583167	25.0777778401	154.6280355746	0	6.9494477122	22.8091476964	6.4514271815	86.8760739401	60.3015560667	145.7184195326	56.0434255393	72.8677136006	79.2261737365	0	5.4568450678	63.606215796	151.4588777263	1070.9356346078	313.9109389674	0	116.5548662963	85.5403727622	138.065026003	0	152.5053573682	6.1803733406	4.147061153	0	6.0713816102	0	66.9114956151	18.4602272779	24.5326916571	118.2619575917	4.0701276819	0	77.2427472295	0	1.1713114455	0	11.2560459395	0	12.3442068532	277.777705235	2.3120683386	14.7472762034	12.4113602279	3.679860329	73.3212116215	297.06496011	21.8131612607	168.1969083722	196.837519906	86.3180960687	11.2249892472	1.1614401858	7.0005226715	45.8671391513	98.7816764453	42.2921686999	5.9899146894	33.421877525	1.5682726922	11.7791222294	16.9366942924	9.9717786262	2.927671292	9.1460704323	2.0397834084	2.5728855782	0	49.0396822647	25.1912039557	11.2621275328	0	25.2857807525	88.1829077386	9.3564111394	56.4401321258	75.4201099508	96.9845611921	2.9583594702	3.2879617481	34.8653824379	15.4304539917	43.7821999331	7.9657410013	70.953695266	2.1859961857	0	0	1.1632768332	45.4689799147	2.4244919002	10.4038679749	1.5490233983	19.3354023303	22.7355411625	0	3.1521648899	2.7677099202	0	22.2297744642	3.2091506103	10.1930581204	1.747100696	53.1577089036	8.1133503536	9.9227364209
