Pathway	Kingdom	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	k__Bacteria	0	0	0	0	0	0	4.610144e-05	0	0	2.44671e-07	0	6.62825e-07	0	0	0	0	7.54896e-06	2.698974e-05	0	9.016398e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000195342	3.59091e-05	1.03962e-06	1.01103e-05	0	0	5.67449e-05	1.58794e-05	0	3.82179e-05	0.000115933	0	0	5.562877e-06	1.65833e-05	0	2.459705e-05	0	0	9.66049e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63764e-06	0	2.2736e-06	1.46239e-05	0	0	0	0	0	7.31146e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90466e-06	1.83026e-05	0	0	3.52493e-06	0	0	0	1.08413e-05	3.33913e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.73017e-06	5.6213764e-05	0	3.7501753e-05	4.027925e-05	8.74398e-06	0	4.63363e-05	0	4.32278e-05	9.74288e-06	2.03206e-05	6.0715e-05	1.22967e-05	2.98179e-05	9.57034e-06	0	0	8.14086e-05	0	0.000110869	1.4017393e-05	0	0	3.045755e-05	0.000105997	7.35779e-05	3.894657e-06	0	0	2.53735e-06	0	2.818489e-05	2.32233e-06	0	0	6.15328e-07	4.15153547e-05	3.1659e-05	8.14196e-06	5.68996e-05	7.4928e-06	1.85847e-05	1.3807e-05	0	0	0	0	2.2055e-06	0	0	0	0	0	0	4.21447e-06	1.0517198e-05	2.233631e-06	0	0	0
ORNDEG-PWY: superpathway of ornithine degradation	k__Bacteria	6.94385e-05	5.13794e-06	1.25457e-05	0	0	0	0.000164681201	0	0.000139081	9.9089826e-05	6.9230947e-05	0.000112201078	1.7843458e-05	2.50389e-06	6.48793e-06	0	2.3604733e-05	8.81738742e-05	0	4.5957486e-05	2.8910522e-05	4.927816e-05	0	0	0	0	0	0	0	0	3.11249e-06	2.04071e-06	1.30829e-05	0	0	0.000440545425	7.70938268e-05	3.48285e-06	8.3161754e-05	0.000179754684	3.9268612e-05	0.0001293255667	3.56730035e-05	7.0327689e-06	0.0001283396287	0.0003256434883	7.982657e-06	3.1187539e-05	4.9974898e-05	6.4815556e-05	0	0.000121599596	0	0	1.99317934e-05	0	2.79342526e-05	4.9146969e-06	1.38604256e-05	1.02823e-05	0	0	3.36871482e-05	1.2249673e-05	9.88817e-06	0	4.4873658e-05	0.00013879458	3.0347e-06	1.4465976e-05	2.86753559e-05	3.3820828e-05	3.72103735e-05	6.80970397e-05	3.2377127e-05	1.73279e-06	3.928221e-05	2.67791478e-05	8.2443574e-06	8.1081e-05	0	0	7.04183e-07	0	7.83373e-07	2.01323e-06	0.00017613691	0	0.00020049885	0.0001743033	0	7.946772e-05	0	9.105013e-05	8.3472e-05	8.59168495e-05	4.8701e-06	3.94060153e-05	4.3406465e-05	0.000159186148	0	2.38482e-05	0	5.28081e-06	6.49999e-06	0.0002304308375	0.0002367729489	1.5826e-05	0	5.25551e-06	0	0	0	0	0	9.179909e-06	0	1.08692e-06	0	0	0	2.39693e-05	0.0001823541866	0	0.00027681033204	0.000196784917	1.8606e-05	1.74240773e-05	0.000114528813	0	0.000453609	0.0001829477921	0.0001069910526	0.00072518	4.131704e-05	0.000375576	3.69945185e-05	0	0.0001987105	0.00019630492923	0	0.0002649480788	0.0001106118594	3.49105e-05	5.87352e-06	0.000130727342	0.00026892197033	0.0002344430841	1.57004488e-05	0.00022948	0	2.76155e-05	1.54681e-06	0.00019863877	2.11526e-05	4.54364e-05	6.421648e-06	0.0002396220679	0.000135627687	7.5983257e-05	1.37225e-05	0.000118405852	1.85649e-05	3.977274e-05	4.36118e-05	1.077e-06	0	7.760926e-06	6.2166232e-06	1.14125068e-05	3.62191e-06	4.243231e-05	4.128415e-05	8.09236479e-05	0	1.645552e-05	2.4666843e-05	6.68415743e-05	2.587595e-05	5.82744e-06	0	5.96637e-06
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	k__Bacteria	2.23453e-05	1.12054e-06	0	0	0	0	0.000118092992	0	0	6.9177162e-05	4.112676e-05	5.0881569e-05	1.2201152e-05	1.12102e-06	3.68892e-06	0	1.2471e-05	5.12817e-05	0	2.1854572e-05	1.53868e-05	0	0	0	0	0	0	0	0	0	0	0	8.19539e-06	0	0	0.00029939	5.80656e-05	2.8015e-06	5.65126e-05	0.000104505	2.16143e-05	7.12619e-05	2.55183e-05	5.38037e-06	6.484234e-05	0.000222899	3.15563e-06	1.62143e-05	3.6362293e-05	5.233769e-05	0	0.00010735973	0	0	1.73266e-05	0	1.26026e-05	2.03454e-06	8.26915e-06	5.04256e-06	0	0	1.72633e-05	4.44032e-06	1.98718e-06	0	3.12691e-05	9.00907e-05	1.64718e-06	7.3026e-06	1.486409e-05	2.44423e-05	2.122739e-05	5.31524e-05	1.90728e-05	0	2.81803e-05	1.56759e-05	0	0	0	0	0	0	4.21934e-07	7.61084e-07	0.000116433	0	0	1.27445e-05	0	0	0	0	0	0	6.35463e-07	3.47409e-06	2.53167e-05	9.84305e-05	0	1.29399e-05	0	0	1.51908e-06	0.0001448793939	0.00016502817	3.29916e-06	0	4.08895e-06	0	0	0	0	0	6.06802e-06	0	0	0	0	0	2.10063e-05	0.00015435745	0	0.00015384461	0.000125271951	1.8356e-05	1.09492e-05	6.37973e-05	0	0.000188423	0.000113091	4.791388e-05	0.00027803	3.246303e-05	0.000138076	2.529634e-05	0	4.72646e-07	0.000116166	0	0.00016365	3.64659e-05	1.50676e-05	3.13566e-06	7.709718e-05	0.000161652	0.00011825	8.7172e-06	0.000116349	0	8.53315e-06	0	0.000100660769	1.3258e-05	1.8711e-05	1.45467e-06	1.3062223e-05	6.24411e-05	4.09853e-05	8.28138e-06	7.92853e-05	1.02841e-05	2.07911e-05	2.45115e-05	0	0	4.1158e-07	0	0	0	1.22497e-05	5.73554e-06	2.30466e-05	0	5.94548e-06	1.714917e-05	3.100444e-05	6.705721e-06	2.619135e-06	0	1.60696e-06
P108-PWY: pyruvate fermentation to propanoate I	k__Bacteria	0	0	0	0	0	0	3.821808e-07	0	0	1.10870435e-05	3.350593e-06	5.590567e-06	0	0	0	0	0	8.264997e-07	0	1.309032e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77143843e-05	2.47192e-06	0	0	0	0	0	0	0	4.0103416e-05	0	0	0	1.0884925e-06	1.167281e-05	0	1.6891842e-05	0	0	5.731906e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2985218e-06	0	4.3918984e-06	1.9719837e-05	0	0	0	0	4.2925483e-06	0	0	0	0	0	0	0	0	0	2.82145e-05	3.64762e-06	0	0	0	0	2.16548e-06	0	1.32208e-06	0	1.4094714e-05	2.525442e-07	0	0	0	0	0	1.3585506e-05	4.18138892e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.96603e-06	4.46586067e-05	0	6.739668e-06	8.34656e-06	4.94976e-06	0	4.6341002e-05	0	0	0	1.93326421e-05	0	9.875949e-06	0	8.8700167e-06	0	7.10134e-07	7.17784743e-05	0	9.39517319e-05	2.96532e-06	0	0	1.01571e-06	9.4539081e-05	7.13669786e-05	0	0	0	0	0	1.7445671e-05	0	0	0	4.862516e-06	7.5163024e-06	7.72777e-07	0	0	0	0	0	0	0	4.03887e-06	0	0	0	0	0	0	0	1.678461e-06	3.61973e-06	3.48909e-06	2.137641e-06	2.10106e-06	0	0
P122-PWY: heterolactic fermentation	k__Bacteria	0	0	0	0	0	0	1.882629e-06	0	0	5.844567e-06	1.02229e-06	8.874909e-06	2.21252e-06	0	0	0	0	1.226066e-05	0	4.790016e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.97037e-05	1.66581e-05	0	1.15889e-05	1.63397e-05	5.02143e-06	0	0	0	1.08894e-05	0	9.73201e-07	3.33362e-06	6.2589e-06	1.56560758e-05	0	2.9386958e-05	0	0	3.08646e-06	0	0	1.14705e-06	1.08952e-06	0	0	0	1.26965e-06	1.20332e-06	0	0	1.60826e-06	7.92974e-06	0	0	5.409195e-06	0	7.07144e-06	1.520048e-05	8.11489e-07	0	6.9406e-06	5.10353e-06	5.03061e-07	0	0	0	0	0	0	0	9.8474e-06	0	0.000134139	2.88093e-05	0	9.45864e-06	0	3.69102e-05	3.62352e-05	5.46892e-05	7.37405e-07	7.78913e-06	6.462535e-06	7.62638e-06	0	0	0	2.76301e-06	0	1.9401589e-05	1.8114906e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13137e-06	4.730168e-05	0	1.971172e-05	1.562949e-05	4.27456e-06	2.02963e-06	1.25917e-05	0	0	0	1.618471e-05	0	1.026707e-05	0	6.807245e-06	0	3.47125e-06	2.21383e-05	6.35106e-06	3.13109e-05	3.24933e-06	0	0	2.67927e-06	3.35221e-05	2.39188e-05	1.13351e-06	0	0	0	0	4.23256e-06	0	0	0	7.34179e-06	6.60845e-07	0	0	0	0	0	0	0	0	0	0	0	0	8.22836e-07	0	0	0	1.637948e-06	3.397353e-06	5.43727e-06	1.748369e-06	0	0	0
P124-PWY: Bifidobacterium shunt	k__Bacteria	7.856366e-05	5.503237e-05	7.47163e-05	8.518819e-05	9.922956e-05	1.810777e-05	1.746029e-05	7.18285e-05	0	1.198862e-05	8.169303e-05	2.8157e-05	1.692986e-05	0	1.19355e-06	1.311774e-05	0.0001418823	0.00012209258	8.83091e-06	0.0003395082	2.85624e-06	0	0	2.24219e-06	0	0.000425551	0.000398462	4.20815e-06	4.82667e-06	0	0	0	0	0	0	0	0	0	4.06647e-07	0	2.85298e-06	0	0	1.20536e-06	4.469829e-06	4.68234e-07	0	0.00011041492	0.0001216231	0.0001350765	0	5.951951e-05	6.64012e-06	1.20343e-06	0.00015023504	6.406742e-05	6.882023e-05	4.853454e-05	5.320281e-05	8.31317e-05	4.14774e-05	6.1142062e-05	7.34897e-05	3.306312e-05	2.0472838e-05	4.40964e-05	8.06075e-06	2.28909e-05	6.5796861e-05	3.5396948e-05	3.94089e-06	2.01119e-05	2.367469e-06	0	5.94118e-06	1.56352e-06	5.19718e-06	0	1.96638e-06	0	7.4371e-06	1.5700876e-05	2.2079475e-05	3.3415581e-05	2.295088e-05	1.327891e-05	1.06023e-06	2.280691e-05	6.78079e-07	0	1.811003e-06	1.18499e-07	0	5.191071e-05	0	3.67912e-05	0	4.86151e-06	0	0	0	0	1.62924e-06	0	1.12164e-06	2.582841e-06	1.66173e-05	1.01246e-05	1.71486e-05	5.97269e-06	1.82108e-05	0	0	0	4.77609e-05	0	5.38444e-05	0	0	4.97493e-05	0.000104248	3.279831e-05	3.16635e-05	8.0299e-06	3.171975e-05	8.238868e-05	0.0001425857	5.06208e-06	0	0.000143485	0	1.287117e-05	4.9924966e-05	0	4.51184e-05	8.07472e-06	5.30806e-05	9.26978e-06	0	0	5.278027e-05	0	5.15954e-05	1.0158e-05	3.56549e-06	4.1698754e-05	0	0	2.5887506e-05	1.67032e-06	5.19682e-05	8.559594e-06	1.211738e-06	6.17427e-06	0	7.2874e-06	3.19742e-06	0	0	0	4.66922e-05	0	0	0	0	5.50135e-06	1.2254e-06	0	1.47674e-05	6.17211e-05	2.58516e-06	0.0002829996	0.0002941089	0	6.94656e-06	0.000107702888	8.470059e-05	4.364347e-05	8.361692e-05	9.034156e-05	2.804642e-05	9.013646e-05
P125-PWY: superpathway of (R,R)-butanediol biosynthesis	k__Bacteria	0	2.42296e-06	1.44188e-07	1.28677e-06	5.20821e-07	0.000748633	3.60305e-06	0	9.475038e-06	2.7827355e-05	1.6396526e-05	1.7367937e-05	4.141903e-06	1.296425e-06	2.84071659e-05	2.979185e-06	1.6535158e-06	2.2886003e-05	2.9377879e-05	7.3653085e-05	4.30198e-06	0.0003584818	0	3.18304e-07	7.41981e-06	2.93821e-07	1.3049431e-05	7.8774e-07	1.4387821e-05	0	7.2579879e-05	6.9320958e-05	9.9235144e-05	4.77547e-06	3.75056e-06	2.35159e-07	4.62782e-07	2.30976141e-05	5.99165e-06	3.4813429e-06	1.271e-05	6.25039e-07	2.381086e-06	1.8596735e-05	0.000438889445	4.8599551e-06	0	1.1107978e-05	5.8032364e-05	1.5700352e-05	2.610802e-06	1.39944989e-05	4.739509e-05	1.319865e-05	4.4439144e-05	3.7829608e-05	4.132411e-05	3.26060529e-05	2.05401409e-05	6.25418142e-05	2.9057659e-05	4.031967e-07	8.4138958e-05	3.5504412e-05	2.66758745e-05	4.7063624e-06	4.360284e-06	2.281931e-06	1.59095e-06	5.36537e-06	5.86206e-06	3.275769e-06	6.2068e-07	4.678116e-06	1.9674998e-05	7.84991e-05	0	6.88108e-07	6.5099726e-06	5.94173e-07	1.4660385e-05	1.90292347e-05	5.051381e-05	3.80528486e-05	3.2124653e-05	1.46857538e-05	6.85329e-07	1.5654846e-05	5.864123e-05	7.8145094e-05	0.000144240332	0.00019920964	0	0.000212442727	0.00029282945	6.72316e-07	9.796404e-06	3.09982e-06	8.6412e-07	1.037411e-06	1.559232e-06	2.452453e-06	7.93799e-07	9.850531e-05	6.3438135e-05	6.09435e-07	8.12442e-07	1.947947e-06	0	8.8781173e-05	7.51625e-07	3.383413e-06	7.036588e-07	1.150671e-05	0	1.2351262e-05	2.5817713e-06	5.648741e-06	1.2477613e-05	6.754238e-06	2.113651e-06	6.206247e-06	1.2333901e-05	8.494717e-06	5.5787125e-06	8.011151e-06	4.7924736e-05	3.50998e-06	0.000581799583	4.896259e-06	0	1.413565e-05	3.8118891e-05	0	8.359839e-06	1.548063e-05	1.281485e-05	7.274393e-06	0	0.0002980777575	4.205112e-06	0.000120106907	2.325043e-06	2.89197e-06	4.8415e-06	9.5138644e-06	6.5268138e-05	0.0001283696231	1.4223946e-05	2.27521954e-05	5.3190892e-06	1.1390974e-05	0.000128390813	1.31484145e-05	1.90253752e-05	2.318273e-06	2.9075276e-05	0	8.99477e-06	1.97112e-06	6.430466e-05	0	0	0	0	4.490143e-06	9.32032e-07	4.3691054e-06	2.615733e-06	3.350916e-06	7.220472e-06	1.61593e-06	5.61682e-07	1.10999e-06	1.40694e-06	3.559236e-05	7.5295026e-05	6.7558446e-05	0.0001753006	2.887274e-05	7.22148e-06	7.75525e-06
P125-PWY: superpathway of (R,R)-butanediol biosynthesis	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.094e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation (anaerobic)	k__Bacteria	3.1654758e-05	5.45856e-07	6.4911e-06	1.38974e-06	2.86627e-06	0	0.0001597337	3.96207e-06	0.000179197	5.96956941e-05	1.99319205e-05	3.579298906e-05	4.35506851e-05	3.334683e-05	1.5490253e-05	4.78845e-07	1.7149706e-05	8.6117737e-05	2.2877197e-06	4.9034809e-05	6.42853e-06	0.000132474366	8.18005e-07	1.48968e-06	3.32325e-07	3.05482e-06	5.88856e-07	0	8.70408e-07	1.91455e-06	1.12582e-06	0	9.22463e-06	2.96685e-06	4.52928e-06	0.000276619742	5.17094e-05	4.64997e-05	7.311231e-05	9.99602814e-05	1.871594e-05	0.0001309419	5.0586872e-05	5.210192e-06	6.48678219e-05	0.0003011666956	1.299921e-06	1.38798e-05	4.7576233e-05	4.94475617e-05	5.703508e-06	0.0001212880793	4.63061e-06	2.554616e-06	1.01832e-05	3.169668e-06	4.935874e-06	3.7367642e-06	6.7721739e-06	7.096111e-07	2.905675e-06	1.3069e-06	1.2235879e-05	2.714367e-06	1.884861e-06	2.38372e-06	1.3887159e-05	3.02898e-05	4.26675e-07	3.220897e-06	1.20779e-05	1.0679774e-05	1.9627555e-05	3.088007015e-05	5.8953e-06	1.25854e-06	2.06365e-05	1.11413e-05	1.0046698e-05	6.778612642e-05	9.596779e-06	1.499368e-06	6.540117e-07	5.739817e-07	4.69777e-06	7.507573e-06	4.5923807e-05	2.07319e-05	0.000460201512	0.000205931128	1.98969e-07	9.4658128e-05	0	0.00013040409968	0.0001573407639	9.8824712e-05	2.091231e-05	3.00090113e-05	4.4030476e-05	1.959458395e-05	1.850647e-05	2.806338e-05	1.373594e-05	1.03087e-05	3.081673e-06	4.286968074e-05	0.0001011607425	2.71936e-06	8.48662e-06	8.333168e-06	2.1909e-06	5.330908e-06	3.33843e-06	4.889265e-06	0	5.87561e-06	5.941807e-06	9.26503e-07	5.21006e-06	5.456557e-06	5.42204e-07	2.001029e-05	0.0001677422444	0	0.0002537364217	0.00020157729377	9.4486304e-06	2.49619e-06	5.19462139e-05	1.00547e-06	0.000246226	0.000186332846	2.85018239e-05	0.00043732340364	1.9899904e-05	0.000215233441	1.4023432e-05	1.242915e-05	0.000268623735	0.0001044572811	4.512184e-06	0.0001653611595	0.000112173887	1.2628147e-05	4.661683e-06	0.0001535502526	0.0001764816631	0.0001448490444	2.0846888e-05	0.000181881097	1.258411e-06	1.4683607e-05	8.188879e-06	0.0001762358538	2.3782015e-05	2.46722e-05	8.322869e-06	0.0002626228665	0.0001211349927	8.0329035e-05	1.7905435e-05	0.000129054427	2.717004e-05	3.8812844e-05	3.7790149e-05	1.386348e-05	1.41672e-06	8.2287564e-06	4.474549e-06	8.9511579e-06	2.786452e-06	2.406068e-05	1.5700301e-05	4.52741e-05	0	1.912563e-05	2.647022e-05	6.24031427e-05	2.0382236e-05	1.12088089e-05	1.33409e-05	2.011085e-06
P163-PWY: L-lysine fermentation to acetate and butanoate	k__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39925e-06	0	0	0	0	0	0	0	1.9647e-06	0	3.89991e-06	5.45589e-06	3.26085e-06	5.09651e-06	2.635432e-06	5.06421e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85724e-07	0	0	0	7.98e-07	0	5.199e-06	1.2854e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.18824e-07	0	0	2.90994e-06	0	4.44433e-06	0	0	0	0	0	0	0	0	0	0	4.90681e-07	0	1.60034e-06	0	3.102019e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.53181e-06	1.54191e-06	0	0	0	0	0	0	0	0	0	0	0	6.50647e-07	0	0	0	0	0	0	0	0	0	0	0
P164-PWY: purine nucleobases degradation I (anaerobic)	k__Bacteria	1.0414976e-05	0	2.2816816e-05	1.839137e-06	6.04145e-07	6.07846e-07	3.807612e-07	0	0	8.040827e-06	1.062096e-05	3.721061e-06	3.53085e-05	1.0601327e-05	3.88201e-06	1.96676e-06	4.47841e-07	4.66574e-06	0	6.190799e-05	0	0	9.68859e-06	0.0002549963	0.0001202229	2.493706e-05	4.156737e-05	5.25112e-06	1.1814603e-05	1.227712e-05	0	0	2.43339e-06	1.23638e-05	4.72087e-06	0	1.033585e-05	0	1.363422e-06	0	6.64161e-06	2.21779e-06	1.3710516e-05	1.342001e-05	8.72361e-06	5.218135e-07	1.104235e-05	6.99584e-07	4.55954e-06	3.102379e-07	8.15325e-06	1.93475e-06	0	2.936743e-06	1.9992063e-05	2.724471e-06	2.064651e-05	3.68815e-06	2.323097e-05	1.749846e-05	8.392017e-07	1.32164e-06	2.8616768e-05	1.962147e-06	7.07616e-06	2.305027e-06	6.507644e-06	5.341105e-06	3.457732e-07	0	3.87713e-06	6.20138e-06	8.205283e-06	4.631272e-06	8.110032e-06	3.780231e-06	0	1.56115e-06	3.62834e-07	7.21894e-07	2.082963e-06	2.67986e-06	1.9078e-06	1.300021e-06	1.529776e-06	3.29301e-06	3.06557e-06	5.14693e-07	1.9047821e-05	3.9220146e-05	0	7.2562981e-05	0	0.00011325808	0.0002073337	8.12016e-07	8.52397e-06	3.23012e-06	9.26839e-06	2.60394e-06	9.71858e-06	1.40863e-05	3.9618474e-05	5.50801e-05	3.376503e-06	0	0	0	1.2585e-05	5.68669133e-05	1.46955e-06	4.26569e-06	2.6293e-06	3.52668e-06	0.00019250459	2.96734e-06	1.3606846e-05	0	0	5.499327e-05	9.63953e-06	3.34469449e-05	7.49271e-06	4.533536e-05	2.810546e-06	2.9272e-06	2.1287108e-05	0	0	2.062017e-05	2.072075e-06	1.48668695e-05	6.96201e-06	6.94126e-07	2.4000981e-05	2.670741e-05	2.310693e-05	2.292244e-05	0	0	1.9296e-06	0	0	9.082394e-06	2.753221e-05	1.461638e-06	0	1.817292e-06	2.226671e-06	5.46136e-06	5.615322e-05	8.265942e-06	2.06037444e-05	1.6840854e-06	1.760135e-05	7.80737e-07	1.3165223e-05	7.89681e-06	7.82876e-05	2.176626e-06	3.028824e-05	3.661841e-05	9.295859e-06	5.2924e-06	2.97109e-06	3.906469e-05	1.832608e-05	0	0	0	1.7907e-06	0	0	0	0	3.53098e-06	0	0	0	8.54082e-07	6.56291e-07	1.997305e-06
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	k__Bacteria	0	0	0	0	0	0	0	0	0	3.2048346e-05	4.649436e-06	1.7872531e-05	7.106334e-07	0	1.29758e-07	5.3237e-07	2.05445e-07	1.4687529e-05	0	9.260352e-06	0	0	0	2.84178e-07	0	6.13471e-07	4.22819e-07	0	0	0	1.84723e-06	0	0	0	0	0.000244016	4.60662e-05	3.041025e-06	0	0	0	0	0	0	6.560463e-05	0	0	0	1.425178e-06	3.71478e-05	0	4.0491355e-05	9.08904e-07	0	1.24446e-05	0	0	0	0	0	0	4.48402e-07	0	0	0	0	0	0	0	0	1.327353e-05	0	4.59803e-06	2.84362e-05	0	0	0	0	5.44274e-06	6.96778e-05	0	0	0	0	0	0	0	0	0.000260622421	0.0001725529313	0	7.9702974e-05	0	8.82133887e-05	9.5262705e-05	5.2172408e-05	1.4757e-06	1.817173e-05	2.2079627e-05	0	0	0	0	5.71556e-06	0	1.8561707e-05	6.62611625e-05	0	0	5.165864e-06	0	0	0	0	0	0	0	0	0	0	0	1.28745e-05	7.402993e-05	0	1.9895291e-05	1.3829787e-05	1.31637e-05	0	6.16469e-05	0	2.92253e-05	0	3.510678e-05	0	2.00796353e-05	4.10058e-08	1.504028e-05	0	0.00017790836	8.85097e-05	2.08625e-06	0.000117232	8.672302e-05	0	0	8.142037e-05	0.00012681820552	8.76844408e-05	7.989582e-06	0	0	0	0	7.99732e-06	0	0	0	0.00015698	1.3410683e-05	7.74072e-07	0	0	0	0	0	1.58931e-06	0	3.69541e-06	1.9863521e-06	7.885116e-07	0	7.407379e-07	8.16087e-07	0	0	1.726635e-06	2.952027e-06	6.5272537e-06	8.04965301e-06	8.51658e-07	0	0
